5c76aaa8c3cb88991897a5f548e8865a6e51094cfb967687cf88ae41d96b9641,083837d054dd8b8938062bb929d01aacafcb9a2b1bbf7716e13980e98157a06a,4e7f8a79c68565f42862790139c3604a251362a308f43a8d3ce02ebc41ababfa,d350f000c579cb510f28e370a522d5cc485a0e6185a848ecb3171d96b4c82d64,a273edd4e18b60d29e7d9fd619db442fecb52a287049bd6dcd0bad8ef5d91bad,3bc40a4626ae8eeef9bcd913abb580dba916f2b462aa62a0f893f6e6eb76322f,a2843b5bc6376e3d07c70d1b4f4139e54df645c2649df952a8428007ef9b3794,52907e2b0172188c8450e46476d3115d6a472382d8fbed5b43540725feb9c447,f88f96c364cb20326ee78288b0a8e6a310dc2f7779b87dd3ae24c16a4b60bf93,5f72f610939e3e9bc075412effa71cbaf6177856c557d324b06bd1d8fbcbd208,c17f614a7c2971a305cd0c77a7f3ef336d8929c56e177c076549cc7e4a94fed9,ae9d1d0402e9337d9d2d8e2adf2ae00c043a767e8f92aee446812da54f38dd6b,683c3f51bd71bea410f9cdf225be6e706cde649a5a826130ba9b212929bffaec,ff41b8322f658f2c52d46f7f1eab29d1265159cb644cc9adebcd3f6b9d92ca44,a3ce6e0b598aef2613cd765cdbc15fee7e962394811707bee8dc22500c3da24f,2844297575f3f959732f402eed0827a37caaa49430bc1f61de7dcd03646f54e5,a1b48b13222245f54cce984eb3884e53fa006e73a667d500615a59517752c82f,2e7b2380df59936d055098f9ec46bf845834213675fab3a49461ae525acc2f9e,b581234df95087148717932828189f00217db5397d40553738bed5314007c76c,4e3b6f55402eaff7c15239a650c83b74ce3993c9c62bf3f68f4fe3965d40a160,efd4ff43039434f6836be3d5ab770e801dcafca3f9e4d260b7b891c172c3e0f2,1ec175faee60334635d403e29945c2584e8af6daca48a07540c36863ed88d2c4,9bd978c17a3ab0f981356f34210bfa026afedb9c27541e837dd55697920d314e,df33fa2e17f7a67b93fd92b3f97ea1e510f80c5c9e91f34ead201766d1ec30c1,85b036d0e3d885f0e1b3d8a692081dace936f470dd211f2878025b6207d988e6,a420413b1fb9de8406c1f4016b983d0106ca632c4d96f7a9b99652a9bfcdaef0,e3a2530bce1129ce86bb935cd849b6792724b2ced711e6400213072c1d854621,5f6fa782a123dbd5baca5407f5431176938a57dee02beb3bf8cb4cd5998c72db,2ac4c9c2dfff56e28b5c746ead1b33c4b223c284732e7604864f93135490789a,76fa8c4c06fbe7916877a6a14046274f4a23657e1f00a7a414b8507ef752ed0a,f0c5bce8cf92a85b01da812833c71ff40688a91baeff1876fe81e1b6fe9cbb26,ad3505c56ce84296115b7f6e2d870dbe1136590634f3d4ab372bd595e86118dd,d436e12a6317eb925faabf3994753868f403f579d454061db31a1dde488afee1,90bc463b098051d27e5f78d66be9359b51169dbe552d96171673e5205aa4b6ee,6ff84f3baf0de1b9b0786182c01148db91a0cf9fc718487eb012926577b9f193,02621e0fbbe3dbf0997fd58131fd980d4f63f9fb30fb12087307516324cde477,dca4cf8171a46bc789819bc37cb966a58b1d06538a2c735c16cda4cda88cb895,f0921356d73a53be5941fa4bf6d5d952af60ab9463b9b4fafecc463a9e1d7a01,8f69f473e954b1eae40ce62e4df5770675c445a3d5dd63bbdac16b563bc52600,09f323d44031396abb6cc8d5102d17832a34850ad3399d303ea085c4ddf00cc6
"0","0","0","","2015/04/01 15:00:00","0","0","0","0","","","10001","0","0","0","2018/08/08 15:59:59","0","0","","10001","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/08/08 16:00:00","0","0","0","0","","","10002","0","0","0","2018/08/20 15:59:59","0","0","","10002","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/08/20 16:00:00","0","0","0","0","","","10003","0","0","0","2018/08/31 15:59:59","0","0","","10003","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/08/31 16:00:00","0","0","0","0","","","10004","0","0","0","2018/09/14 15:59:59","0","0","","10004","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/09/14 16:00:00","0","0","0","0","","","10005","0","0","0","2018/09/21 15:59:59","0","0","","10005","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/09/21 16:00:00","0","0","0","0","","","10006","0","0","0","2018/10/09 15:59:59","0","0","","10006","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/10/09 16:00:00","0","0","0","0","","","10007","0","0","0","2018/10/22 15:59:59","0","0","","10007","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/10/22 16:00:00","0","0","0","0","","","10008","0","0","0","2018/11/08 15:59:59","0","0","","10008","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/11/08 16:00:00","0","0","0","0","","","10009","0","0","0","2018/11/15 15:59:59","0","0","","10009","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/11/15 16:00:00","0","0","0","0","","","10010","0","0","0","2018/11/30 15:59:59","0","0","","10010","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/11/30 16:00:00","0","0","0","0","","","10011","0","0","0","2018/12/13 15:59:59","0","0","","10011","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/12/13 16:00:00","0","0","0","0","","","10012","0","0","0","2018/12/27 15:59:59","0","0","","10012","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
"0","0","0","","2018/12/27 16:00:00","0","0","0","0","","","10013","0","0","0","2019/01/09 15:59:59","0","0","","10013","0","0","0","0","一般轉蛋","取得道具獎勵或記憶碎片吧！","0","0","0","1","0","1","0","3","","0","10","0","0","0"
