31946b210fdd154f14cbd64ba61d9e576dd7cdd997e85ad59dfd4dd7ed6d06f9,3cc64bb830af8fe1ceec3bf23cb9282809f376ceaf47defe6bf6051318ba800a,bc893b6ef20ed5b3509230bc5b38f8d41d60808436cfcd88072f67eb9c96df8d,647704707f8a1a03b5dfcf41444c12e7d8127021d25fc2a4d457e68968eb4d05,c6af271e50852fbc0249874be80d381eeae56b316c42099bb7c39f0d0c321619,a33449e552c1e3c4b145980e0b21fab694f751feb0a26c802c32c13c5684454c,1f46d9736ff328ce4fc756998f15b5686c86a4f4d304424c496e227e6cbc3901,8f298b9a57c39d40ec8aec4c57d1e68058c9dbc42cb6db6785524525b2ed4766,c9735a30072eca6140929c4a9f9a023777b2c884c310a0aea7311aa0bc801043,f5c8fbb06c554f018550dcc57fc6dea6c8a47e23d8668507024cbbff4d1c2701,028f9f6365a2dc79609a1999173c39b9ee3844b10e374a6497fb9df67453190d,41fe3f9218ac053145cf7d03fcd35efcf2b8ff7fe65549ac54ffee236eb68d18,e8a42d5765e6e282f99d3da4c4a340357ac240d348973826647e1d3206e29e3e,bda1b8db24054a68b7329d4d41f9a560c02736a8e59a463fdf569799357a65cb
"100101","0","1","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31001"
"100201","0","2","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31002"
"100301","0","3","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31003"
"100401","0","4","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31004"
"100501","0","5","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31005"
"100601","0","6","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31006"
"100701","0","7","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31007"
"100801","0","8","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31008"
"100901","0","9","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31009"
"101001","0","10","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31010"
"101101","0","11","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31011"
"101201","0","12","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31012"
"101301","0","13","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31013"
"101401","0","14","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31014"
"101501","0","15","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31015"
"101601","0","16","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31016"
"101701","0","17","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31017"
"101801","0","18","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31018"
"102001","0","19","0","0","50","0","28025","0","0","2","2024/10/01 00:00:00","2030/08/01 14:59:59","31020"
