9d447af3fdb6004703c97676b012f5c0b049fab2534c776582b9cb50ba8096fc,a0a1cd4a3ef3c6edeffcf8dd5f632941dea50f1cb663aef27d19344f44483115,a018a58bee7876d0bcb2c4ad2d2eb66ca7fe612a7b2ac1d5ce83e49f2ec309f5,d61c5866d9e3903e898c5d46721cf40ebc5f00349ce8898499cef6f8c665bc76,274e68e0f358fe550038dfcf0f4cb76be12187cf4df969f246f3c2c76c5a669d,7c5392361b95de5f88e41d3b39ae0f919a2acc73567b426af18ac58d6daf7088,c5e352c1b5db8c8c459955f829f3dcd2eabc50e6a8e2d2980cd75d5fd203efff,aff7280cc606f4929820dd442ee44d914afe17c14f9c0475222ebfa480eb72da,3a9f1dd32ddc96bea76a38535e2e4d93f92603545db0383d571c13dde5bf7d7a,f78b327a77d5c5409caad8ec41305eaa186c518344b3fc610057c2113c96f6f1,37521a28c12acb2174a72d040a0fa0b55c881e1be7f9de9b850496e670ebcd09,e32bf1aac4889016e591eb6c1c7de82a399108dc9d63aa78e8e28b7109c6cead,b0e28b2d97a0d1070827c7915037a295ffc87a094e3ac81cebea8ac1b2f2ed8d,fda14f8a000b5e5b0828abe16b5fbb83ea46b47145d9b7335871019556b33f06,f119367d1dd32a8c0a4518f9925ff179e3472db90bd4f9c5ab5fed317df0cc18,0e3e92b5cc14c01a72783c9d2a76992e9d2853cb55815af37196c027c7002adf,bba049f04138575667bd3b167a9a1489095b99bb564cf14461add5ad22bc39c6,9d6fc8db7fdd271fde00df40cd1700ede7ad729428039b93280c4c007807d252,e442e3500b8e454f04dcbb6af008473dee979c71564d395827bd920d114f9a81,f53d3554eb1d7a85e29b2c990f101de249be3b2947b486ffa29ee460af84e468,b48401cc700c57b7d122b45484c55b914cc565f0063a4e7813662fa4cb03b13a,f87f88ad9a11158da680ff37a55d9292806736276dc61320f80067b57e02d37e,625408a96821e8aaf1986a12b04fe15f0fd2cdec3af3a324a832104d91686f6d,47fcdd2ace7c29d0eeaccc048f9b33ff708b64e15c29c716693e9ad96920a81b,8ac7d25fab248e34bea63e22de81b0ddc60ee505bb4d127ca8bed34e774c7eee,eb49cbc46adf3dda302af38ae6b752c89324f8a342962a695a967336bad6825e,8a502c6988789afa0155905b3f828d5aa31a66e057d2828019ed74ac7d28f691
"0","101","0","1","2010100","0","0","公主突襲車１號","0","0","0","1","0","0","1","3010100","0","0","201010","2010100","0","0","0","0","0","0","1010101"
"0","405","0","2","2020100","0","0","深淵戰車Mk－１","0","0","0","2","0","0","1","3050101","0","0","201020","2010100","0","0","0","0","0","0","1040101"
"0","315","0","3","2040100","0","0","第一可可蘿丸","0","0","0","3","0","0","1","3040100","0","0","201030","2040100","0","0","0","0","0","0","1030101"
"0","211","0","4","2020100","0","0","冰龍加速‧一重","0","0","0","4","0","0","1","3020101","0","0","201040","2020100","0","0","0","0","0","0","1020101"
"0","106","0","5","2040100","0","0","勇往直前號‧壹式","0","0","0","5","0","0","1","3030101","0","0","201050","2040100","0","0","0","0","0","0","1010101"
"0","506","0","6","2020100","0","0","小槌子亂揮１號","0","0","0","6","0","3040101","1","0","0","0","201060","2020100","0","0","0","0","0","0","1050101"
"0","315","0","7","2010100","0","0","大章魚燒丸‧阿爾法","0","0","0","7","0","0","1","3010101","0","0","201070","2020100","0","0","0","0","0","0","1030101"
"0","310","0","8","0","0","0","火箭戰車α","4030102","2040100","0","8","0","0","1","3010102","0","0","201080","2040100","0","0","4030102","0","0","0","1030101"
"0","501","0","9","0","0","0","創雷夜轉‧第一位階","0","0","0","9","0","3010100","1","3010100","0","0","201090","0","0","0","0","10501100","0","0","1050101"
"0","102","0","10","2030100","0","0","真摯維拉１","0","0","0","10","20301010","0","1","3030101","0","0","201100","2030100","0","0","4020102","0","0","0","1010101"
"0","103","0","11","2030100","0","0","垃圾維拉１","0","0","0","11","20301010","0","1","3010101","0","0","201110","0","0","0","0","0","0","0","1010101"
"0","313","0","12","2020100","0","0","青銅翻滾","0","0","0","12","20201010","0","1","3040101","0","0","201120","2020100","0","0","4030102","0","0","0","1030101"
"0","210","0","13","2030100","0","20401030","耕耘機α","0","0","0","13","20301030","0","1","3020102","0","0","201130","2040100","0","30202015","0","10201050","0","0","1020101"
"0","406","0","14","2020100","0","20201010","萬化黑鐵‧壹式","0","2020100","0","14","20201010","0","1","3050102","0","0","201140","2020100","20201010","30502015","0","10401075","0","0","1040101"
"0","101","0","15","2020200","0","0","公主突襲車２號","0","0","0","15","0","0","2","3010201","0","0","201150","2040200","0","0","0","0","0","0","1010201"
