d61c5866d9e3903e898c5d46721cf40ebc5f00349ce8898499cef6f8c665bc76,f53d3554eb1d7a85e29b2c990f101de249be3b2947b486ffa29ee460af84e468,e442e3500b8e454f04dcbb6af008473dee979c71564d395827bd920d114f9a81,8a502c6988789afa0155905b3f828d5aa31a66e057d2828019ed74ac7d28f691,fda14f8a000b5e5b0828abe16b5fbb83ea46b47145d9b7335871019556b33f06,8ac7d25fab248e34bea63e22de81b0ddc60ee505bb4d127ca8bed34e774c7eee,f87f88ad9a11158da680ff37a55d9292806736276dc61320f80067b57e02d37e,9d447af3fdb6004703c97676b012f5c0b049fab2534c776582b9cb50ba8096fc,bba049f04138575667bd3b167a9a1489095b99bb564cf14461add5ad22bc39c6,f78b327a77d5c5409caad8ec41305eaa186c518344b3fc610057c2113c96f6f1,9d6fc8db7fdd271fde00df40cd1700ede7ad729428039b93280c4c007807d252,c5e352c1b5db8c8c459955f829f3dcd2eabc50e6a8e2d2980cd75d5fd203efff,b48401cc700c57b7d122b45484c55b914cc565f0063a4e7813662fa4cb03b13a,37521a28c12acb2174a72d040a0fa0b55c881e1be7f9de9b850496e670ebcd09,e32bf1aac4889016e591eb6c1c7de82a399108dc9d63aa78e8e28b7109c6cead,eb49cbc46adf3dda302af38ae6b752c89324f8a342962a695a967336bad6825e,7c5392361b95de5f88e41d3b39ae0f919a2acc73567b426af18ac58d6daf7088,274e68e0f358fe550038dfcf0f4cb76be12187cf4df969f246f3c2c76c5a669d,aff7280cc606f4929820dd442ee44d914afe17c14f9c0475222ebfa480eb72da,f119367d1dd32a8c0a4518f9925ff179e3472db90bd4f9c5ab5fed317df0cc18,625408a96821e8aaf1986a12b04fe15f0fd2cdec3af3a324a832104d91686f6d,0e3e92b5cc14c01a72783c9d2a76992e9d2853cb55815af37196c027c7002adf,b0e28b2d97a0d1070827c7915037a295ffc87a094e3ac81cebea8ac1b2f2ed8d,a018a58bee7876d0bcb2c4ad2d2eb66ca7fe612a7b2ac1d5ce83e49f2ec309f5,47fcdd2ace7c29d0eeaccc048f9b33ff708b64e15c29c716693e9ad96920a81b,3a9f1dd32ddc96bea76a38535e2e4d93f92603545db0383d571c13dde5bf7d7a,a0a1cd4a3ef3c6edeffcf8dd5f632941dea50f1cb663aef27d19344f44483115
"1","2010100","201010","1010101","0","0","0","0","0","0","0","0","0","0","1","0","0","2010100","公主突襲車１號","1","0","3010100","0","0","0","0","101"
"2","2010100","201020","1040101","0","0","0","0","0","0","0","0","0","0","2","0","0","2020100","深淵戰車Mk－１","1","0","3050101","0","0","0","0","405"
"3","2040100","201030","1030101","0","0","0","0","0","0","0","0","0","0","3","0","0","2040100","第一可可蘿丸","1","0","3040100","0","0","0","0","315"
"4","2020100","201040","1020101","0","0","0","0","0","0","0","0","0","0","4","0","0","2020100","冰龍加速‧一重","1","0","3020101","0","0","0","0","211"
"5","2040100","201050","1010101","0","0","0","0","0","0","0","0","0","0","5","0","0","2040100","勇往直前號‧壹式","1","0","3030101","0","0","0","0","106"
"6","2020100","201060","1050101","3040101","0","0","0","0","0","0","0","0","0","6","0","0","2020100","小槌子亂揮１號","1","0","0","0","0","0","0","506"
"7","2020100","201070","1030101","0","0","0","0","0","0","0","0","0","0","7","0","0","2010100","大章魚燒丸‧阿爾法","1","0","3010101","0","0","0","0","315"
"8","2040100","201080","1030101","0","0","0","0","0","2040100","0","0","0","0","8","0","0","0","火箭戰車α","1","4030102","3010102","0","0","0","4030102","310"
"9","0","201090","1050101","3010100","0","0","0","0","0","0","0","0","0","9","0","0","0","創雷夜轉‧第一位階","1","0","3010100","0","0","10501100","0","501"
"10","2030100","201100","1010101","0","0","0","0","0","0","0","0","0","0","10","0","0","2030100","真摯維拉１","1","4020102","3030101","20301010","0","0","0","102"
"11","0","201110","1010101","0","0","0","0","0","0","0","0","0","0","11","0","0","2030100","垃圾維拉１","1","0","3010101","20301010","0","0","0","103"
"12","2020100","201120","1030101","0","0","0","0","0","0","0","0","0","0","12","0","0","2020100","青銅翻滾","1","4030102","3040101","20201010","0","0","0","313"
"13","2040100","201130","1020101","0","0","30202015","0","0","0","0","20401030","0","0","13","0","0","2030100","耕耘機α","1","0","3020102","20301030","0","10201050","0","210"
"14","2020100","201140","1040101","0","0","30502015","0","0","2020100","0","20201010","20201010","0","14","0","0","2020100","萬化黑鐵‧壹式","1","0","3050102","20201010","0","10401075","0","406"
"15","2040200","201150","1010201","0","0","0","0","0","0","0","0","0","0","15","0","0","2020200","公主突襲車２號","2","0","3010201","0","0","0","0","101"
"16","2010200","201160","1040201","0","0","0","0","0","0","0","0","0","0","16","0","0","2020200","深淵戰車Mk－２","2","0","3050201","0","0","0","0","405"
"17","2040200","201170","1030201","0","0","0","0","0","0","0","0","0","0","17","0","0","2040200","第二可可蘿丸","2","0","3040201","0","0","0","0","315"
"18","2020200","201180","1020201","0","0","0","0","0","0","0","0","0","0","18","0","0","2020200","冰龍加速‧二重","2","0","3020201","0","0","0","0","211"
