40764066af41b5b1b2e15b0a2d5f11502689ed468660632e9eb555d88e2dbd99,5cccb5fa8afff01e127cccf508596c81f217f504eca677436e482d870d24d06c,933f8057570937ba52970e9fc6453ebb9002c34821c4de0385752b09978c212f,4b1c52d21690e18d328b2e93188838586e85d7ec0e1ad5139e8c00bb0a365d63,e84f1d6553354201e2f7d483bbd7fa869a1d97b69fca01cce9ca0b9420d305cf,6e95a7af25fb9ac9cf4771fb6e02e9b8fd1066426e68bb866164bcc85d9701d2,1a5079c85debc466f15c8f17016791800ab5f0599c63859da16bafaf72b87b06,7160c9796ba7062f4c6123f6fc23da27052b13ffa28303cffbb2cec939261da2,edc75ffb3dd509476b287ddf9be2b2c9f81a5fe1043178d198cb74789315b3f3,077cf62c4a74382b7cd487a48edd259e92a32b0b82b78b4d83b1fa8121e591c2,50e8c889c511c56d08dfdf5c743b6a299a4ffeb5d89876a685ff27fe55a566e8,e20df3f8f317f4d37be7a6b9ea53d48685893cf351310765e696d00ebaef347d,0a0c9785e915b7f9a1ae2dfdeff3d03bac0bf40f290964a45d0dbd8d39fd0518,169dfec6c9457827dca5767304b7c5b94da274d4eb1937b3ee101e87edf66e94,5824b0ba1a5310bbdb8fea40abadee9fb4c0d3647b9d5d8a6521434afd3c020b,be0f633d097df32633dbb5a6726a87fd045a6af578820f3f83b44e13796a49a2,ebf56f2e54312439f25cc777ab160f2cc928ed14b0adccc5fa4bf500a9a9912f,ea1805ac35327acc6cda651e9e31c9b00f24946f3b1b6f33cd308b8bcc8706bc,35dd2b4b4846c02dc78c1c86d567c0ca846a4234928b4f58b4038acfa77cb07d,111139b68f330893a7cdf8e9d5b301219e7940e57b4eb12d79136f3ef2abcc8b,288d6c10b00f362c84ff19292b57d540c22c53458a861d2e24b85b36e937411c,6be4b91c504106848675d635bc78e1cdfb4cc944c151e6d19dd0bbab904bbfc1,883e3700c58880e10f2e4592dafed0363b4b416ae744f27469045d7cd4a08c7f,8495b564e131508432cedd9ea16f7845994f986aa83c5fd3c7d53dcc22646409,c2addfcc4eba299af0d19ec33c00ecbff36c4195976448601239d1509126d780,cc28ac81ee206a4363dd18777cca4277bb0440827588d0cc5f07ea2ecf5919a9,37235bca0148475362a7de4b33abeb5cd20bfb6d38b09854ac9a0eba4f60dd8b,c39fcb5093aa7c023de47da22aa66bc07360e6b1444cc068f368e34597da6837,44254037adb66dbf43332f4f2118a0e7a6ea3609e973f2403274972fe75e9ccb,da0f6c2dc3bcb4947387cb3bd619da3aebc25ac26bd74abe0bcba6025501f10a,7a861afafe8479aa539ab231808486ddd51dfec78aa28b336be03cbd6393c6b7,1a95fcf4e615313a8314e88bd6bfbe486f84d59d910117bd3eef84ee5d86d6a6,3374136e41b10d5e5d9c5e449b671dae9c9b925d5c73fe4fd431df3ec28c642c,4f60c7b15587013c25d5a6229e4276419faab5a40f2c3b9b77a084e0bc51332e,522f337571eea0ce18151145b025b68aa24d511d1f878eeeb1969e364a3cad55,7e5f848e2a9d9709c6bd60d3f84a4abdba356a6b6829a8267255e6d8b134482d,b087d6d47b06ddf66cb8d90f69899038abea53205f7c7c4af1419a71e50a787b,79642eaeb3a9cf6c742d6263eef94589bab8b16953e2e7d376292f022cc25679,7ce9b71599852d3832ea6165c5e06d583bbc648c652d1cb2a3831e42ab13dace,920b6fa65ff5912f08d593e53a6c477b3550ad3e414eaa492fcf96087ba30960,3f3de66b68fc98a48d0372f823aa458cb78b6e4c69aba20b60e7f5a8d5d14c27,149813387e33bd5c8e467d79d9ea770fdfe672bd49197f0462837bf57d4cb945,251515ecfc0a56e39215d20d80405fba660691c95e0a473a92e97591d70113f9,42de3b43d2e2849a1032af9c337e1442d8afb83e2257bddfb9ae4915a9fa0008
"650001101","120","0","8","100020","0","100014","bgm_M41","0","1","1","0","塔爾格姆地區 1-1","bgm_M41","-50","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100015","100014","bgm_M41","bgm_M41","20001","650130013","0","8","100016","1","0","0","0","-820","20001101","650001124","650130011","650130012","0","0","8"
"650001102","120","0","8","100020","0","100014","bgm_M41","0","1","2","0","塔爾格姆地區 1-2","bgm_M41","-140","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100015","100014","bgm_M41","bgm_M41","20001","650140013","0","8","100016","1","0","0","0","-710","20001102","650001125","650140011","650140012","0","0","8"
"650001103","120","0","8","100030","0","100091","bgm_M41","0","1","3","0","塔爾格姆地區 1-3","bgm_M41","0","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100092","100091","bgm_M41","bgm_M41","20001","650150013","0","8","100093","1","0","0","0","-620","20001103","650001126","650150011","650150012","0","0","8"
"650001104","120","0","8","100040","0","100041","bgm_M41","0","1","4","0","塔爾格姆地區 1-4","bgm_M41","-90","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100042","100041","bgm_M41","bgm_M41","20001","650160013","0","8","100043","1","0","0","0","-500","20001104","650001127","650160011","650160012","0","0","8"
"650001105","120","0","8","100030","0","100091","bgm_M41","0","1","5","0","塔爾格姆地區 1-5","bgm_M41","45","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100092","100091","bgm_M41","bgm_M41","20001","650170013","0","8","100093","1","0","0","0","-425","20001105","650001123","650170011","650170012","0","0","8"
"650001106","135","0","9","100010","0","100061","bgm_M41","0","1","6","0","塔爾格姆地區 1-6","bgm_M41","0","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100062","100061","bgm_M41","bgm_M41","20001","650180013","0","9","100063","1","0","0","0","-280","20001106","650001124","650180011","650180012","0","0","9"
"650001107","135","0","9","100050","0","100021","bgm_M41","0","1","7","0","塔爾格姆地區 1-7","bgm_M41","-160","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100022","100021","bgm_M41","bgm_M41","20001","650190013","0","9","100023","1","0","0","0","-220","20001107","650001125","650190011","650190012","0","0","9"
"650001108","135","0","9","100040","0","100041","bgm_M41","0","1","8","0","塔爾格姆地區 1-8","bgm_M41","-10","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100042","100041","bgm_M41","bgm_M41","20001","650200013","0","9","100043","1","0","0","0","-100","20001108","650001126","650200011","650200012","0","0","9"
"650001109","135","0","9","100020","0","100014","bgm_M41","0","1","9","0","塔爾格姆地區 1-9","bgm_M41","30","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100015","100014","bgm_M41","bgm_M41","20001","650210013","0","9","100016","1","0","0","0","30","20001109","650001127","650210011","650210012","0","0","9"
"650001110","135","0","9","100030","0","100091","bgm_M41","0","1","10","0","塔爾格姆地區 1-10","bgm_M41","-80","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100092","100091","bgm_M41","bgm_M41","20001","650220013","0","9","100093","1","0","0","0","140","20001110","650001122","650220011","650220012","0","0","9"
"650001111","150","0","10","100070","0","100101","bgm_M41","0","1","11","0","塔爾格姆地區 1-11","bgm_M41","61","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100102","100101","bgm_M41","bgm_M41","20001","650230013","0","10","100103","1","0","0","0","260","20001111","650001124","650230011","650230012","0","0","10"
"650001112","150","0","10","100010","0","100061","bgm_M41","0","1","12","0","塔爾格姆地區 1-12","bgm_M41","-96","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100062","100061","bgm_M41","bgm_M41","20001","650240013","0","10","100063","1","0","0","0","345","20001112","650001125","650240011","650240012","0","0","10"
"650001113","150","0","10","100040","0","100041","bgm_M41","0","1","13","0","塔爾格姆地區 1-13","bgm_M41","20","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100042","100041","bgm_M41","bgm_M41","20001","650250013","0","10","100043","1","0","0","0","470","20001113","650001126","650250011","650250012","0","0","10"
"650001114","150","0","10","100030","0","100091","bgm_M41","0","1","14","0","塔爾格姆地區 1-14","bgm_M41","-100","0","0","20001101","0","90","0","bgm_M41","bgm_M41","100092","100091","bgm_M41","bgm_M41","20001","650260013","0","10","100093","1","0","0","0","570","20001114","650001127","650260011","650260012","0","0","10"
