0cb2b0540731532c2fa9fd44294209e66d96e2a7d632336dc758e30fbdc2ee3f,753fc7cd8852699799a049b6b41db9070e0cec69a9366b7937d11aaee29db2dc,a05547fc62428645f623170bb3c840c2bdb13e62877f7ef60c6bd9606029662c,33e770f848fe4563023133b7afdcdd9d3c42a4c9870a668b6545a4e4b17d3f0b,088604cefb985a37d18d9f8f9a3db006aca56543db4565c2cf57c7074052b1cc,d5261d8d51194e1e8ade2209f73de444e5b4b7b234d374810466c9c942a821eb,eb0a0cc5d0c5a3624dbb448efba4bcd3e24e3c3cc49145d7611662676b727aa1,1c72b61d03ccd9324940ec39e131f4c5726fdcebbf2fa91fea299cf02b61f7f4,96154ebabf635bf2722c39226bb250b7ab92d21be0199c5179f2209ddfe90fd8,9aed791e32d1f557adc2b3479e9aadaa7ffcfef5267f97e2d1d3c89efe4840a8,524024cb84d28a9a2cee34b629ade7aa636a27efd40529064923a990b2cdf45b,577a031c4b6ef33fc8014d4c3ba73f4b63eeaf627bb326ee90b162cca399e03f,5880f17e5cd1df888ea455adfca082c9f2d6131ea3ac63874b297c23cd6f702f,6cbe3790cde9872fa69c009129fc73353885074affaf40ea0c80faae9ce25239,24180b2c2b1df4552df377dc89c71b71902e7075c6d60f8f04489803955730eb
"-363","2099/12/17 14:59:59","1","1","0","106001","0","1","2015/12/17 15:00:00","凱留","0","偶爾參加共鬥\n好像也不錯吼？\n我也助你一臂之力吧。","7","7001","0"
"-363","2099/12/17 14:59:59","1","1","0","105901","0","1","2015/12/17 15:00:00","可可蘿","0","似乎可以和許多人\n協力戰鬥呢。\n要是主人的話，\n想必能夠非常活躍吧。","7","7002","0"
"-363","2099/12/17 14:59:59","1","1","0","105801","0","1","2015/12/17 15:00:00","貪吃佩可","0","和許多人一起\n共同戰鬥！\n一起加油吧☆　","7","7003","0"
"-363","2099/12/17 14:59:59","1","1","0","106001","0","1","2015/12/17 15:00:00","凱留","0","寶石要好好想清楚\n再使用哦！\n別亂花喔！","10","10001","0"
"-363","2099/12/17 14:59:59","1","1","0","105901","0","1","2015/12/17 15:00:00","可可蘿","0","用主人的寶石\n可以買到各種貴重的物品\n雖然如此，浪費還是\n『壞壞』呦。","10","10002","0"
"-363","2099/12/17 14:59:59","1","1","0","105801","0","1","2015/12/17 15:00:00","貪吃佩可","0","用寶石可以換食物…\n不對，是換貴重物品啦！","10","10003","0"
"-416.5","2099/12/17 14:59:59","1","1","0","105801","0","1","2015/12/17 15:00:00","貪吃佩可","0","達到特定條件的話\n可以得到報酬喔！\n一起加油吧♪　","12","12001","0"
"-363","2099/12/17 14:59:59","1","1","0","106001","0","1","2015/12/17 15:00:00","凱留","0","雖然經歷了各種事，\n回頭一看，\n感覺卻挺不賴吶？","13","13001","0"
"-363","2099/12/17 14:59:59","1","1","0","105901","0","1","2015/12/17 15:00:00","可可蘿","0","和主人度過的快樂每一天……\n到這裡可以隨意\n想回想幾次就回想幾次♪　","13","13002","0"
"-363","2099/12/17 14:59:59","1","1","0","105801","0","1","2015/12/17 15:00:00","貪吃佩可","0","看到你有很多\n和女生共度的回憶哦！\n嗚呼嗚呼♪\n你很受歡迎呢☆","13","13003","0"
"-363","2099/12/17 14:59:59","1","1","0","106001","0","1","2015/12/17 15:00:00","凱留","0","攻略冒險的話，\n聽說就能得到道具\n能拿的東西，\n我們就要拿到！","14","14001","0"
"-363","2099/12/17 14:59:59","1","1","0","105901","0","1","2015/12/17 15:00:00","可可蘿","0","這是可以獲得培育\n所需的道具的冒險。\n為了主人，在下\n一定會變強的呦","14","14002","0"
"-363","2099/12/17 14:59:59","1","1","0","105801","0","1","2015/12/17 15:00:00","貪吃佩可","0","攻略這個冒險的話，\n可以得到道具哦\n蒐集許多道具，變得\n越來越強吧！","14","14003","0"
"-470","2099/12/17 14:59:59","1","1","0","105901","0","1","2015/12/17 15:00:00","可可蘿","0","主人，做好行前準備\n一起完成充實的冒險吧。","15","15001","0"
"-363","2099/12/17 14:59:59","1","1","0","106001","0","1","2015/12/17 15:00:00","凱留","0","似乎可以加入戰隊哦\n機會難得，加入看看吧？\n好像挺好玩的哦♪","16","16001","0"
"-363","2099/12/17 14:59:59","1","1","0","105901","0","1","2015/12/17 15:00:00","可可蘿","0","在這裡可以加入戰隊，\n有很多厲害的戰隊，\n真令人目不暇給。","16","16002","0"
"-363","2099/12/17 14:59:59","1","1","0","105801","0","1","2015/12/17 15:00:00","貪吃佩可","0","要加入戰隊看看嗎？\n和大家一起冒險\n非常開心哦！","16","16003","0"
"-363","2099/12/17 14:59:59","1","1","0","105901","0","1","2015/12/17 15:00:00","可可蘿","0"," 在這邊可以回顧\n與同伴一同參加戰隊競賽時\n大顯身手的樣子。","17","17002","0"
