6cbe3790cde9872fa69c009129fc73353885074affaf40ea0c80faae9ce25239,577a031c4b6ef33fc8014d4c3ba73f4b63eeaf627bb326ee90b162cca399e03f,5880f17e5cd1df888ea455adfca082c9f2d6131ea3ac63874b297c23cd6f702f,96154ebabf635bf2722c39226bb250b7ab92d21be0199c5179f2209ddfe90fd8,088604cefb985a37d18d9f8f9a3db006aca56543db4565c2cf57c7074052b1cc,33e770f848fe4563023133b7afdcdd9d3c42a4c9870a668b6545a4e4b17d3f0b,d5261d8d51194e1e8ade2209f73de444e5b4b7b234d374810466c9c942a821eb,24180b2c2b1df4552df377dc89c71b71902e7075c6d60f8f04489803955730eb,1c72b61d03ccd9324940ec39e131f4c5726fdcebbf2fa91fea299cf02b61f7f4,a05547fc62428645f623170bb3c840c2bdb13e62877f7ef60c6bd9606029662c,eb0a0cc5d0c5a3624dbb448efba4bcd3e24e3c3cc49145d7611662676b727aa1,524024cb84d28a9a2cee34b629ade7aa636a27efd40529064923a990b2cdf45b,0cb2b0540731532c2fa9fd44294209e66d96e2a7d632336dc758e30fbdc2ee3f,9aed791e32d1f557adc2b3479e9aadaa7ffcfef5267f97e2d1d3c89efe4840a8,753fc7cd8852699799a049b6b41db9070e0cec69a9366b7937d11aaee29db2dc
"7001","偶爾參加共鬥\n好像也不錯吼？\n我也助你一臂之力吧。","7","2015/12/17 15:00:00","0","1","106001","0","1","1","0","0","-363","凱留","2099/12/17 14:59:59"
"7002","似乎可以和許多人\n協力戰鬥呢。\n要是主人的話，\n想必能夠非常活躍吧。","7","2015/12/17 15:00:00","0","1","105901","0","1","1","0","0","-363","可可蘿","2099/12/17 14:59:59"
"7003","和許多人一起\n共同戰鬥！\n一起加油吧☆　","7","2015/12/17 15:00:00","0","1","105801","0","1","1","0","0","-363","貪吃佩可","2099/12/17 14:59:59"
"10001","寶石要好好想清楚\n再使用哦！\n別亂花喔！","10","2015/12/17 15:00:00","0","1","106001","0","1","1","0","0","-363","凱留","2099/12/17 14:59:59"
"10002","用主人的寶石\n可以買到各種貴重的物品\n雖然如此，浪費還是\n『壞壞』呦。","10","2015/12/17 15:00:00","0","1","105901","0","1","1","0","0","-363","可可蘿","2099/12/17 14:59:59"
"10003","用寶石可以換食物…\n不對，是換貴重物品啦！","10","2015/12/17 15:00:00","0","1","105801","0","1","1","0","0","-363","貪吃佩可","2099/12/17 14:59:59"
"12001","達到特定條件的話\n可以得到報酬喔！\n一起加油吧♪　","12","2015/12/17 15:00:00","0","1","105801","0","1","1","0","0","-416.5","貪吃佩可","2099/12/17 14:59:59"
"13001","雖然經歷了各種事，\n回頭一看，\n感覺卻挺不賴吶？","13","2015/12/17 15:00:00","0","1","106001","0","1","1","0","0","-363","凱留","2099/12/17 14:59:59"
"13002","和主人度過的快樂每一天……\n到這裡可以隨意\n想回想幾次就回想幾次♪　","13","2015/12/17 15:00:00","0","1","105901","0","1","1","0","0","-363","可可蘿","2099/12/17 14:59:59"
"13003","看到你有很多\n和女生共度的回憶哦！\n嗚呼嗚呼♪\n你很受歡迎呢☆","13","2015/12/17 15:00:00","0","1","105801","0","1","1","0","0","-363","貪吃佩可","2099/12/17 14:59:59"
