4da1d6692e735a2003c01006f09ecdc329d483636f8d45906b3adb267de4fcfb,c2cd76ab37aa6101eb9c3a6c172800bf5a019db9382ff7eca82e1135bf9760e5,a73a699215d5d5552ac9b73ad71f576f0ded209f153c199e948a09dde86ba397,3d98c7732c0e71c485b3f78eaea925072a40a369078c9fb5ce5983ec1a28c371,b89e5387b431e6c318d07b096c3b1f10e08b45a108f9061dbe69375e7ee34e17,f65eebab3c471689cae333bbd2b6bf3901053d2383ec911f3f3d5fbc52ae8515,b3ff9a046a050589e4dca65b30ba35ad9e85ed4dd7028cf3ddf63331bd7b9072,8be840a4ff19753eff8228bcdaeccc82296cc4b581c868314c6115bcb057d792,a77ff58838bf407861b93308763cd553b6221aebf7868514a829934f63ff4604,0c5f017028ff86d151610a88eb7317dc3b82f2be0f38cde50eb410472260d596,b3243ff8b3a76bbab22679c0382dfc1124b6e00b16eace7b136ba4168497ef87,a49b47b83f48f262e9c6d9cdbd334f2467d3302326b152ab4bab5b4c9241b9de,65df634636e52f6619e2007bb57e30ec240b96d69ff1d3bbe66e4d8dab07c087,ff3196b3a5103f81e6e2d3fa9a84a2d5bf1de01be343fc0eb47389764becabe1,a0b5367e4758ef714216e4275145fa02c41d294fd1a68b01b3e06c3eed10e38c,a9f3f1d3bd2ce2c510d329ba61ad92514319442bcc3890aa730dd05e978e91ce,d6ad8154b8d3fea8ed345142d4ddd1141d9aa2b3d2824f368031ae45b243b42d,d2e0f129edb60622f3a008e4d00353b7766f968147ca8344484a5c32b25b9d36
"0","0","0","91002","10","0","0","8","1","0","1","0","0","0","500","0","0","0"
"0","0","0","91002","100","0","0","8","2","0","11","0","0","0","50","0","0","0"
"0","0","0","91002","200","0","0","8","3","0","101","0","0","0","30","0","0","0"
"0","0","0","91002","500","0","0","8","4","0","201","0","0","0","10","0","0","0"
"0","0","0","91002","1000","0","0","8","5","0","501","0","0","0","5","0","0","0"
"0","0","0","91002","2000","0","0","8","6","0","1001","0","0","0","3","0","0","0"
"0","0","0","91002","4000","0","0","8","7","0","2001","0","0","0","2","0","0","0"
"0","0","0","91002","7999","0","0","8","8","0","4001","0","0","0","1","0","0","0"
"0","0","0","91002","8000","0","0","8","9","0","8000","0","0","0","30","0","0","0"
"0","0","0","91002","8100","0","0","8","10","0","8100","0","0","0","30","0","0","0"
"0","0","0","91002","8200","0","0","8","11","0","8200","0","0","0","30","0","0","0"
"0","0","0","91002","8300","0","0","8","12","0","8300","0","0","0","30","0","0","0"
"0","0","0","91002","8400","0","0","8","13","0","8400","0","0","0","30","0","0","0"
"0","0","0","91002","8500","0","0","8","14","0","8500","0","0","0","30","0","0","0"
"0","0","0","91002","8600","0","0","8","15","0","8600","0","0","0","30","0","0","0"
"0","0","0","91002","8700","0","0","8","16","0","8700","0","0","0","30","0","0","0"
"0","0","0","91002","8800","0","0","8","17","0","8800","0","0","0","30","0","0","0"
"0","0","0","91002","8900","0","0","8","18","0","8900","0","0","0","30","0","0","0"
"0","0","0","91002","9000","0","0","8","19","0","9000","0","0","0","30","0","0","0"
