6409db14435e5f0568c98ebdd536d0cc39edf09963faa686d4c7d35bd5d8847d,6e139734340d0fcc6645aa327e81ec4a6f33240c341e430cb1c9ced66a75aa21,799c436a4fabba81e6280d6535928b447cb9e416158193ad4668fc821e169851,9c2781a21a3204881bfec6350815173b667a17a86087c1943051a36cb3cfc2dc,bc185ae3b1b76433e0a34784ada10008bdcfc9c44c428d30f53c91ff18bc3910,898897c5021b78ac87351cec9949d77f52de7a20f3551d9898ec2b9bb7cf8370,78f82d13ce2c6443536701e4a9da7648c3d60fcc7242056df3dda3d15fe572d6,5a8fc4cc3fe1ad0b342d11b94f07af2c12b1bf11ac499d53ab2e3977d2d78cd4,6c00aab023822c183931068bd16b88be318c4f0bbdabcb471052bfcf6ab27f5e,be0d69e972b5c0f2f878068e4b301e5d96531d05ad670a041ba3a06593230652,817aeb429c7ad1fd74899112a46f2936031652e1866d37effc8072c2a7beadfb,1597102f7e5113ed8aaa417743e68b05cd4bda4c93d46f3c295b0235fa9b1f8b,0365a5465c65997a52780b54e0bde8149bc8221e9a37271d36ddab778dc279fa,6360668ac0d81157ba770e645be0bc0f7637fd7d6eb5f8729cb4c831f15f9090,3420d32edc1803bf90668bad8adcb3d43dcd2b4f095492f4e806c3836879bc66,c934374b8c0723f1f30e9784c3b4d61402a6d3562b82e557da50028e71b35e74,44c52ce5bd2e7d19cd13fdb34c0d09aeb9848d59e3bc89f4f12b35ce0ad5fae4,7247343ba9e00655eace0734c57a5a9b62592a5c99a48fe70947003d2e6fb2b5,81cd9cdeff561a6436171a0cc41cec9734ab1ea6cc7b814b006a5d390eca2c97,07c3d56bb1fea232421d6589f38ef8f2879676005c2399f3ebc424fd8bfbfb01,27c17e0cf4ca025c89c220b599b699f06613f00eb99d4fe75ec21043aa6e918c,e950f9465ae183969e087631a6c33e356e5dfd2598b8fe9fc2148d53023dfc39,f33548f5391511b0f5bcd66a156dce2bba426f61e06fbfa9468a1585ea8208da,6bf5640abdf5ccb5f077a4c7356f4c268458d1447d33d2c73f799456c659d4a4,0596b6453cb315f482f146e9f089e0d9fecb1ab3841eb71d051a6b9038336875,aafae1febbf4e55b6aa422db62a728e38f6c821914a9f5923b7ac0b81e593fc7,637d8e1de593d0ae7c6ae7c086b85a80a02a18d65bb57e7c376f351f6b53a233,2b3ac98c389228cb7bfc1193d3794a415430b53b1d22900bb96f6c723e1e6803,e6a326c5a11eab534fd1720cd7b6e34970576218b711c848bdec70169acd6f5e,c796323c895c97cfcb27295b942b907b276dc77fe1742beaba1af52165da688e,8adbdf579960e66b05e7f849fd3eb678f7367ff0b4945295ae65820461710463,02811c50d08537e3d02c59046ace690ce935938023adcbca0e5d7998cde9976f,39b3bdc1d1be83f7ba2c48cbbb3bb844019fb15b263d992b15a17db7238268db,075c9beca8d66caac4cbde3ebc0258bca58d3a05c345274871d7ad24ddacf325,ffffc4e32f52838434c6edf9019cfe031281d2461e83f0ca6a6a2fbe5d16ef36,9c54a260ff88c2097cd46433e3ba19e5d8ddb0fdec08f51a4cb54a3a6fac8c75,49251de4379c1bdbea36b696e863bd29b5dc87251c5433580fc3d394262c6a34,9aa3cbf40ba9129831e1cf9359e1ed3c19dd8a4de8d645b847c84802851473f4,56b480be29fa579caa2f1b36e0db53b60ccdc29070da469e5e7a0ebc3813566d,6a7d659cbb3197e4b9bf673134b9fc9981eb69e77c446a33f7690008c2601b97,36c2eabab6dfc268a907f993640d54ba45de74371ce8e21a3e4486804f54a015,f3b60ec16ffe9455727e9364dd2485c2878e94c31524d5287f5505439bd99d38,5be13921c82a86e89be65fec7645d32f0df774fe22dbc9d5dc4f3b151f5c0e5c,7c9b2caa714f0c1abf40789372e70b284cf2458c93ef672f8fdb78d145be2b3f
"0","bgm_M41","bgm_M41","0","0","650001124","bgm_M41","0","100015","0","90","0","8","650130012","1","0","100016","-820","1","650130013","650001101","bgm_M41","0","0","20001101","-50","8","8","bgm_M41","0","650130011","20001101","0","120","塔爾格姆地區 1-1","100014","100020","0","100014","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001125","bgm_M41","0","100015","0","90","0","8","650140012","2","0","100016","-710","1","650140013","650001102","bgm_M41","0","0","20001102","-140","8","8","bgm_M41","0","650140011","20001101","0","120","塔爾格姆地區 1-2","100014","100020","0","100014","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001126","bgm_M41","0","100092","0","90","0","8","650150012","3","0","100093","-620","1","650150013","650001103","bgm_M41","0","0","20001103","0","8","8","bgm_M41","0","650150011","20001101","0","120","塔爾格姆地區 1-3","100091","100030","0","100091","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001127","bgm_M41","0","100042","0","90","0","8","650160012","4","0","100043","-500","1","650160013","650001104","bgm_M41","0","0","20001104","-90","8","8","bgm_M41","0","650160011","20001101","0","120","塔爾格姆地區 1-4","100041","100040","0","100041","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001123","bgm_M41","0","100092","0","90","0","8","650170012","5","0","100093","-425","1","650170013","650001105","bgm_M41","0","0","20001105","45","8","8","bgm_M41","0","650170011","20001101","0","120","塔爾格姆地區 1-5","100091","100030","0","100091","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001124","bgm_M41","0","100062","0","90","0","9","650180012","6","0","100063","-280","1","650180013","650001106","bgm_M41","0","0","20001106","0","9","9","bgm_M41","0","650180011","20001101","0","135","塔爾格姆地區 1-6","100061","100010","0","100061","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001125","bgm_M41","0","100022","0","90","0","9","650190012","7","0","100023","-220","1","650190013","650001107","bgm_M41","0","0","20001107","-160","9","9","bgm_M41","0","650190011","20001101","0","135","塔爾格姆地區 1-7","100021","100050","0","100021","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001126","bgm_M41","0","100042","0","90","0","9","650200012","8","0","100043","-100","1","650200013","650001108","bgm_M41","0","0","20001108","-10","9","9","bgm_M41","0","650200011","20001101","0","135","塔爾格姆地區 1-8","100041","100040","0","100041","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001127","bgm_M41","0","100015","0","90","0","9","650210012","9","0","100016","30","1","650210013","650001109","bgm_M41","0","0","20001109","30","9","9","bgm_M41","0","650210011","20001101","0","135","塔爾格姆地區 1-9","100014","100020","0","100014","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001122","bgm_M41","0","100092","0","90","0","9","650220012","10","0","100093","140","1","650220013","650001110","bgm_M41","0","0","20001110","-80","9","9","bgm_M41","0","650220011","20001101","0","135","塔爾格姆地區 1-10","100091","100030","0","100091","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001124","bgm_M41","0","100102","0","90","0","10","650230012","11","0","100103","260","1","650230013","650001111","bgm_M41","0","0","20001111","61","10","10","bgm_M41","0","650230011","20001101","0","150","塔爾格姆地區 1-11","100101","100070","0","100101","bgm_M41","0","1","20001","0"
"0","bgm_M41","bgm_M41","0","0","650001125","bgm_M41","0","100062","0","90","0","10","650240012","12","0","100063","345","1","650240013","650001112","bgm_M41","0","0","20001112","-96","10","10","bgm_M41","0","650240011","20001101","0","150","塔爾格姆地區 1-12","100061","100010","0","100061","bgm_M41","0","1","20001","0"
