d5f4ebf96b48dec259a593c76272080ea579aef895a1972a057fb6fa5920aa3f,90aca92e9100996143b6da79901fb02ac538129bc03285847aa76eb15da085b4,a39c6d8dbaa0b29b35f279d1151a4ea87bec170821651d6f0746e5ca79e86272,d00d1170c2d45860fe7716b2e489b81e87275e798eb6f0cd1b3b90a690a9ebdd,62603637b155b04fa2fae6435d7ea38c21c00d2fce247cbd16d768f6916e76f9,fcb9df9e120088b1fa259b49d534536706db50fb43bab09764b0fe65733e1ad3,ea6e4a0d9ac678bef1f119c4867a7b0711ae5f1b81523f8ff3336b046a67f87b,6f68c1bc6a65b11fae3dfcb854fdb00e158e411b089d948fdab3eb28dec9e5a7,615ce7bf2e34ec11e150c6bd0670890151016f2687a5e0fbaeab41ca38198ebc,b5598d97f9237df7323fae24a5a9e109e776015d1f95d68bee6c780f71357186,7e6ce5f5858947f01734327343db5f87131ccb4b23ad5ecbfa512bfb93b58887,c5b58467a5ee6bec1e3d6853329ebe6c5c974dfeaf7812067f298ea03dcffb11,d02d77548c42ef736c3bbc6602cfefbbdda8d6dcf7ba5760f99c3f1db73db944,f7f6bf21677981f8b93d10f95c4ab62350b1c269ae0c2d59a5119b5c7460080d,c3a8b7c379f378e3280d6478343cc2877e635981088efce0de546d6f89275dcc,2ea8a82a3907406949660830f7767e7025a3ac3cb1766c881c23b5821b1e38c7,bc5e2d714ca5462aa22e911d9663e4a22c26fe20dd357d0b2a11b0a63820a238,12c6a3f1716fd6c99db85686c8d68b8e2426bf48f9c2fe1b98c69d0311d757ee,1a76272bbb35ce5d338403940e24a432b78f406377573c1cc9afb028d4339396,efaa22f2b2741c1db791a3e32b27816b6623c3fd45a913cc0974b61f8cab06da
"10000","0","0","0","0","100","0","0","0","0","1","0","0","0","12","10153","1","讓信賴度達到100吧","0","94002"
"25000","0","0","0","0","200","0","0","0","0","1","0","0","0","12","10153","2","讓信賴度達到200吧","0","94002"
"50","0","0","0","0","500","0","0","0","0","1","0","0","0","8","10153","3","讓信賴度達到500吧","0","91002"
"50000","0","0","0","0","800","0","0","0","0","1","0","0","0","12","10153","4","讓信賴度達到800吧","0","94002"
"100","0","0","0","0","1000","0","0","0","0","1","0","0","0","8","10153","5","讓信賴度達到MAX吧","0","91002"
"10000","0","0","0","0","100","0","0","0","0","2","0","0","0","12","10153","6","讓信賴度達到100吧","0","94002"
"25000","0","0","0","0","200","0","0","0","0","2","0","0","0","12","10153","7","讓信賴度達到200吧","0","94002"
"50","0","0","0","0","500","0","0","0","0","2","0","0","0","8","10153","8","讓信賴度達到500吧","0","91002"
"50000","0","0","0","0","800","0","0","0","0","2","0","0","0","12","10153","9","讓信賴度達到800吧","0","94002"
"100","0","0","0","0","1000","0","0","0","0","2","0","0","0","8","10153","10","讓信賴度達到MAX吧","0","91002"
"10000","0","0","0","0","100","0","0","0","0","3","0","0","0","12","10153","11","讓信賴度達到100吧","0","94002"
"25000","0","0","0","0","200","0","0","0","0","3","0","0","0","12","10153","12","讓信賴度達到200吧","0","94002"
"50","0","0","0","0","500","0","0","0","0","3","0","0","0","8","10153","13","讓信賴度達到500吧","0","91002"
"50000","0","0","0","0","800","0","0","0","0","3","0","0","0","12","10153","14","讓信賴度達到800吧","0","94002"
"100","0","0","0","0","1000","0","0","0","0","3","0","0","0","8","10153","15","讓信賴度達到MAX吧","0","91002"
"15000","0","0","0","0","100","0","0","0","0","1","0","0","0","12","20015","1001901","讓信賴度達到100吧","0","94002"
"37500","0","0","0","0","200","0","0","0","0","1","0","0","0","12","20015","1001902","讓信賴度達到200吧","0","94002"
"75","0","0","0","0","500","0","0","0","0","1","0","0","0","8","20015","1001903","讓信賴度達到500吧","0","91002"
"75000","0","0","0","0","800","0","0","0","0","1","0","0","0","12","20015","1001904","讓信賴度達到800吧","0","94002"
"150","0","0","0","0","1000","0","0","0","0","1","0","0","0","8","20015","1001905","讓信賴度達到MAX吧","0","91002"
"15000","0","0","0","0","100","0","0","0","0","2","0","0","0","12","20015","1001906","讓信賴度達到100吧","0","94002"
