228ef110048b7c280abbe032ea94498d455a69b7436b72edb161b641ec4941d6,93566ef72ed673cd999a52b0141471abf22eaa7f5d9d81e576a7dde44bb7ac37,4fc25830eb0c6cb9366b29f4c93888e7a7246122afa51a7255733869cc501634,fdc378882a161a702a2675ea5ac8e24ecbd6f433d2d6b267e8d9e6a8a815111e,1d8b365cac1850ecff210388d5438d08442e69617bae02202a5799cbbb4493a2,0626ce863b35dee916041233f93f434ddd7ff1c460a3168179a266dc3fa1fa5b,039a2d5540f1d8fb4a3da953b38a0f206320c6c93065178ec221ed2c48d05d7d,45826e19b779fb1d84d51634f264ce60c058cc6e29cf412d01d6387d811ff343,589f573b3040727a8969d47711138d6e9d2b3ef34f774b8740ddc4bbe7ac302e,f492c82b285e6fce636f4dbb70ead4f7d6ba1a05de7cd0ee5b74e6f51e71814f,1fc2d3f7248b5b1d8e24a68354eee93b2e4f118898acbcc0ef4cc6ede3ac44a9,f5ac76d77b6397093c45e939cd9502c5b3e32f648b21850e6e1716df31f113b6,cac1d00fdde3dabdac7e2e40c7eec798919ba27a757a6749ecf6bdfd85d61a08,408780927b88e4ce0c5121fbcefeb76a4fb7e6e4a660ecd03018aa8b69157d39,f980f48222259ba9e97d4d9779fdb3a3bd353f115aa79d486fd5cc18702f3801,a571e6b540777bc7252fd9a6a9898d74fe0446320399601e771223e5867c8b46,88b6d42d798675ae157f7247f47b46757daf519fec145bd261e142b29b36c85c,95db5e3aaf497a4f467919d058dae1343fc4e11e1befc3ff7b30aa9b8b854987,db1eace372bde4a7de87ac9bcfba7aa1804c6d9e6733f71922f85e260d39b2b0
"92407","200","25021","abyss_reward_icon_masterpieces_piece","1000","25015","0","2","10","1000","2","25102","2","1000000000","0","0","240701","25014","2"
"92407","1000","25011","abyss_reward_icon_astralshard","1000","25013","0","2","300","1000","2","25021","2","2000000000","0","0","240702","25012","2"
"92407","500","25021","abyss_reward_icon_masterpieces_piece","1000","25015","0","2","10","1000","2","25102","2","3000000000","0","0","240703","25014","2"
"92407","1000","25011","abyss_reward_icon_astralshard","1000","25013","0","2","500","1000","2","25021","2","4000000000","0","0","240704","25012","2"
"92407","1000","25021","abyss_reward_icon_masterpieces_piece","1000","25015","0","2","10","1000","2","25102","2","5000000000","0","0","240705","25014","2"
"92407","1000","25011","abyss_reward_icon_astralshard","1000","25013","0","2","1000","1000","2","25021","2","6000000000","0","0","240706","25012","2"
"92407","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25015","0","2","10","3000","2","25102","2","7000000000","0","0","240707","25014","2"
"92407","3000","25011","abyss_reward_icon_astralshard","3000","25013","0","2","1000","3000","2","25021","2","8000000000","0","0","240708","25012","2"
"92407","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25015","0","2","10","3000","2","25102","2","9000000000","0","0","240709","25014","2"
"92407","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25012","0","2","10","3000","2","25102","2","10000000000","0","0","240710","25011","2"
"92407","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25015","0","2","10","3000","2","25102","2","12000000000","0","0","240711","25013","2"
"92407","3000","25011","abyss_reward_icon_astralshard","3000","25014","0","2","1000","3000","2","25021","2","16000000000","0","0","240712","25012","2"
"92407","3000","25013","abyss_reward_icon_astralshard","3000","25015","0","2","1000","3000","2","25021","2","20000000000","0","0","240713","25014","2"
"92407","3000","25011","abyss_reward_icon_astralshard","3000","25013","0","2","1000","3000","2","25021","2","25000000000","0","0","240714","25012","2"
"92407","0","0","abyss_reward_icon_hiseki","0","0","0","0","10","0","2","90005","0","30000000000","0","0","240715","0","0"
"92407","0","0","abyss_reward_icon_hiseki","0","0","0","0","20","0","2","90005","0","35000000000","0","0","240716","0","0"
"92407","0","0","abyss_reward_icon_hiseki","0","0","0","0","30","0","2","90005","0","40000000000","0","0","240717","0","0"
"92407","0","0","abyss_reward_icon_hiseki","0","0","0","0","50","0","2","90005","0","50000000000","0","0","240718","0","0"
"92408","200","25021","abyss_reward_icon_masterpieces_piece","1000","25015","0","2","10","1000","2","25102","2","1000000000","0","0","240801","25014","2"
"92408","1000","25011","abyss_reward_icon_astralshard","1000","25013","0","2","300","1000","2","25021","2","2000000000","0","0","240802","25012","2"
"92408","500","25021","abyss_reward_icon_masterpieces_piece","1000","25015","0","2","10","1000","2","25102","2","3000000000","0","0","240803","25014","2"
"92408","1000","25011","abyss_reward_icon_astralshard","1000","25013","0","2","500","1000","2","25021","2","4000000000","0","0","240804","25012","2"
"92408","1000","25021","abyss_reward_icon_masterpieces_piece","1000","25015","0","2","10","1000","2","25102","2","5000000000","0","0","240805","25014","2"
"92408","1000","25011","abyss_reward_icon_astralshard","1000","25013","0","2","1000","1000","2","25021","2","6000000000","0","0","240806","25012","2"
"92408","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25015","0","2","10","3000","2","25102","2","7000000000","0","0","240807","25014","2"
"92408","3000","25011","abyss_reward_icon_astralshard","3000","25013","0","2","1000","3000","2","25021","2","8000000000","0","0","240808","25012","2"
"92408","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25015","0","2","10","3000","2","25102","2","9000000000","0","0","240809","25014","2"
"92408","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25012","0","2","10","3000","2","25102","2","10000000000","0","0","240810","25011","2"
"92408","1000","25021","abyss_reward_icon_masterpieces_piece","3000","25015","0","2","10","3000","2","25102","2","12000000000","0","0","240811","25013","2"
"92408","3000","25011","abyss_reward_icon_astralshard","3000","25014","0","2","1000","3000","2","25021","2","16000000000","0","0","240812","25012","2"
"92408","3000","25013","abyss_reward_icon_astralshard","3000","25015","0","2","1000","3000","2","25021","2","20000000000","0","0","240813","25014","2"
"92408","3000","25011","abyss_reward_icon_astralshard","3000","25013","0","2","1000","3000","2","25021","2","25000000000","0","0","240814","25012","2"
"92408","0","0","abyss_reward_icon_hiseki","0","0","0","0","10","0","2","90005","0","30000000000","0","0","240815","0","0"
