0626ce863b35dee916041233f93f434ddd7ff1c460a3168179a266dc3fa1fa5b,95db5e3aaf497a4f467919d058dae1343fc4e11e1befc3ff7b30aa9b8b854987,93566ef72ed673cd999a52b0141471abf22eaa7f5d9d81e576a7dde44bb7ac37,228ef110048b7c280abbe032ea94498d455a69b7436b72edb161b641ec4941d6,4fc25830eb0c6cb9366b29f4c93888e7a7246122afa51a7255733869cc501634,589f573b3040727a8969d47711138d6e9d2b3ef34f774b8740ddc4bbe7ac302e,f980f48222259ba9e97d4d9779fdb3a3bd353f115aa79d486fd5cc18702f3801,1d8b365cac1850ecff210388d5438d08442e69617bae02202a5799cbbb4493a2,a571e6b540777bc7252fd9a6a9898d74fe0446320399601e771223e5867c8b46,408780927b88e4ce0c5121fbcefeb76a4fb7e6e4a660ecd03018aa8b69157d39,f492c82b285e6fce636f4dbb70ead4f7d6ba1a05de7cd0ee5b74e6f51e71814f,039a2d5540f1d8fb4a3da953b38a0f206320c6c93065178ec221ed2c48d05d7d,1fc2d3f7248b5b1d8e24a68354eee93b2e4f118898acbcc0ef4cc6ede3ac44a9,45826e19b779fb1d84d51634f264ce60c058cc6e29cf412d01d6387d811ff343,88b6d42d798675ae157f7247f47b46757daf519fec145bd261e142b29b36c85c,db1eace372bde4a7de87ac9bcfba7aa1804c6d9e6733f71922f85e260d39b2b0,f5ac76d77b6397093c45e939cd9502c5b3e32f648b21850e6e1716df31f113b6,cac1d00fdde3dabdac7e2e40c7eec798919ba27a757a6749ecf6bdfd85d61a08,fdc378882a161a702a2675ea5ac8e24ecbd6f433d2d6b267e8d9e6a8a815111e
"25015","25014","200","92407","25021","10","0","1000","0","1000000000","1000","0","2","2","240701","2","25102","2","abyss_reward_icon_masterpieces_piece"
"25013","25012","1000","92407","25011","300","0","1000","0","2000000000","1000","0","2","2","240702","2","25021","2","abyss_reward_icon_astralshard"
"25015","25014","500","92407","25021","10","0","1000","0","3000000000","1000","0","2","2","240703","2","25102","2","abyss_reward_icon_masterpieces_piece"
"25013","25012","1000","92407","25011","500","0","1000","0","4000000000","1000","0","2","2","240704","2","25021","2","abyss_reward_icon_astralshard"
"25015","25014","1000","92407","25021","10","0","1000","0","5000000000","1000","0","2","2","240705","2","25102","2","abyss_reward_icon_masterpieces_piece"
"25013","25012","1000","92407","25011","1000","0","1000","0","6000000000","1000","0","2","2","240706","2","25021","2","abyss_reward_icon_astralshard"
"25015","25014","1000","92407","25021","10","0","3000","0","7000000000","3000","0","2","2","240707","2","25102","2","abyss_reward_icon_masterpieces_piece"
"25013","25012","3000","92407","25011","1000","0","3000","0","8000000000","3000","0","2","2","240708","2","25021","2","abyss_reward_icon_astralshard"
"25015","25014","1000","92407","25021","10","0","3000","0","9000000000","3000","0","2","2","240709","2","25102","2","abyss_reward_icon_masterpieces_piece"
"25012","25011","1000","92407","25021","10","0","3000","0","10000000000","3000","0","2","2","240710","2","25102","2","abyss_reward_icon_masterpieces_piece"
"25015","25013","1000","92407","25021","10","0","3000","0","12000000000","3000","0","2","2","240711","2","25102","2","abyss_reward_icon_masterpieces_piece"
"25014","25012","3000","92407","25011","1000","0","3000","0","16000000000","3000","0","2","2","240712","2","25021","2","abyss_reward_icon_astralshard"
