ec561f7c82a1520fb81904969b908d4665603f2a14721b500017197fb70cbad9,7ad7851fda9e349db2204989fdfd8c408e469619d6c399cfd918a9a5dd0ce427,51a4ab8fdb8a32b9efcda63625abda44bdb5293a8f6065c3fe66639a6e897a70,958a527fc66b5032f8e27f229c3a24d62b5b63edba4b4a8cb4cb38e3130595eb,c5001bd20b3b879e1a0dab57a1b9c7f26d4530c5390a3f8adc6798df92f02201,46186e5a9c7150d7f53cdf9105e524f4cb8210713cc83085014fabd4536878a9,b824dc9d307691e5a2f3d6dead92bd707c53e2a010a0486584428a3410f33164,6ce3dcabf2bcf752bcb246362e896a1337e5791ff9f4c521ea440a0234831ec7,5b906ed1d70240104b48b1f253f099bc05ee182422ea239f8107603c5a669bf0,5da0b57f3ce9337aff038e3e273e058fd839834ae785d49abe62d7fe10525e20,f22840d01c570b129ed9b67095206707d676626983ec8b981ae906dc6bf2dcf7,440b4fe241b05745dd8161d388fbf6dfbada4e6d9454eb48c43db4f7430337b8,0634d30d78a4ac0503f3442fdc642ccdcdb9b86c17615426040139973336d61a,ad4cffe7d072adad205667fc284abda3ee3b03b1056e1abcd06003a69c31435b
"-1","0","0","1","103","34","1","0","1","2018/08/27 15:59:59","2000","2018/08/20 16:00:00","30","0"
"-1","0","0","1","103","44","2","0","1","2018/08/27 15:59:59","2000","2018/08/20 16:00:00","40","0"
"-1","0","0","1","104","45","3","0","1","2018/09/03 15:59:59","2000","2018/08/27 16:00:00","40","0"
"-1","0","0","1","101","31","4","0","1","2018/09/10 15:59:59","2000","2018/09/05 16:00:00","30","0"
"-1","0","0","1","101","41","5","0","1","2018/09/10 15:59:59","2000","2018/09/05 16:00:00","40","0"
"-1","0","0","1","102","32","6","0","1","2018/09/14 15:59:59","2000","2018/09/10 16:00:00","30","0"
"-1","0","0","1","102","42","7","0","1","2018/09/14 15:59:59","2000","2018/09/10 16:00:00","40","0"
"-1","0","0","1","103","34","8","0","1","2018/09/21 15:59:59","2000","2018/09/14 16:00:00","30","0"
"-1","0","0","1","103","44","9","0","1","2018/09/21 15:59:59","2000","2018/09/14 16:00:00","40","0"
"-1","0","0","1","104","45","10","0","1","2018/10/01 04:59:59","2000","2018/09/21 16:00:00","40","0"
"-1","0","0","1","103","34","11","0","1","2018/10/11 04:59:59","2000","2018/10/01 05:00:00","30","0"
"-1","0","0","1","103","44","12","0","1","2018/10/11 04:59:59","2000","2018/10/01 05:00:00","40","0"
