0ec198f9777a5dc229654859773ebd64002712669888df738ed87ff8dcb99668,01a31f9d61ee32db0922744dff61f24c566f3bd0016997c8e4e1fc26ec8dcff2,7bae4c59face4aa0b270fec7fcf3422c088eb8db1413e55909f49c24ca56a998,32645569750169866ae8114b390476a72f194f3efe76dc198a4b58282af7d63f,f1545a904c929ba9b8458e31e216bf6317a7c456e90ac5c251add5ada399bcab,450c6759c192bee13b3c53f9ee315ac1b0823a75b5aca15c283572b2931d9454,afec24142887216a1eab5db2d9d48538af2457c3aab51730f3c715da44cc0f49,f7a4107d62e81645f614acdce00eac65c898ba9777cda026637193488ffc5506,a22321dc97984ed4c701b36d8d949cb95f1ba464ffd4540d83712173bc5b7d54,501034fab8ea67ed711b75c1c4bfa86aa9b886db0f8311dea1f80067af4cd1c9,db91b2c87101c51d78c13d5a49a16301f71150c4f6576d62f0ac79cc4b27e14e,dfb720c96f18cd133ed7b5f1671bd06faab504b8e006216dba156befefeee38f,a24e119e6fa18aecd467a27585e3cac92276f6f767894b7a099f6bf048a1a20c,ba4efd68a9bdb2ae99443968ce0fcd343a51b333c4c682db290c22e42a97d825,d51905a59d4486ddf2af961fc0bf26bd9e5a4d21bbbfffb12d734b8b51545f7d,3fbbf0834f9c4552a9a8f001a720e348f2f80a548791fba70435f8ecbe9e4f42,37d531d371055e3f675220fc10447b89ef36b7ad78956fbc773f66719b5baf07,80ae9e32f6d94a8d683bb4663065f03c5cc3e50fc68ef8fe0871f001ae0040eb,a294bc7e249373d81073fb95cb528a1ed58cf6e6d92961fbf5fb099aa63e14d6,2e2973fd751ae0d356758d49309d97bb21dadf7fb1ec9bbd3bf99861d9fc2614,9ea52870fbbab46d6ad6f3861b5ffda7db109704d7ee711eb06ab2d8839b0c6b,84826476a5f06cc697fbe81516684216f8562239c9487b4543e74d08928487ac,71b5e4b81728ecfdfa7e07f598a249935af0de6fd7e9a207d38c29dd21c7225e,c34345a27589ea8ad9bf1288ecda1f252777f9c82718ec3d438da667f2e56fe6,2914f2ec5144ba7aa27c187f6604c67dcbb6e2b4a0682d4ae3a5c10542c6475f,6d42f20f653d50e2bb3103bc1cb4a492aacf7d992b69e8615be02157199610e0,4c1d984d59317edd8b9c7c2e56fdc542c93000c41201a5ee66735f380377439f,9161ac3fab11005656b1c4fdec7f93081d4ce799cfd51bb1dec5561e25e3a6f0,2fb7b54352e64514b011614716586370006b8cd9d7764ae991534391af3aa9b8,a5e91e23bc224e3b65f826b24154a303f109f9c50488c875f35b04b04d21ffb5,d43b195bcd22315491537806ff7a4f806823c3ff87d95f0d0dcaffdaea23a94e,b825b4364ccb684f84a8de8288757e3860d91467f2be8a3d2c0df33237e696df
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31001","0","3","0","2","130011","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31002","0","3","0","2","130021","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31003","0","3","0","2","130031","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31004","0","3","0","2","130041","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31005","0","3","0","2","130051","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31006","0","3","0","2","130061","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31007","0","3","0","2","130071","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31008","0","3","0","2","130081","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31009","0","3","0","2","130091","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31010","0","3","0","2","130101","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31011","0","3","0","2","130111","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31012","0","3","0","2","130121","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31013","0","3","0","2","130131","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31014","0","3","0","2","130141","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31015","0","3","0","2","130151","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31016","0","3","0","2","130161","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31017","0","3","0","2","130171","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31018","0","3","0","2","130181","0","0","0","0","0","0","0","0","4","0","140000","0"
"0","0","0","0","0","0","0","0","1000000","0","0","50","0","0","31020","0","3","0","2","130201","0","0","0","0","0","0","0","0","4","0","140000","0"
