894e61427c47ebdc70ed746e57394f831451665a3b89c1e81d2689b942f3a9f9,6826ed49b36efee61d1ae154a80a686430c1e742662dcc4af3ffad834b503fbb,e959d0ee330a43c77188985e6f6c04bb8eba6d22ee29676e774b2b8750722c8d,534731d767cc4379f377a08716bf2e32a7dd36a371db5cfab9becc569a7c97e2,9a71e3362a4360d98bb0d50f808033947f83bb44e88d3de5a5067c35dacd2291,534d9d973c2536f29f4cfe0a3384cc8f8a68685a45a99589f13de9015d79fe26,52fd5c7fa05fe942367d8d03fa7593c7ee298bec9851dd6591ba5ba786176ce8,abab1738855bc3e153f3701fd02406d47dda3842922c4f8a10563cb9db8adde7,fccabdafb35910687ef20010835bd88316be0cc46417ed952ee2aaa5009a59d4,de8476f0ddc8130bf923888875eaa8e0b0f14a7f35a9328fb0bf206c59eee8bd,15ff88372dab60f331fdde7c02f4a0c3ba76e2b5b525f23c508f41abd65a37a7,4681e82abffb0553fb38a64d912f26e9a0e1e0a065782fa8fd88864a461751f4,3fff9b6e78dc72e876f2afa79f617d40d9aeba7d60a5f972145982dc873d8c18,226b60f60d6e29925b5e247e079b1a8bf326d99e8cd00b64a1319874d93e5fd3,7f040929add4e7978e76a0ae429c714ced60874092a2ec09009f42b23510a928,ee0927e83f033cca947b876e1ed520a46f32a7d3bb1793bfcb2bfe4da2015b11,8d1691bcf4ca5705a40ce78ab2c100ad63399f8f1e186686ed942f5acc1ce657,ddd12bcf43173d1fa6739dea3e4a2dd03dbf7397ed90cec0a003dd0dd5eb842d,4c29c904e860327c38a54964bc62e478983c352ccde81945ea54a364c82fa1d7,a2b3fc36ada4db04ceb607773534417a8eb26c082352e812795fd312e18524a6
"0","1","0","300","770110101","0","0","0.8","0","0.8","0.8","-100","103121","103123","0","-300","戰鬥格子（NORMAL）","0.8","0","0"
"0","0.8","0","300","770110201","0","0","0.8","0","0.8","1","-100","103121","103123","0","-300","戰鬥格子（NORMAL）","0.8","0","0"
"0","1","0","300","770110301","0","0","1","0","0.8","0.8","-100","103121","103123","0","-300","戰鬥格子（NORMAL）","0.8","0","0"
"0","1","0","150","770110401","0","0","0.8","-150","0.8","0.8","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","0.8","0","150","770110501","0","0","0.8","-150","0.8","1","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","0.8","0","150","770110601","0","0","1.2","-150","0.8","1","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","1","0","150","770110701","0","0","0.8","-150","1","1","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","1","0","150","770110801","0","0","0.8","-150","0.8","0.8","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","1","0","150","770110901","0","0","0.8","-150","0.8","0.8","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","1.2","0","150","770111001","0","0","1","-150","0.8","0.8","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","1","0","150","770111101","0","0","1","-150","0.8","0.8","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
"0","0.8","0","150","770111201","0","0","0.8","-150","0.8","0.8","-100","103121","103123","0","-450","戰鬥格子（NORMAL）","0.8","450","0"
