2c2a200764010dc9b534007e59a28cdd43db1e1db8daa6b12c78f1d851802045,afcc88ca5efb3e7bcd4c997159a351f43921d7e852895f65f5f98473a338b8b7,72771e3671eb4af45c819037116fa5346382fa87d3201b710725cd78aef93861,c0c3224d99054377cc2799134fe1fcf0d9fcdfcce5682d8fcdded8bbaa1a5b9d,713720296dabef32c0838abd0f8ee9cce4325b854da352afd4129166196ab2a8,cca43b4665b58f266256d7c43b516c2723f2642c4672cc251284c949376e8efa,372504c94774db9360bb875578d8ff06e5ef4b28ea161122497a1a9c6d169ce9,c01baa1b994566687c48a550fb01c974a3394ae9253642e043c44a536d365388,0e96be44308b3875a0182e192ceb79bce0db36e2c6c6c616216f02fe9ae142dd,379fd3a2efefbce411e5ef27212bb9fef310a2c13ffd765dce6233fa18de3cc5,367d48e02364637962d23da8eba6bf01db1f0cbfcfb961f29ba070b9592a3f7a,9d20e3408121e70dc86e92316802dd94d60b17e9c206505970d3de3ba8142950,1ee9e30e5194a1715ded558df4d7cbc4eb1c82d252a907f2c71db9999b660256,6b3fe6d3b2ea60bcaf00abcdd777c7f2cf3a3d283deb1cbd112e54bd23156b3f,ea0841d6801aca5823cdf6446eb656c147aa3bb485f60f77fbf27f8395559295,98ee9dd24517a512bf2494c1296b4eab8fc0725e6fa1bdc5e49ad12b13f77bb6,266da6af92d3f5c00d9cecb367361da0fb84b9205743a5b5130ff6232a2ffcc6,080735481bf50dc1515d54566162879ed1899d5f67a0df7a57704e1e5dd1932c,b3f7addc49c184d182c377632b71eb7ea7f1f4cf0da4f67c5b4ba10e24dc5abb,0d93f7b4a57a4bec79cc65aaf7679662718db3098f3b6b3a0de5154c91bfb8e8,0a3fdb4edba388ee00d72c1c70274c07bb7b159aebe8057c51e044c812c55892,43ac4175edd7cda831304a7675b05f236959251e0f5099301bd3f20e1d5edb4c,24f69965b94065052ed94200b6c462a05dd2351a9c512a25cd9b655b341ac76b,ce9ba44e16056fa2d2a04fc41fa76501f944045ee99743744a09bd0402a0aaae,32d57636cd21da436fdd920359710a1f23739d70e126f5c7e40e4347dce3d0b2
"100101","日和","日和","100101","0","0","200","0","450","1","7","1","2.295","100101","100101","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","1","【物理】位於前衛，壓制敵方前線，精神百倍並帶著笑容的女孩。\n擁有能大幅度攻擊前衛的必殺技，以及能加強自身攻擊力的技能的攻擊者。","0","1"
"100201","優衣","優衣","100201","0","0","800","0","450","7","7","7","2.27","100201","100201","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","1","【魔法】位於最後列，恢復及輔助己方的魔法師。\n打擊力量微弱，但擁有高度魔法攻擊力，當 Rank 上升，其攻擊力及輔助能力將會取得平衡。","0","2"
"100301","怜","怜","100301","0","0","250","0","450","4","7","4","1.965","100301","100301","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","1","【物理】位於前衛，能使出單點突破來討伐敵方，是一名\n孤高的劍士。必殺技與一般技能，皆為了打倒眼前敵人而\n特化，並驅使高火力攻擊技能來壓制前線。","0","1"
"100401","禊","禊","100401","0","0","205","0","450","1","13","1","2.17","100401","100401","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","1","【物理】在最前線干擾敵人物理攻擊的淘氣少女。\n擁有能使眼前的敵人陷入黑暗狀態、命中率大幅下降之外，\n還能使一名敵人的物理攻擊力下降的技能。","0","1"
"100501","茉莉","茉莉","100501","0","0","185","0","450","2","2","2","2.125","100501","100501","0","2030/12/31 15:00:00","2019/01/22 16:00:00","0","0","0","2","【物理】以機敏的行動在敵陣穿梭的先鋒見習騎士。\n以必殺技衝進對手陣地中央，\n再攻擊自己周圍的技能來進攻對手。","0","1"
"100601","茜里","茜里","100601","0","0","570","0","450","6","14","6","2.19","100601","100601","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","2","【魔法】位於中衛，擔任魔法隊中強化與恢復的角色，是雙胞胎中的妹妹。\n擁有能大幅降低敵人魔法防禦力的技能，以及可提升魔法攻擊力及擁有恢復效果的必殺技。","0","2"
"100701","宮子","宮子","100701","0","0","125","0","450","3","14","3","1.7","100701","100701","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","2","【物理】在最前線專門閃避敵人攻擊的幽靈少女。\n以技能變身成為幽靈來躲避敵人攻擊，\n必殺技則是把敵人變成布丁吃掉。","0","1"
"100801","雪","雪","100801","0","0","805","0","450","21","12","7","2.07","100801","100801","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","2","【魔法】位於後衛，能輔助物理隊伍，是個活生生的藝術品。\n除了能提早發動己方必殺技的技能，還擁有能使敵人陷入黑暗狀態，藉此封鎖敵人物理攻擊的技能。","0","2"
"100901","杏奈","杏奈","100901","0","0","440","0","450","5","11","5","2.25","100901","100901","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","3","【魔法】可從中衛發動壓倒性的魔力來攻擊敵人，人稱之疾風之冥姬。\n施展必殺技能雖能給予敵軍全體大規模的傷害，\n然而卻因這份魔力過於強大，對自己也有相當的風險。","0","2"
"101001","真步","真步","101001","0","0","795","0","450","7","4","7","2.27","101001","101001","0","2030/12/31 15:00:00","2015/04/01 15:00:00","0","0","0","3","【魔法】位於後衛，負責支援己方的童話少女。\n擁有可加強己方全體，恢復ＴＰ之必殺技，\n以及可恢復ＨＰ，使敵方陷入黑暗的技能，能使戰況好轉。","0","2"
