2403a629d3bf9885756194c24cee481e3efd1c4a5ebcbdb4d368873ef85ead95,ef4e9b7bc84c0849ba765fccd94eb0288b54ba6d2e7a6d0389e91c1e147e1123,c62037b43b8a620da79252e5d97ad62776b2937c7a2eeeda82fccd99aa1ea964,587cd887ecee71ca0372f1bb7a90cefb7aa94a1c425f40c883fa7d8018ced002,8598bd0e6d18b31ab4c2eefc188ad7b17b1d2fdd69879d45f9429076fe1fea97,3930dffdb63750a6da73e3935acd52f152bc9f62295579a75c21a51a90360c32,d1f22e1ea009f793bbbd3be2ca4a1a386776342d343975b0da6d517ebd2e0b31,fc15484f27fd03598c4e779946f58f87df3b4454fe00f1918cee43ce84f68b1f,9dc484b097af979e252733c1ed641ac31cc12bf788e8a3325ee58b6090a10c98,77b73b28afaa1be9b5d3c808e28c591ed15d5a432cda892b514e87ee89ebc2f6,90a87f743cb1f41c7ce009f59bf118e3c0b7a66605cf3436248724307a852b9f,fb26417afa91442a7c669b3673123dc418b81294ec5faaac50207e3122644527
"0","2015/12/17 15:00:00","隨機 EXP 藥水BOX","6","2030/08/01 14:59:59","2","1","0","20000","0","可獲得隨機的 EXP 藥水。","0"
"0","2015/12/17 15:00:00","小型 EXP 藥水","1","2030/08/01 14:59:59","1","999999","0","20001","60","用來強化角色的 Lv，使用後增加 60 的 EXP。","80"
"0","2015/12/17 15:00:00","普通 EXP 藥水","1","2030/08/01 14:59:59","2","999999","0","20002","300","用來強化角色的 Lv，使用後增加 300 的 EXP。","400"
"0","2015/12/17 15:00:00","高劑量 EXP 藥水","1","2030/08/01 14:59:59","3","999999","0","20003","1500","用來強化角色的 Lv，使用後增加 1500 的 EXP。","2000"
"0","2015/12/17 15:00:00","特級 EXP 藥水","1","2030/08/01 14:59:59","4","999999","0","20004","7500","用來強化角色的 Lv，使用後增加 7500 的 EXP。","10000"
"0","2015/12/17 15:00:00","究極EXP藥水","1","2030/08/01 14:59:59","5","999999","0","20005","37500","用來強化角色的 Lv，使用後增加 37500 的 EXP。","50000"
"0","2021/04/01 16:00:00","優花梨（聖誕節）專用水晶球 / Lv180","21","2030/08/01 14:59:59","1","999","0","21001","1","優花梨（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0"
"0","2021/05/04 16:00:00","矛依未（新年）專用水晶球 / Lv180","21","2030/08/01 14:59:59","1","999","0","21002","2","矛依未（新年）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0"
"0","2021/06/02 16:00:00","優衣（祭服）專用水晶球 / Lv180","21","2030/08/01 14:59:59","1","999","0","21003","3","優衣（祭服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0"
"0","2021/07/05 16:00:00","莉瑪（灰姑娘）專用水晶球 / Lv180","21","2030/08/01 14:59:59","1","999","0","21004","5","莉瑪（灰姑娘）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0"
"0","2021/05/31 12:00:00","珠希（工作服）專用水晶球 / Lv180","21","2030/08/01 14:59:59","1","999","0","21005","6","珠希（工作服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0"
"0","2021/07/31 12:00:00","紡希（夏日）專用水晶球 / Lv180","21","2030/08/01 14:59:59","1","999","0","21006","7","紡希（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0"
"0","2021/09/30 12:00:00","妮諾（萬聖節）專用水晶球 / Lv180","21","2030/08/01 14:59:59","1","999","0","21007","8","妮諾（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0"
