bffe613062034702db50fed33904d81784171613504247098c0f73017e817487,897c2afe8b1ac4a314e4b3f6ff9cd1452c08074f764d89959ec53b5d7cefd262,1e5e360e414c8921b6ea6071f828eb96d257f4a6be67e47dc552f7a9a0dcace2,95d3c320eac4a06a6daeaa3bbee8c1a43e0aca3bb1b8023f9765a244594b1d5b,68af548ab53fb4312bce58f80e0e8e2bfd3b6146ba6ad937d0c5de4f0d04e331,a0b1baaf2bc7597d35f16927c809909941f9660c7bb683dc49337d6bece90b6a,6b4633388fc35f69a89b6be84d9cec9b97d265af082dee5bd0f340eec8e1ba48,1b1864d98c12276dbe97979b0b6b58d7a3060a3982bbb179d61716877bbf9b95,8c9c1281c623716505cb4dd2a9ea1244275a9e3bcbff27a70bdc1f0d236c0499,c7a05c3fd9c99522c2a1f03cb79e2e61162c48af80c374234309455aaf891a14
"0","302","0","0","10000","1","0","2018/01/01 15:00:00","2018/02/28 14:59:59","0"
"0","302","1","0","10001","1","0","2018/02/28 15:00:00","2018/03/15 14:59:59","0"
"0","302","1","0","10002","1","0","2018/03/15 15:00:00","2018/03/31 14:59:59","0"
"0","302","1","0","10003","1","0","2018/12/21 16:00:00","2018/12/27 15:59:59","0"
"0","302","1","0","10004","1","0","2018/04/16 15:00:00","2018/04/30 11:59:59","0"
"0","302","1","0","10005","1","0","2019/01/03 16:00:00","2019/01/09 15:59:59","0"
"0","302","1","0","10006","1","0","2018/10/09 16:00:00","2018/10/22 15:59:59","0"
"0","302","1","0","10007","1","0","2018/10/22 16:00:00","2018/11/08 15:59:59","0"
"0","302","1","0","10008","1","0","2018/11/08 16:00:00","2018/11/15 15:59:59","0"
"0","302","1","0","10009","1","0","2018/11/15 16:00:00","2018/11/30 15:59:59","0"
"0","302","1","0","10010","1","0","2018/11/30 16:00:00","2018/12/13 15:59:59","0"
"0","302","1","0","10011","1","0","2018/12/13 16:00:00","2018/12/27 15:59:59","0"
"0","302","1","0","10012","1","0","2018/12/27 16:00:00","2019/01/09 15:59:59","0"
"0","302","1","0","10013","1","0","2019/01/09 16:00:00","2019/01/22 15:59:59","0"
"0","302","1","0","10014","1","0","2019/01/22 16:00:00","2019/02/01 11:59:59","0"
"0","302","1","0","10015","1","0","2019/02/13 16:00:00","2019/02/27 15:59:59","0"
"0","302","1","0","10016","1","0","2019/02/27 16:00:00","2019/03/13 15:59:59","0"
"0","302","1","0","10017","1","0","2019/03/13 16:00:00","2019/03/27 15:59:59","0"
"0","302","1","0","10018","1","0","2019/03/27 16:00:00","2019/04/03 15:59:59","0"
"0","302","1","0","10019","1","0","2019/04/03 16:00:00","2019/04/19 15:59:59","0"
"0","302","1","0","10020","1","0","2019/04/19 16:00:00","2019/05/07 15:59:59","0"
"0","302","1","0","10021","1","0","2019/05/14 16:00:00","2019/06/03 15:59:59","0"
"0","302","1","0","10022","1","0","2019/06/03 16:00:00","2019/06/17 15:59:59","0"
"0","302","1","0","10023","1","0","2019/06/17 16:00:00","2019/07/01 15:59:59","0"
"0","302","1","0","10024","1","0","2019/07/15 16:00:00","2019/07/26 15:59:59","0"
"0","302","1","0","10025","1","0","2019/07/26 16:00:00","2019/08/01 15:59:59","0"
"0","302","1","0","10026","1","0","2019/08/28 16:00:00","2019/09/02 15:59:59","0"
"0","302","1","0","10027","1","0","2019/08/01 16:00:00","2019/08/15 15:59:59","0"
"0","302","1","0","10028","1","0","2019/08/15 16:00:00","2019/08/28 15:59:59","0"
"0","302","1","0","10029","1","0","2019/09/09 16:00:00","2019/09/17 15:59:59","0"
"0","302","1","0","10030","1","0","2019/09/17 16:00:00","2019/09/20 15:59:59","0"
"0","302","1","0","10031","1","0","2019/09/20 16:00:00","2019/10/01 15:59:59","0"
"0","302","1","0","10032","1","0","2019/10/01 16:00:00","2019/10/15 15:59:59","0"
"0","302","1","0","10033","1","0","2019/10/15 16:00:00","2019/10/18 15:59:59","0"
