970a3757e67c6bdf42684c32801794863ed8ed91761112c35e791e15a69cd5db,1c57440f7d5abc59917e9da34dea7879aef1f3a9546c6b78547b53676cce9b52,0fe0f9330beab79b2eb18a23f908e7c56aa8d0f520e9b67596b5b5a79ad5bbd7,c0c238a4cfb210ca84a2e883ee5f513a5631cad87c578069f75b8c8fbfb9909e,d4c4917d4d658fca5eb0527dc76fb09e3384f838b7ea8ee017278630b5af8da8,5d51503a5da1ceeaaf8c57c5b6afa134d8cc34cddfcaa24a9d2282ca4637fe3d,2eff5f8505757145abf5df64183afa1089fd30bf111942c5f1530506bdcd2fd3,09ed1c576e72bb3fa6b5f534e15e662c50a03f2b7b7a98ca55058c044157a98b,0e99e7bf5af6a5df1289aed1825d644921340b21ee948e64cfd21c18fa563678,1f6fb156b46bbdacf0fe5ea1cc2247bf69bd9ed930a60f5439752f3aed00749a,bc33e7ce986a66862719243294c344236e7a6669943bef9e6b4e0f09c56c9ec9,551b50e573a8e5acff33ffd3122eada7f6f7417283f5155d7ec68e7191aebed1,f2c357ae53c8dca03516333f4fb4a9eb32a661debf287bfb89c7e7d1793e99b3,d325243427dd616336e8afd27c4834f0af3e010adb210098197f1bfe03a40aaf,ac5b36c2980b6e16ea0f1bef07befe6b97ad463a12feee4b2a8a4bcbea383576,d25ad5d4f7e763f874fa68e8affdeac6cbf2637abfc1114b02530a624c5ef2b1,a3f3bd899d16a0f099bb153841746dd7f6eb2b770f54147af82d79076f5309c8,133ae72776c1c4cd12b082b8639e3f2f28a83732a0a34dd6b48cba31ae4a72a8,0056046f1f0f2e704f617d9ac863c4e2ff70697d8a75924e9aefb6e6a4caffd8,4c5f1505e25f41ebd8cd314957835700cacf28aacd790485a2ff0822e0b40889,f19737d9b022910a9b5ea2c756f41aabf7ba729622faed2a64c5867f2f96d4e9,25c93d62e94f367abc747a31b4bf1c2c34a0e5303ccba71a5894a9da3b082264,83ff41e97ac69d1f19df179f15e53beaded5bed1238c441d00d0f1dc6c233a3b,0989788fb5f398188497ac2b334378abc06f6cf4e0ad26ceb9f64579c7308c5e,eab31a28052ceeae5ff4aaa664552a045dff72d30d37f0e47faebd8b16605e2a,c76ed0d08a3d309e78fcfd9e21367dee26592cc046aa4b13c27bfb71febfbf5b,25883e4cac70f8c06182ea12eb674ce0eed0207d7a300bf2cc1e0d813d082056,308d928be6e20180230a2314b86dc5f3eab74a692362bff1764691d7b8e4bf6a,bb78d65b61c39a26ae13ab3fa718e16dda1518ce011bf5ab313628af24177b5f,6a6f024a4247e17f1db75d9a1b327a1a05201731c4fed8fa9b15495777a019bf,eed726a93a0ea01306490242fd40b7d5add496481aadd6d9d0b228ac2d0ae107,5788e5313dd503fd2320e7e9289ab334284f9c2b4b7ff86dfd9b1879c3020dd1,609499ae2de84e35837c57f336007d66f12d902a2bab38f970a4f78fb38f45c0,1937e2c88a35a3c7600b8ff837833a8e668532a18cc8f902821fcac8afed3b1b,4acb97e6a4b0b9a296071f1710a9000a3645d3a8e977ec270d281243d0f1ede1,9ce4e67aa3de2d3fcfc6de4459413e9b8b00511c9fb55ccbd57ef0a8bad00bde,ab714aa1280a210c8bfb679f901b697b1787886b5548233441aa6e50f5b3cdc1,316672afebea887a5c0ca2bb137449d4b7214c466353c743e8a37bcf83e59a96,b5906d99af27973df2c33fe4b4acdac2d4cf46bded9630ba0e13ea8f116c11af,045e3fe308749d078bde5f6a17d18fba5607362ab823d1d635aa9fcd15d890f3,e1d77d04dfcdff4d35bcc23555b181d55eed4d37a02e3d194949d85a1b5ac2e9
"1001","0","0","0","0","61001005","1","0","1","600110011","0","61001007","620090001","0","0","0","0","1001","620130001","0","1","0","0","258","0","0","0","61001004","18","1","0","620060001","0","36","0","1","0","30","0","600000001","0"
"2001","0","0","0","0","61001005","1","0","1","600110021","0","61001007","620090001","0","0","0","0","2001","620130001","0","1","0","0","258","0","0","0","61001004","18","1","0","620060001","0","36","0","1","0","30","0","600000002","0"
"3001","0","0","0","0","61001005","1","0","1","600110031","0","61001007","620090001","0","0","0","0","3001","620130001","0","1","0","0","258","0","0","0","61001004","18","1","0","620060001","0","36","0","1","0","30","0","600000003","0"
"4001","0","0","0","0","61001005","1","0","1","600110041","0","61001007","620090001","0","0","0","0","4001","620130001","0","1","0","0","258","0","0","0","61001004","18","1","0","620060001","0","36","0","1","0","30","0","600000004","0"
"5001","0","0","0","0","61001005","1","0","1","600110051","0","61001007","620090002","0","0","0","0","5001","620130002","0","1","0","0","268","0","0","0","61001004","18","1","0","620060002","0","36","0","1","0","30","0","600000005","0"
"6001","0","0","0","0","61001005","1","0","1","600110061","0","61001007","620090003","0","0","0","0","6001","620130003","0","1","0","0","273","0","0","0","61001004","18","1","0","620060003","0","36","0","1","0","30","0","600000006","0"
"7001","0","0","0","0","61001005","1","0","1","600110071","0","61001007","620090004","0","0","0","0","7001","620130004","0","1","0","0","281","0","0","0","61001004","18","1","0","620060004","0","36","0","1","0","30","0","600000007","0"
"8001","0","0","0","0","61001005","1","0","1","600110081","0","61001007","620090005","0","0","0","0","8001","620130005","0","1","0","0","288","0","0","0","61001004","18","1","0","620060005","0","36","0","1","0","30","0","600000008","0"
"9001","0","0","0","0","61001005","1","0","1","600110091","0","61001007","620090006","0","0","0","0","9001","620130006","0","1","0","0","298","0","0","0","61001004","18","1","0","620060006","0","36","0","1","0","30","0","600000009","0"
"10001","0","0","0","0","61001005","1","0","1","600110101","0","61001007","620090007","0","0","0","0","10001","620130007","0","1","0","0","309","0","0","0","61001004","18","1","0","620060007","0","36","0","1","0","30","0","600000010","0"
"11001","0","0","0","0","61001005","1","0","1","600110111","0","61001007","620090008","0","0","0","0","11001","620130008","0","1","0","0","313","0","0","0","61001004","18","1","0","620060008","0","36","0","1","0","30","0","600000011","0"
"12001","0","0","0","0","61001005","1","0","1","600110121","0","61001007","620090009","0","0","0","0","12001","620130009","0","1","0","0","321","0","0","0","61001004","18","1","0","620060009","0","36","0","1","0","30","0","600000012","0"
"13001","0","0","0","0","61001005","1","0","1","600110131","0","61001007","620090010","0","0","0","0","13001","620130010","0","1","0","0","326","0","0","0","61001004","18","1","0","620060010","0","36","0","1","0","30","0","600000013","0"
"14001","0","0","0","0","61001005","1","0","1","600110141","0","61001007","620090011","0","0","0","0","14001","620130011","0","1","0","0","336","0","0","0","61001004","18","1","0","620060011","0","36","0","1","0","30","0","600000014","0"
"15001","0","0","0","0","61001005","1","0","1","600110151","0","61001007","620090012","0","0","0","0","15001","620130012","0","1","0","0","341","0","0","0","61001004","18","1","0","620060012","0","36","0","1","0","30","0","600000015","0"
"16001","0","0","0","0","61001005","1","0","1","600110161","0","61001007","620090013","0","0","0","0","16001","620130013","0","1","0","0","351","0","0","0","61001004","18","1","0","620060013","0","36","0","1","0","30","0","600000016","0"
"17001","0","0","0","0","61001005","1","0","1","600110171","0","61001007","620090014","0","0","0","0","17001","620130014","0","1","0","0","356","0","0","0","61001004","18","1","0","620060014","0","36","0","1","0","30","0","600000017","0"
