7a4881037731ace62804b48686930bc28da74123452722f7fefbb756ac50519d,1e1511b9882908256289662f7c4046ee3fb7404dc689acf5304239bb725c6e20,efc14f198247ea46c0cd023c0126367eef8c476cc5148e6186c7feffcbc69fe7,b03ff3a3ad9a5f64130fcde10287f9c6fbfd55ae9f206e7e17943e489ec5fe71,32ac5aa7f295a2a301cf62001b1e2928546e79c0018c578c75de1b0bb4d52348,31430fc6af20dfe3845bb23cf6ce4b8c4227072d64a3fd628e403dc315816047,105d8c4f5d09c80bcc82f0f5392bb50867908503a9fac35ede0298a4234915e6,812d032a9feeade97e7b091c105ab80c5c4b698471b5d8b25de8cbc8151284da,4ea56e363de15678282c97f017c0759256a96e9d3abb768a2f836386f0e6ed91,d5f24a2084cb4dd08944a826fc50eabae2ae7fba9ea1a0242fa691048f858ac1,47d0fd1ace26ebf7f2e50d44244ef624c2cfa2ffe200d835b0faad824f70fef0,e5a2c2722b6cf48d5d205483138f33d0c4d58dc04433ecc442a4e9b4fccb1a2e,1476fd6a717ed0d6814250e1203236e18e71eab04b1fcc68bbf301e0c51785bc,0954fe5844c667e3bb8a776075b750962ad173a375258ef393e07aefd849bc7c,66558a3893aff091120b2e0de74c645ea8ff3a904055b097b9aa0353da4037ce,0aa5773df61125b2112ddf9ece57f6764fac3210ef4470ef79f54e918be7411e,7ee646583513ef94fb212955624ca9a739ddbb67c418324e4f00ffff0f8b52b1,d00b0099e8a6028bdbacca663bcc8c6e69a0bdf681a2da730a4c132773799d78,e8d7b99b8865e304a8836600084bd0505452fe0a2868423cf0635ee75d44b6a0,347d0de98b94bac4775c8f706cf0169121e02c3ce5646a7a1eeb9c6662564809,4a530292c0cedaa9fe2251eed2123925062cd7719caabfb2af26b8ca08ba915b,8a472fd7239039d5b0958091f2d975bb9b17d084fd84d940d5331276ca04f266,a2e127c1815179c6457357be9f2cd78cb812ab285aa2faf518ce5c448cdc3e59,86c525c1bcda1e8c1c8b2ada544b7b19638f392839d5b92557902bbd42de80c9,7c0e91139f6e246f66eb272ab3915f95a8beedd4f525a93a48b6f1669c80f000,3d2000be9736d8faa4f83af9ed61fd4575e9d343196df2ed0d6166099325fca1,c16d329156918af299bc65a8ee54f51769736cc022e723b40b381503238d7990,1387fd88eb106e4d1dcb603dfc97509724c7a2e83f35720f6cf161c1f707bda1,0189a75490d13385481dd5cdba0ea91a35a8ab18d495b6e60826142a9a336ade,e16233aaf3ded83d4393e6fe0d24e70680aa231e82c899536a47aec831fc1277,24783ab6d988202a23dfd4be7f8b1610a9dd60e2ab2a92d7dbfcadd7a7a5bb12,210b427ad2822d33a86feb919ff41f24cfdab8c64ea80e2d88b01e3572e31311,441d6ffe4065e3c00d82f9477d05c29b40b4e4a8a7d152230657c2bf6de0cc03,261b114d8ad4a32228c11d4d9928a76b1aef28ee2c7f020da956df5d6c7a9fec,175257220918df807769131a770e95e8797282b1c4f1049eb5b395473c7cb080,f51c5a6c38f1593fe6e3047748baa10d993e23bc77c9f0237582f59051ef2a17,ae866d3a4a50cef05682430eaaf238a467ce7d58662de74d3054f0be334dd2b2,7fb17a737b7a4d1e90aef7a4e887d47f46efe593103d34cc1d0e2f1a98a0ac93,c7bd211ea5c143288a2dbb40bdf01e62667baa1db2584935c16c1550fa1f9e6d,45acf7a2f226a4e1775cb82e816f6ada687fb58f1a23cc52a10534c1d93ae4fa,e1383df6d6814f3729a626eee303dcc390cef72189ea24fb12bdf6cb9376ab11,f4b2b2c5c1a1d3f422ae1c382705314bb5d6e795042e7753ac5a08560d3f89f1,526eec1240d124c7ff612bdcf1df9dd259cb74e22aea338d01ade282fe2b9382,ffa511c868d4d8c23d5541327a83f3a46bb0cc5af4df801d40b6e7127ee2a85f
"3010","3010","0","2265","1660167","0","3010","0","0","0","0","224","0","0","0","42","301","0","0","200000001","0","0","0","0","3010","3010","3010","0","0","0","0","0","岩龜暴君","0","0","1510","0","0","0","1","251100","0","0","810100101"
"3010","3010","0","3624","2397387","0","3010","0","0","0","0","292","0","0","0","42","301","0","0","200000001","0","0","0","0","3010","3010","3010","0","0","0","0","0","青藍魔像","0","0","604","0","0","0","1","250800","0","0","810100102"
"3010","3010","0","2718","1693693","0","3010","0","0","0","0","660","0","0","0","42","301","0","0","200000001","0","0","0","0","3010","3010","3010","0","0","0","0","0","生者劍士","0","0","1208","0","0","0","1","251000","0","0","810100103"
"301","301","0","2929","1190448","0","301","0","0","0","0","4756","0","5","0","42","301","69","0","200000001","0","0","0","0","301","301","301","0","6","1","26","30","純的闇影","0","0","2554","536","0","0","32","604701","0","0","810100104"
"301","301","0","1238","565544","0","301","0","0","0","0","9894","0","2","0","67","301","55","0","200000001","0","0","0","0","301","301","301","0","6","1","34","29","碧的闇影","0","0","1224","1165","0","0","32","604001","0","0","810100105"
"0","0","0","0","1000000000","0","100","0","0","0","0","0","0","0","0","100","301","0","150","300000008","0","0","0","0","0","100","0","0","1","0","1","0","爆裂敵人","5000","0","0","0","0","0","1","217300","0","0","810100106"
"0","0","0","0","1000000000","0","0","0","0","0","0","0","0","0","0","100","301","0","0","300000008","0","0","0","0","0","0","100","0","1","0","1","0","爆裂敵人","0","0","0","0","0","0","1","217301","0","0","810100107"
"3010","3010","0","2265","5862568","0","3010","0","0","0","0","0","0","0","0","42","301","0","0","200000001","15693","0","0","0","3010","3010","3010","0","0","0","0","0","守門者","0","0","1510","0","0","0","1","251500","0","0","810100201"
"3010","3010","0","2265","7557183","0","3010","0","0","0","0","5318","0","0","0","42","301","0","0","200000001","0","0","0","0","3010","3010","3010","0","0","0","0","0","高等獸人","0","0","906","0","0","0","1","252900","0","0","810100202"
"3010","3010","0","906","8817438","0","3010","0","0","0","0","0","0","0","0","42","301","0","0","200000001","3487","0","0","0","3010","3010","3010","0","0","0","0","0","小狸貓","0","0","604","0","0","0","1","250600","0","0","810100203"
"301","301","0","3031","5287114","0","301","0","0","0","120","0","0","20","0","42","301","207","0","200000001","13901","0","0","0","301","301","301","0","5","1","12","19","空花（大江戶）的闇影","0","0","2191","0","0","0","32","609501","0","0","810100204"
"301","301","0","457","3292795","0","301","0","0","0","2239","0","0","17","0","42","301","45","0","200000001","33886","0","0","0","301","301","301","0","5","1","0","24","凱留（新年）的闇影","0","0","385","0","0","0","32","612001","0","0","810100205"
"3010","3010","0","2265","8734904","0","3010","0","0","0","0","8814","0","0","0","42","301","0","0","200000001","0","0","0","0","3010","3010","3010","0","0","0","0","0","叢林護衛","0","0","906","0","0","0","1","251300","0","0","810100301"
"301","301","0","406","5186139","0","301","0","0","0","0","43840","0","1","0","44","301","30","0","200000001","0","0","0","0","301","301","301","0","5","1","3","27","克莉絲提娜（聖誕節）的闇影","0","0","476","2062","0","0","32","611502","0","0","810100302"
"301","301","0","853","4764712","0","301","0","0","0","0","45320","0","0","0","65","301","35","0","200000001","0","0","0","0","301","301","301","0","6","1","12","38","栞的闇影","0","0","646","1921","0","0","32","603801","0","0","810100303"
"301","301","0","700","4300082","0","301","0","0","0","0","42130","0","0","0","65","301","30","0","200000001","0","0","0","0","301","301","301","0","5","1","5","34","璃乃（奇幻）的闇影","0","0","489","2026","0","0","32","612901","0","0","810100304"
"3010","3010","0","906","8354042","0","3010","0","0","0","0","17600","0","0","0","42","301","903","0","200000001","0","0","0","0","3010","3010","3010","0","0","0","0","0","鬼燈螢","0","0","604","0","0","0","1","258300","0","0","810100305"
