e761349b716cc2c56a5167432efb40dc0667a8917d1424823f632be791b658ea,a25d80ac0990fad7b87ea3c24e34583fad5f8a40e7e5822e8106a0b4633a4f0e,ae9980e132a345439e2d367c979bd24703ef2acf84597e82547426d7cd6a3f73,a1b82a295f8539a1d133fd3c08d5c05d3ba12a1d21a756e8d05c0d51cb0a559e,e9b7a2e8b29720e641e62d43648dbdac3321a0b5815815442ee4ec91b67c50ca,3b696b25ed686f4c13d53ee6212da2a0b7f9943d10c9705ecb2047d3431f90d4,afab63ba19ecb5de7b3c68916b8aec8a690015a23f1036c4bb8bf59a740982ff,2501126b19f91623c7fd68e54fab321f5e92b7c8959cf217eff8a4a464ebeb91,f85cf7a25cd2591bdb0224fec2dcb6234493f3cfe0a31aca99f10b02cf04a977,8f0b2263d7aea8a4d5b4846fec50e50c542b209c19ec40408edd333d77ed6575,46349318d5cc37bf807d52aa09827eed0cc650db43a19098ada9278a463cd0d7,62c85cca4c7ffca311e03e2c1b67b6d4623a2d97d672cfa8c88adc1e664b31a8,5b4261bb2d012eca4f3283b7c41ea4ece5dedf66d5faa85bd8fb14400c1e3a14,79f740ff2528525992983c1fdc58f96db9c759586a67e686420688d82f266b8f,99b0d1da9f31ec8c01d758885ed15734168d699c3813a37c12a037f0141dbe94,a4ded0f641b2c41421a93cdf094690422ad460e8e4472a9c2ad8831e220c04d2,e246865e11a329a2baf0398493ea4ae6e6c34408c115df8f346aabc711a3658c,c6f91ae9f20128ad4fdac4e3e5a6f3d2934efa51644f3d17ccb8333eddef0d60,be150160709aa25c62985db4e9793e0e1f208f3a48e3aa0d2524abe792fb3ce2,b9cdf94d485f13275a77e97bb1f7b2863bab6e392e067fa2d83eceea40e47cad,d937f40a385776212f61eb85e66c4a0779a420d3422c627fc64eb6ce983d2aeb,716800d1f7979292ef175d79b356bc1b9fd4efd343c70466dbb2fe109e75d498,f863dd107345e61fe890d439da82663089cabfdce4f1e5f1cafdc38036ded150,2bec48ee2560d52914c7356424b0b97c104f1ad68acb206966001e4c7d973cfa,695721bb17ac023a63e8af1e48d939b4cf537b5cdf53af5aa88fbbf509983929,f1389a3d2d3fc96e9a1f252af77072921ddbe8226c3e54bf622da81c14fe047f,790b30db0de2725f31082c920c58efca3805b32d04e77bc3e08220fb61995f1d,c2f1d7e1ee041c93a281f97682ba55e2b30b79da746b06a04ef9a4dd198217e7,e9e15fbd78ea143b14e0b9efdb8d890842961a000cd4990b8fdb90edf21a273e,876733dbf5463e8e517c504ec9911c551b65e67dcb7b68c2cc029fe79da25294,754e0a154b5c981b3a32b5e0e6e4bf3119127e26ec4c636a96900070940d7ce0,cbabfc1236c9d53947cf3b78443cf7551ca5a412d84a96dd064b94ab9566813f,e02082dc2ef014895c5cc5d3f2ceb93fc5d39402b00caebe08a22faefc53070b,ddf3d1fc0a8924a5b7db2c3a79458c8abec17d8d0b7dbacc7c1efdc4a7aecbbb,de53694ea6747024929770d47b0eb76235a936370a9ffd2679f44733d0eeb1b0,71bd368eb7d6bf25e7faf4d4ae4c8e00472ea2138ebae4b96fd08b923f17c7b4,ca6d3c670993d5bee150410d4f42796779de690d2d36b3eb792f5e9bc66e7c42,ee6507a45020e56e76d9123dcff9306411e0b0d45c29529172d2002d8daca8e4,827e9594660edb00eab7f36f90ea29479d4d840c5e326058ccb7d403c454bed3,0a5045c9ece5c5aa0cf1a321e7deaece48d56ef881f92fb324f56acf5f55ec99,a9234312566345fc0e11fb29a6a9080e4a879409b18be8e1e33b787cfac106ab,919e463a5d0537cab48ac2f3b271e0c84f2be7e05c6889f948cc51ead610eb84
"72010070","0","30","0.7","-1","bgm_M126","140000","0","100000","40001","0","0","2200101","-20","0","94002","300","0.7","166","333","0","70","0","-335","720100701","0","0","101182","0","1","1","0.7","1","-168","0","90","1","0.7","0","90005","-1","91002"
"72020110","0","30","0.7","-1","bgm_M126","140000","0","100000","40001","0","0","2200102","-20","0","94002","300","0.7","166","333","0","110","0","-335","720201101","0","0","101312","0","2","1","0.7","0.7","-168","0","90","1","0.7","0","90005","-1","91002"
"72030130","0","30","0.7","-1","bgm_M126","140000","0","100000","40001","0","0","2200103","0","0","94002","300","0.7","166","333","0","130","0","-335","720301301","0","0","101322","0","3","1","0.7","0.8","-168","0","90","1","0.7","0","90005","-1","91002"
"72040150","0","30","0.7","-1","bgm_M126","140000","0","100000","40001","0","0","2200104","-20","0","94002","300","0.7","166","333","0","150","0","-335","720401501","0","0","101372","0","4","1","0.7","0.7","-168","0","90","1","0.7","0","90005","-1","91002"
"72050170","0","30","0.7","-1","bgm_M126","140000","0","100000","40001","0","0","2200105","10","0","94002","300","0.7","166","333","0","170","0","-335","720501701","0","0","101492","0","5","1","0.7","1.1","-168","0","90","1","0.7","0","90005","-1","91002"
"72060190","0","30","0.7","-1","bgm_M126","140000","0","100000","40001","0","0","2200106","10","0","94002","300","0.7","166","333","0","190","0","-335","720601901","0","0","101502","0","6","1","0.7","1","-168","0","90","1","0.7","0","90005","-1","91002"
"72070210","0","30","0.7","-1","bgm_M126","140000","0","200000","40001","0","0","2200107","10","0","94002","300","0.7","166","333","0","210","0","-335","720702101","0","0","101512","0","7","1","0.7","1","-168","0","90","1","0.7","0","90005","-1","91002"
"72080230","0","30","0.7","99","bgm_M126","140000","0","200000","40001","0","0","2200108","-10","0","94002","300","0","299","0","0","230","0","-301","720802301","0","0","101522","0","8","1","0.7","0.7","-101","0","90","1","0.7","0","90005","-1","91002"
"72090250","0","30","0.7","99","bgm_M126","140000","0","200000","40001","0","0","2200109","-10","0","94002","300","0","299","0","0","250","0","-301","720902501","0","0","101722","0","9","1","0.7","1.1","-101","0","90","1","0.7","0","90005","-1","91002"
"72100270","0","30","0.7","-1","bgm_M126","140000","0","300000","40001","0","0","2200110","10","0","94002","300","0.7","166","333","0","270","0","-335","721002701","0","0","101812","0","10","1","0.7","0.9","-168","0","90","1","0.7","0","90005","-1","91002"
"72110290","0","30","0.7","-1","bgm_M126","140000","0","300000","40001","0","0","2200111","10","0","94002","300","0.7","166","333","0","290","0","-335","721102901","0","0","101892","0","11","1","0.7","0.9","-168","0","90","1","0.7","0","90005","-1","91002"
"72120310","0","30","0.7","-1","bgm_M126","140000","0","300000","40001","0","0","2200112","10","0","94002","300","0.7","166","333","0","310","0","-335","721203101","0","0","101902","0","12","1","0.7","0.7","-168","0","90","1","0.75","0","90005","-1","91002"
"72130330","0","30","0.7","-1","bgm_M126","140000","0","300000","40001","0","0","2200113","10","0","94002","300","0.7","166","333","0","330","0","-335","721303301","0","0","101912","0","13","1","0.7","0.9","-168","0","90","1","0.7","0","90005","-1","91002"
"72140350","0","30","0.7","-1","bgm_M126","140000","0","300000","40001","0","0","2200114","10","0","94002","300","0.7","166","333","0","350","0","-335","721403501","0","0","102142","0","14","1","0.7","0.9","-168","0","90","1","0.7","0","90005","-1","91002"
"72150360","0","30","0.7","-1","bgm_M126","140000","0","400000","40001","0","0","2200115","-40","0","94002","300","0.7","166","333","0","360","0","-335","721503601","0","0","102152","0","15","1","0.7","0.9","-168","0","90","1","0.7","0","90005","-1","91002"
