77046f731a892c1bf7465bce8579c6fe8f611d526b9f30fac03f3e3191c52912,feb0b60e1ce3ff9068af087bc302aff30b38d65eb514e9d9bafd446e1b66c690,04fa8cbde774dbff014d9cf69af038757eaa10d727b9188fa1bf8eca8b3bd8c0,397f7d24c5c66a9591032c0ee3000e3af74c2902bea697dfe496f73357a098b1,a76abd7998417f3a272dde87e321392739447d5d5d233a99b909be6684f45713,989f9f5cf179a436aa1b9d40f42c6a67481752052ed0d8e8a132401981d8e617,1d5eb0278f204f8aec9360c36af61a4a4788addcd9db8c32e639c1d67a962478,4e84c3ec97cf3db3b2d35173dc3f80d5c502165c6fe3f5af4e6438ee175662d9,20da02214a078c713c7ace5490493756ec945dbca065d81768306e9d1a15ed82,014d530c49d6600718f42ae4ea41e352a33c88a6904c48bef10961dda87e4301,9d26f0fad78c46819d52c847a73639d09fda0994c6dfafdbcfa31bcf94e36d3f,1e5ba338dd4e0b82a78bf2c0c66a0737961b94e1f4858481a86df833099819f3,cac0b641c16c5001cb377cda4479a5737ecc7d3a5f382657a6edd5c881e1c372,f79cdb69ac966624e420bfb4e8f8658a9da7c5a2818aa13c93d68ce56446bff9,0ee226cc9d42275c8b965dfd426a27a5bf52607661eb41f17384abd7cd369a4f,bb58b16ecea14fc643fff5b273a0266e8a66f4762862eced975270a5f74c5a5f,f569b1ff8188703e16d430fbf575528ec85d1ee44e7a9b9756b51499dcccc5f6,ee999ff8b3b75f3ba9e6b35fbb2014939866bcb7462f63f62f2d4e525f98e670,b504eadfe0b6e5cbacc7a44e9a4f0ed3a37851707caa790bcbaa4e384e3ffbb7,a78b635797407cbc66d3eecc17e79aa7315a3adc3a5f45c6c2164318c4c59a2e
"100000001","512000021","0","0","0","0","0","0","0","0","100000001","0","0","0","0","100","0","0","0","0"
"100000001","512000022","0","0","0","0","0","0","0","0","100000002","0","0","0","100000002","100","100000001","0","0","0"
"101010101","110010011","255","11001011","0","0","0","0","0","0","101000001","0","0","0","0","100","101010101","0","11999091","0"
"101010101","110010012","255","11001012","0","0","0","0","0","0","101000002","0","0","0","0","100","101010102","0","11999092","0"
"101010104","110010013","255","11001013","0","0","0","0","0","0","101000003","0","0","0","101010102","100","101010103","0","11999093","11999101"
"101010203","110010021","261","11001021","0","0","0","0","0","0","101000004","0","0","0","0","100","101010203","0","11999091","0"
"101010201","110010022","261","11001022","0","0","0","0","0","0","101000005","0","0","0","101010202","100","101010201","0","11999092","0"
"101010202","110010023","261","11001023","0","0","0","101010202","0","0","101000006","0","0","0","101010203","100","101010203","0","11999093","11999102"
"101010302","110010031","266","11001031","0","0","0","0","0","0","101000007","0","0","0","0","100","101010302","0","11999091","0"
"101010301","110010032","266","11001032","0","0","0","0","0","0","101000008","0","0","0","101010302","100","101010301","0","11999092","0"
"101010304","110010033","266","11001033","0","0","0","0","0","0","101000009","0","0","0","101010303","100","101010303","0","11999093","11999103"
"101010404","110010041","270","11001041","0","0","0","0","0","0","101000010","0","0","0","0","100","101010402","0","11999091","0"
"101010402","110010042","270","11001042","0","0","0","0","0","0","101000011","0","0","0","0","100","101010403","0","11999092","0"
"101010404","110010043","270","11001043","0","0","0","0","0","0","101000012","0","0","0","101010402","100","101010403","0","11999093","11999101"
"101010504","110010051","270","11001051","0","0","0","0","0","0","101000013","0","0","0","0","100","101010504","0","11999091","0"
"101010501","110010052","270","11001052","0","0","0","0","0","0","101000014","0","0","0","101010502","100","101010503","0","11999092","0"
"101010503","110010053","270","11001053","0","0","0","101010505","0","0","101000015","0","0","0","101010504","100","101010504","0","11999093","11999102"
