18e582f7dce85da4d701e6398ea7489594c89df1426f0d19d01ff2feb76f1f19,67c0f9577d3583c57831a24751890a8e94bbca10c5854e3c75fca622b691ea33,188680b43716f49655b9eb34830cb00b00e821fc6435695ec20feee667d1515c,47445b2c433056990c5835aec3c7e90ea058f856762a425809852c24d6d2bf19,cb406d448c2fab28bf76436fb7f5d372c461cd6df7b18e18f6632c85a7049fa2,0afce0eb4377e2837ad4a4904ab1842d216ff9120d30b30b6e4d3f5169d31464,00c54314fd2dc8535916211a139a34a33bda35ec14d34cb68c4d81034044c0d1,83d252c1a0bfb3985dddfbd84a815ff53ea231e56619bc09a308cae285d3344b,4a68a22784f2c89a88e593aac53b6caad66a3d4055eb7ac48c72de37e02bd5a5,8733f28873a76e3049ff6c826f4539337bd43162bbbdd93adafe2b1d01171be8,78481b82e0f1f8a2bf35b06e347bde912c12987630faff39ac208aa535e9a957,09ec87cf8a649a6b01efb1d4ede9f00387f6ac5ff25016f08a00c7a14f747903,75ce1e55d6b072fc0e95b542f0abeb69b384d09faee71869a083324a05f9f2c3,08e7cf6d835bd15427f51a036bbd883135583dd15cc9321f00f395c9fb7b8d8e,7cc58e485187e78e66bee7e141fd7d3dcc5a2426141490786fe259e0fc9c5a84,f4d8921f86c0f2692330cd819d931aec9d3501197a494377a74301635e65db7e,f30ddd8779a7c6ffcf8e1d484b4022361cd56839bb8844f909a614388b73bbd6,61f94880ab9232858a1ac235fc306e0c8c65c9ccd6c63ac2b37a8f7cd9d79216,788f356688ed469d6fbc1e21c550710b4dda7320b91800b0b518dcd2a3716edf,411ddf67cebd80ae971a18146cb4b96867164b8286f54cb899e6bcba4a73ed05,428b745446b1ec07a98684a82e77cbf6e08bad93d662a1563ea8cfdc6f00f8e6,dfb2f7c34bc74fa47681b5ec3546fe77320564021a46bd5313e09635cc82cc63,6754db95a6b200e0ae510e2624bd4f3214e3e2e8d6bc07b696d089a0cd9837d4,769f2b327742fd7e441b4dc2adcfbbb550fc387cd285fd34b6aca336d87d030c,c7f64b916003c3bd3d70b3b966385e55f4283964e8be3c5ee531cb5e5fa09454,d0926d6965dc4379b72b4f27309f36fd2d5c6206e442270503a0600a810a44a3,46bb9bd966ac724999bd4fbd168f9db25468c78c6e412dc0d3bd6c3000fe821e,1eb830cb5ef1dbfe72974e7f7dc5448331ddad368a0d78de7e8d7e9a3c0081ee,3913801a7d0b935a54509cc4c34c52c2063492e2cf845749251b1524195b5d5c,5aceb9404ca47945e137a4a92b351e901b54b11601b150b8c29c1042a9ae49f5,c9c503629e30706c8fb97105d3e41ef90378a937ab35d9979c92b7a67dc68371,fb241b2cac0b44fde84c5cc22562e1a74615159a982b2449a8fc9e3abc4469be,e61f212eb2ea7efa1fc32cb10279c882326f447ffbf1defabb1b0cb9621441b1,30215c9e87750a0009491151f02faacdf257d647adf20603dfabb18da1e51636,69e81012c94b1bfafc51863ee3b18b4a28efa3d8cd7e7843859231f72e94ecb2,28c7c540291963dab0b689250c6134fd3e2e58c936086d7369aad096d8df8a3f,77a02d2565ed8770ed6e2ce96d46370fbc2f899ad44e1b834e4bae494c548d5e,39173a6c133c082a28307644ae9f25268442b9e07a6dd6ae8d4af68c555c6e2a,74a588ff190f494aebf4aec2f6d09eadc8fe90b3ca4270ab2a4cc550ca60305f,04d99525dd9a45b68c76f46ad238dc4f54dfc4f5102f282a72ec15d7b186d9ca,2ca88d018fadbd5308d019923f9e42472fefc2fe418a6e7f6062666afcb61395,d7816bf47b37c494cc8ff8b3ee81f40e8bddb29798fb78891e0eb18f42773473,b1b2ecf25bf14c71fea7314b5443d29e2de70a30aaf19100e12c997933f0c612,01f922766312573aad475482c34e7997f19d9463c6b348205b9cd1cb42af0a16
"0","0","0","0","0","0","1","309401","0","0","10000","0","0","0","0","0","70","0","10000","0","1200","10000","1200","0","300000019","1","105000000","0","0","60","0","0","10000","0","50000","350","0","0","0","750000101","僕役‧刀刃（物理）","0","0","0"
"0","0","150","0","0","0","1","217300","0","0","0","0","0","0","250","0","0","0","0","0","0","100","0","0","300000008","1","1000000","0","0","100","9000","0","100","0","0","500","0","0","0","750000102","爆裂敵人","0","0","100"
"0","0","10000","0","0","0","1","322800","0","0","10000","0","0","0","0","0","70","0","10000","0","300","0","300","10000","300000008","1","100000000","0","0","60","10000","0","0","27000","27000","353","0","10000","0","750000201","奄美魔物","0","0","0"
"0","0","0","0","0","0","1","208014","0","0","0","0","0","0","0","0","0","0","10000","0","1600","10000","1600","10000","300000008","1","70000","0","0","60","0","0","10000","0","20000","353","0","0","0","750000202","小奄美魔物","0","0","10000"
"0","0","0","0","0","0","1","208015","0","0","0","0","0","0","0","0","0","0","10000","0","1600","10000","1600","10000","300000008","1","70000","0","0","60","0","0","10000","0","20000","353","0","0","0","750000203","小奄美魔物","0","0","10000"
"0","0","0","0","0","0","1","208016","0","0","0","0","0","0","0","0","0","0","10000","0","1600","10000","1600","10000","300000008","1","70000","0","0","60","0","0","10000","0","20000","353","0","0","0","750000204","小奄美魔物","0","0","10000"
"0","0","150","0","0","0","1","217300","0","0","0","0","0","0","250","0","0","0","0","0","0","100","0","0","300000008","1","1000000","0","0","100","9000","0","100","0","0","500","0","0","0","750000205","爆裂敵人","0","0","100"
"0","0","0","0","0","0","1","309501","0","0","10000","0","0","0","0","0","90","0","10000","0","1200","10000","1200","0","300000008","1","109000000","0","0","60","0","0","10000","46000","0","356","0","0","0","750000301","僕役‧魔能（魔法）","0","0","0"
"0","0","150","0","0","0","1","217300","0","0","0","0","0","0","250","0","0","0","0","0","0","100","0","0","300000008","1","1000000","0","0","100","9000","0","100","0","0","500","0","0","0","750000302","爆裂敵人","0","0","100"
"0","0","0","0","0","0","1","308409","0","0","10000","0","0","0","0","0","90","0","10000","0","700","10000","700","0","300000001","1","143000000","0","0","60","0","0","10000","42000","21000","359","0","0","0","750000401","幻影男爵","0","0","10000"
"0","0","150","0","0","0","1","217300","0","0","0","0","0","0","250","0","0","0","0","0","0","100","0","0","300000008","1","1000000","0","0","100","9000","0","100","0","0","500","0","0","0","750000402","爆裂敵人","0","0","100"
"0","0","0","0","0","0","1","313502","0","0","10000","0","0","0","0","0","130","0","10000","0","0","100","0","100","300000008","1","190000000","0","0","60","100","0","10000","0","0","362","0","0","0","750000501","卡里莎","0","0","100"
"0","0","0","0","0","0","1","313502","0","0","0","0","0","0","0","0","0","0","0","0","500","0","500","0","300000008","1","3000000","0","0","60","0","0","0","1000","40000","362","0","0","0","750000502","紅","0","0","0"
"0","0","0","0","0","0","1","313502","0","0","0","0","0","0","0","0","0","0","0","0","2400","0","2400","0","300000008","1","99999999","0","0","60","0","0","0","0","0","362","0","0","0","750000503","黃","0","0","0"
"0","0","0","0","0","0","1","313502","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","10000","0","300000008","1","2000000","0","0","60","0","0","0","0","0","362","0","0","0","750000504","藍","0","0","0"
"0","0","0","0","0","0","1","313502","0","0","0","0","0","0","0","0","0","0","0","0","700","0","700","0","300000008","1","3000000","0","0","60","0","0","0","0","0","362","0","0","0","750000505","卡里莎","0","0","0"
"0","0","150","0","0","0","1","217300","0","0","0","0","0","0","250","0","0","0","0","0","0","100","0","0","300000008","1","1000000","0","0","100","9000","0","100","0","0","500","0","0","0","750000506","爆裂敵人","0","0","100"
"0","0","0","0","0","0","1","311409","0","0","10000","0","0","0","0","0","70","0","10000","0","600","10000","600","10000","300000020","1","107000000","0","0","60","0","0","0","0","83000","365","0","0","0","750000601","海岸暴君‧鮫吉","0","0","10000"
"0","0","150","0","0","0","1","217300","0","0","0","0","0","0","250","0","0","0","0","0","0","100","0","0","300000008","1","1000000","0","0","100","9000","0","100","0","0","500","0","0","0","750000602","爆裂敵人","0","0","100"
"0","0","0","0","0","0","1","313602","0","0","10000","0","0","0","0","0","110","0","10000","0","0","1000","0","0","300000008","1","99000000","0","0","60","0","0","10000","0","0","368","0","0","0","750000701","蘭法","0","0","1000"
