23883a1ec7d5b84fc302256b2d95389d5adc8b3eacfb0bde9c162c82dde00a4a,a96918d4b3f2c0f3e4d70908900cff430e0545d0d7f3176d85886fb126882527,a80640cffa13080491922f0ea35dc28a17aded3d3257fbd79a1f3f06e18d3850,726e90867722c708b1192cf49f61b2ce110e069aa0ca9e67d5f819ab84b07ff0,a7c7d23f2d555917a9a9942c74a80124c94bfc0fd3c87375ad4decd94504e47d,363e6e3e5e71afbbc19e467d9b3e1818d965b10a43a458c09d928ffd5e02e8af,ad18a19700fb60508bd645c5f7c4f0d76a8f2e35fae19f276a139d5cef61f94d,fb7a12df2ac3d5bcdd8c0a0eff831534c1ae0dd71e46d5b0c47bf7ee9031065f,4da0d4f4c7ffdc433dd570c0eff5ee0dc94bdd892f4fc60aa9eade7e186bc7e1,8982a72f3229650d7ce5044f6ba078ff0c5d150664d43fd1f1615ebae7a70135,0e7207b57007195eb3ff0e6db6284937e60f21ae7c932d41a5931ca0ce47be84,78fe81e36bd4e4ba1ab3368494a78991000c1e4d8d7b672f8369c400acca5442,a9815bbebee3a90a884fce1ff83943ddeafbb4f33805d4b33dc31b5e2949c1a1,83a2b64999f4539736d85e076fc8307961b326ac2df355d8c189dbcf9f694107,69abfc3a703b3fa70aced5dff66c72ee2326f9372e33c44aebaf0597f6b824c8
"bgm_MC170","0","92407110","94002","0","1.3","-30","100198","0","0","1","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407120","94002","0","1.3","-30","100198","0","0","1","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407130","94002","0","1.3","-30","100198","0","0","1","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407140","94002","0","1.3","-30","100198","0","0","1","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407210","94002","0","1.45","20","100198","0","0","2","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407220","94002","0","1.45","20","100198","0","0","2","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407230","94002","0","1.45","20","100198","0","0","2","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407240","94002","0","1.45","20","100198","0","0","2","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407310","94002","0","1.4","-30","100198","0","0","3","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407320","94002","0","1.4","-30","100198","0","0","3","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407330","94002","0","1.4","-30","100198","0","0","3","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92407340","94002","0","1.4","-30","100198","0","0","3","bgm_MC170","100198","0","-30"
"bgm_MC170","0","92408110","94002","0","0.9","-30","101822","0","0","1","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408120","94002","0","0.9","-30","101822","0","0","1","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408130","94002","0","0.9","-30","101822","0","0","1","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408140","94002","0","0.9","-30","101822","0","0","1","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408210","94002","0","1","20","101822","0","0","2","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408220","94002","0","1","20","101822","0","0","2","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408230","94002","0","1","20","101822","0","0","2","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408240","94002","0","1","20","101822","0","0","2","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408310","94002","0","0.9","0","101822","0","0","3","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408320","94002","0","0.9","0","101822","0","0","3","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408330","94002","0","0.9","0","101822","0","0","3","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92408340","94002","0","0.9","0","101822","0","0","3","bgm_MC170","101822","0","-30"
"bgm_MC170","0","92409110","94002","0","1.25","-30","101191","-50","0","1","bgm_MC170","101191","0","-30"
"bgm_MC170","0","92409120","94002","0","1.25","-30","101191","-50","0","1","bgm_MC170","101191","0","-30"
