cfaf4a0f2db53d26088a42fdc2df5c7da66b3c6cb55a671a579db2b2a35b3551,301785bd732e2392b77bc940517dc3cd27bf8ca40bc6f3ced1bd6d2ff1cf39f1,6a10a1d4ee2ef7ee71975da5d7ca3856cd4c0dc2d3cae674e712c093f7cf6d80,b77a52674e37f26e791e051bc0b904598e3032a65355009e4b197274d6a98018,9ed8310be0a6ea65b39fe027038ed6b971b39fc2a9481bd1d2fe01329b93efec,305a41d0f7aa762d8b3539b00dd94a49972b402b0b6fd6fb463b240a82ba1cbc,c0b124089cdc6e1f43d7f32bb328359608a8c5f5b6786506456efa10a1b207da,774e062913499075fb0ba2f5e5f8c4759656db0250d0960d6e363080149017f5,82af41a1e1ba7918d309f987a28420f69fece9bd8dc5a22ec3352546af264f49,73f3d30e1ebf18fe2eed96a9614c1830a4057fac1f880d6cbdee7597f61a2772,66ab20524cdb696f5f27000452f23c7a79ec8da2c2b17e1473b23c791006bdc3,18e845596ac0548e4a030f5dc7e71e37bfa72a9a4c85d3bc221b861a7ce85b62,505923b821e72ca907987eef074dfb4052b365f53fe4597f7c8b4f48183c657b,15d61e9ca5643e44c4c6a9828e4d3bf257150456d421f82e01af9c91ff2cf724,25cc4521e03a8970a5527480db9f3844bf442f4102d82c3c8483db1cc6256f85,d64a1163ddc90ff0e69b5e4b7437ffa2a760939ae27b9004b1ed92c88db95cc5,ba96765b7a50a82c593b5059c4fd594d9fcdc41d460640d74913d186586c91f3,77fd2b2e5e7753639f87121b121a9adf27161475c2b1baa5b9518e6aaac89671,a705c74e6be89d9bae37328cfc123b3334e656c489ea5209ffc9ba436e17ca5d,7d65e03e347e95c5b3cc08e61972f2e34eba2607dacc28317521c29821f2b20d,eeec935683de164426e30919e72d2f1f60a3290185b6b3de2d412c674ff07b7f
"2018/09/01","101011","1001","25","2018/08/31 23:59:59","2018/09/01","1","0","0","40004","戰隊競賽開始！\n和戰隊夥伴們一起討伐怪物吧！","101011","0","2018/08/22 16:00:00","2018/09/04 16:00:00","0","2018/09/21 15:59:59","2018/09/21 15:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2018/10/01","101021","1002","25","2018/09/30 23:59:59","2018/10/01","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101021","0","2018/09/21 16:00:00","2018/10/03 16:00:00","0","2018/10/22 15:59:59","2018/10/22 15:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2018/11/01","101042","1003","25","2018/10/31 23:59:59","2018/11/01","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101042","0","2018/10/22 16:00:00","2018/11/05 16:00:00","0","2018/11/20 04:59:59","2018/11/20 04:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2018/11/30","101161","1004","25","2018/11/29 23:59:59","2018/11/30","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101161","0","2018/11/20 05:00:00","2018/12/05 16:00:00","0","2018/12/21 15:59:59","2018/12/21 15:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2018/12/31","101171","1005","25","2018/12/30 23:59:59","2018/12/31","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101171","0","2018/12/21 16:00:00","2019/01/07 16:00:00","0","2019/01/22 15:59:59","2019/01/22 15:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2019/01/31","101191","1006","25","2019/01/30 23:59:59","2019/01/31","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101191","0","2019/01/22 16:00:00","2019/02/01 16:00:00","0","2019/02/19 04:59:59","2019/02/19 04:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2019/03/01","101202","1007","25","2019/02/28 23:59:59","2019/03/01","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101202","0","2019/02/19 05:00:00","2019/03/05 16:00:00","0","2019/03/22 04:59:59","2019/03/22 04:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2019/04/01","101292","1008","25","2019/03/31 23:59:59","2019/04/01","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101292","0","2019/03/22 05:00:00","2019/04/03 16:00:00","0","2019/04/22 04:59:59","2019/04/22 04:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2019/05/01","101302","1009","25","2019/04/30 23:59:59","2019/05/01","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101302","0","2019/04/22 05:00:00","2019/05/07 16:00:00","0","2019/05/23 04:59:59","2019/05/23 04:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
"2019/06/01","101441","1010","25","2019/05/31 23:59:59","2019/06/01","1","0","0","40004","和戰隊夥伴們一起\n討伐強力的怪物吧！","101441","0","2019/05/23 05:00:00","2019/06/12 16:00:00","0","2019/06/22 04:59:59","2019/06/22 04:59:59","90","戰隊競賽開始！\n培育角色挑戰怪獸吧！","0"
