b95e818435504733269e55d7af992c9560c293e13c4c4ea68fa7c43b752b466c,7b2eecc80dae8a52cc7325ea524d86978f7e751fbea60524a85cdbdcd06abf8e,cc7c095cec2a8f61171c5af8d7591c83c69621e8906396e07355f9bc1abb20aa,baff79a75182f7f4be282fc85c0a0a82a393ddaa11c9c2db2d8de76b6f337a05,7d381cf3d93d0b4bcd7fd8d156ad5ec7f253a284577d446c9910c580033bbeda,519f2b1bb3b75f48ec0cfcd06a5317a4e149a91cefb7f2f14d2c1c8734d1e24d,d8adfff0e07187be8fb6a5a7e4e739f35874f757ffc36f79c7af9e5070cb594f,2509be5eb1bd7d4f5a40866408757112a3f130f028fa458cc394e88ecb7ae030,4ff2f63fe3fce59582e28a6d8bf9d5255bae304ce4313901009832bbd8aea574,cd01367ad0b7d016a4be717055062faa612ab957360beaed49b98c22e221f5c9,49bbeca73789edcf9e9916b8945576d9e3fca16d9e53d11e3e5a5ef2e6ea40ab,52a864ba94226eee8c69963dabcd82a8ea755acd9763467b39aff68d56918204,8b20666af3e57f5d61ed5b785a74f80c4f5a75294a5db88d1b57c46fb7820a83,215e233cad6e78b2da7265e5beaa8c66a3647c96620035004e1d3f18178a630b,3e96ce2697731cc6392180163ff840785566df4846bf15a652aef8d4e5fceba4,fb8d12101222cbc75ab5429eb6271e62fad66fd140f6fc0bac6af176f3abd9f1,ac9d0de898b014f07034ee8fde739b05cb25f313d91b2e2a4d04947fecf6a403,7d044844097c5457375eec6054573caa37cad637898c736b77797b1d07b2d1b8,e3da2542566ee8bef39246907ecd0dffc6301fd9dcafe759dd42d77203e7f80b,04553ad83f9e224a3bed753cd219d1d86d5150b333c90902a00c44ca7579d0a3,b1edadb81abf2ed0d3fa43d1bf95a0819b3ca5995f3ec80f51c8bb0ed681ccb2
"5","2015/04/01 15:00:00","0","91002","0","黑社會公會，前往背面世界","0","1","0","20","0","8","分支劇情Ⅰ","8","0","15063001","2201008","2201101","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","鍛鍊吧！　幻變少女","0","1","0","20","0","8","分支劇情Ⅱ","8","0","15063002","2201008","2201102","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","到奇怪的國家校外教學","0","1","0","20","0","8","分支劇情Ⅲ","8","0","15063003","2201008","2201103","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","擠公主遊戲！","0","1","0","20","0","8","分支劇情Ⅳ","8","0","15063005","2202003","2202101","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","布丁幽靈與甜點城堡","0","1","0","20","0","8","分支劇情Ⅴ","8","0","15063006","2202003","2202102","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","女僕‧In‧龍","0","1","0","20","0","8","分支劇情Ⅵ","8","0","15064001","2202006","2202103","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","看招！鯛魚燒","0","1","0","20","0","8","分支劇情Ⅶ","8","0","15064002","2202006","2202104","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","機械人族與騎士先生","0","1","0","20","0","8","分支劇情Ⅷ","8","0","15064004","2203003","2203101","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","FUN FUN野餐♪","0","1","0","20","0","8","分支劇情Ⅸ","8","0","15064005","2203003","2203102","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","突發狀況！？妹妹大戰","0","1","0","20","0","8","分支劇情Ⅹ","8","0","15065001","2203006","2203103","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","軟綿綿的戀愛之路是草莓口味的","0","1","0","20","0","8","分支劇情ⅩⅠ","8","0","15065002","2203006","2203104","0","2030/12/17 14:59:59","0"
"5","2015/04/01 15:00:00","0","91002","0","魔法少女與蘑菇之亂","0","1","0","20","0","8","分支劇情ⅩⅡ","8","0","15065004","2204001","2204101","0","2030/12/17 14:59:59","0"
