b8a9f37b6f947ee34223f35f4e09c524fc5e3b81fbff2d9e0d9165df6e61f9fe,b9591dc3da382f5d57004684cad027bca597be32697ebb6ec1d489067761833e,e3b6dd20c9cb05dd90a9f570477daad20936f8771f4db7e56bdcef2f18d42539,f75ea156a76f294dc740723da6c8a608c86f29af0f6029b43c29c656d61049ed,0df3f6fc2fd8ad60934bc1628dc3764d095cb432f3a7f8dbf4bb3aed44b23e04,d5a1e6a83b62de998d22aae67ebfc8676a2fb05301c8f5aad6d696f68908381a,d5a0869ac5ab85104f462c00bd5368c2a62e16d5388cd79f80f836134dfb3304,e552d26b117e75fc44db7339a442021a875c17169a1b694cde6e28a92e3df11c,c9a71a9b3fc5373b6c8a715b800d6e1772f114169fb7d19500ac07376b3de0c2,1271cf8382225ebab649c6939409532cfed6d566cccff20a805f585661c9eabb,83932304c9a3ba7976438e6f8d36e3e7d09df1aac5f9221293b19dca9aaecfbe,caff82ef0927d0bb58831f31c1f73fda1a0cd43d4b386cb022116e3b2c0bedfe,e303ef5a30d42ef411162e334866831452cba60d544d479ce28a04f23b3eafeb,cb29fab2013ce4e791bdc5d670b0f611cdba25854dd71667f9c084d4da76e4b9,a83bc9c97479faab673457609ab08f0d7ae82f56f9bda35fc86bf2c86822e5bb,8fb5c1b677bb6c53237c256e48b1ba3b6782dca7af38721ab782a6f747fdbc8e,bf6f653285d3d5de4c26525f6337f87f488d48d249947aa682a398e1997e35a1,df81f1f851543bd0a67d1f931e3d139ec4aa2a19102756248f2e2359c8a63a97,cd468bab79bec109c22d772c81a3639c8d53b92f4fc96c0271b6dd4976a82e51,d58d39758d42c4a982f709d610cfcb8678fa872f809c1b0a5c824f38cdf53e7b,9e22de68c2f9db10cf8d20d983fc5864524e32362f1143323ce9d2c8518d3dc0,8d597c9b963ee26048224ed751145ece6089366c3eed8ca501af2a55579994c2,d4061695fb5d33dccf59eee444685481c3abad2fc7fd2d9828768899d87235e2,855d9b65f3aa192ccde7784d2bffbc21e65c9b96eab4f4b07dd6c2079566cdda,e48ae5b0b9ab20d45259e139abe5174db753647e4e03d9cbad1b0c23e798fe35,f5563b308c8e6051e5425da2280cd02855144cc993fe4df5b4a8ce69dc65f919,ee15e36883e5ea7df956ce3414fa312b0f8524c2ac0796ec630b127e15303b47,35b4e48a99df1bd91324b5cff3d013b49cedace0d432672c149096ecb2946b91,c230d507448dc2141b87d8b90480c297cae9329a405a3da2e90d15264806aea7,959d261c511de208c8db3cd56c7e20b5975adad9e12009198e61d586d57f7b2d,295b30dcc72120bb3b860ce376a609f1802672a2e6a67fdc7f236b6777969fdf,139cf0c21eefe02733579771f55969de7c5a96b59e3835cdbd0edc10433bee33,15abb036cb28e300099bbf63de8d64f11be5bec77155e95b4c701548bf338e5e,d2590d7484d7a4ea65d2280b2189705efc6948a412804050a2c2d90fa4a2276e,92c4af7be4c9b3bfb0efdfbadbbe0eb0650284f2b9ab1fbc3b070be7e9e3affe,ed6c1e0a726a7eab738362e148f66dd7e412815446ec672703fb06c50f4cb2e1,1be798c24bec04304c1be6513874d0a2a8fcb9415568827bf6841fc25debbaef,2d8652df3d4ebe0a1f6a395a15fa83e061fa3e03955fc6bd9c25741897c77a18,c505818ce30d8a21245f9179a301ff9db7bc2814ff2102d8e20c2c60696073d7,ecc8555c2d28b0e81406d63d73392831095414ea351e2afb99c8be21eafd1566,34e749b6c7a00e599f7465dc52f66649dccbf5060328831811c897c20706e160,105db1102b7ce3bb080e103e6bc54d6c0f8683dfa647f0d1aea86867a43094cf,bbd3526d2bf08c45aff5abea4a5209e72334559cf33d8466955f6be27e804862,794386ed04d0cf151361487a5619a9c2718484256864c89e50b1c2e9cda8939e,c37d30c6fe45e9f45a508a95c6087a3462e84332e5494c9e2cc4b3bac50cc3fe,f8b4480b081ef6f14532d901b6664644301ebdd4acbf0894fd4e9d8d6666e787,431dfdfe92902f63e48238e354a011353b758b427b802abef7fc428cc787d276,adfded03153cb7ff9bd0a40f6079c714ad19aeb262e3a4d0d1c93909f0c07ee3,4d2c3f160c138f383fc1e9b42a55a25d963a82a9542fa79b98c9e6f26dc87856,c50fe499e72018b9bb50fb935f964456e2bd60d812ad990cdb38b1c752ba51dd,130f3eb8dbec8ebede623fbf73727a171c8caa73f8620c2abaff73fb225a2b34,6bccd0a02d90164129dfb8ff1eefafabfa93ec91db4e46c7b4bcc528aa06246f,f444e567a561ef3e0e595121f266d93014e5f1c1f3390acc445166e90bd98abd,981331c4e4a6d1bf8c5d322b7f3488f62be94a9cf16a92a5062f90cc51d0c56a,129cbfd1b79fb311ae9d06fbcdb4beccc6212472dd4f9719113fe293483402de,ba3ab897a9e78100149a413a8d33eded2ce101c13cce79c94e9873e137a981f6,d726de6c464503e71a9af0b10a97265b5cedc0da256369b205e1682cc58f5c1f,9055683c7e72d7dbaa10e9c2610537958c726c481f51670734d7f38985b45dd7,8bf964fb639bd8e2fe791b01f5877014bc4ebd45fc1396ccb2c1d67facd90072,49c534269f96d8016db3653ba75667a2aa6ede2ff72de9b13a28dbc56c744b87,f14840dbd2991bed3984d66a701f4852d8bbd7c49ed9e6c49ffe241ad4d0b3f6,7c8fa4c3d282a1963013e315ec0b2188da12dd25481cf8468f4f0ae5c089a329,6d7951b880ef8572cd4d7937b49ffbef83e8a69ad92c8dba793ba2a3fa879601,5340c784b79a1d34dd090b60c8faa04ef1add323fef972bad4db0284075524c3,15449d3f4586cb89c77d0f40fcabc04116156ce68b38bae49f6bdad36d86064d
"0","100101","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-6","0","0","0","140","0","0","0","0","0","0","101","0","401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","100102","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","-6","0","0","0","402","0","0","0","0","150","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","100103","303","0","0","0","303","0","303","1","3","303","0","303","0","303","303","-6","303","0","303","303","303","0","303","303","303","0","101","0","303","303","303","142","303","303","303","0","0","0","303","0","303","303","303","303","405","303","303","0","102","303","303","0","303","303","303","0","0","0","303","303","303","303","0"
"130","100104","0","0","0","0","0","0","402","1","4","0","301","410","0","0","0","-6","0","0","0","0","0","0","401","0","0","0","101","0","0","0","0","301","0","150","0","0","0","0","0","0","0","0","0","0","0","0","405","0","201","0","0","0","0","150","0","301","0","0","0","120","0","405","0"
"301","100105","301","0","0","0","301","0","301","1","5","301","301","301","0","301","301","-6","301","0","301","301","301","0","301","301","301","0","101","0","301","301","301","301","301","301","301","0","0","0","301","0","301","301","301","301","0","301","301","0","118","301","301","0","301","301","301","301","0","0","301","301","301","301","0"
"0","100201","0","0","0","0","0","0","0","1","1","0","0","0","0","0","410","-7","0","0","0","130","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","100202","303","0","0","0","0","0","0","1","2","0","303","410","0","303","303","-7","0","0","303","303","0","0","404","0","0","0","102","0","303","303","0","0","0","303","0","0","0","0","0","0","303","0","0","0","0","0","303","405","201","0","0","0","0","150","0","0","0","0","0","120","303","130","0"
"0","100203","0","0","0","0","301","0","301","1","3","301","0","301","0","0","403","-7","301","0","132","0","301","0","301","301","301","0","102","0","0","0","301","301","301","0","301","0","0","0","301","0","0","301","301","301","0","301","0","0","105","301","301","0","301","301","301","301","0","0","301","301","0","301","0"
"0","100204","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","-7","0","0","0","113","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","100205","0","0","0","0","0","0","124","1","5","0","0","0","0","0","0","-7","0","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","100301","303","0","0","0","303","0","303","1","1","303","303","303","0","303","303","-6","303","0","303","303","303","0","303","303","402","0","103","0","303","303","303","303","303","303","303","0","0","0","303","0","303","401","303","303","0","303","303","0","103","303","401","0","303","303","303","303","0","0","303","303","303","303","0"
"0","100302","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","-6","0","0","0","140","0","0","0","0","301","0","103","0","0","0","0","0","0","0","0","0","403","0","0","0","0","301","0","0","0","0","0","0","145","0","301","0","0","0","0","0","0","0","0","0","0","0","0"
"0","100303","0","0","0","0","0","0","0","1","3","0","0","0","0","0","407","-6","0","0","0","0","0","0","0","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123","0","0","0","0","150","0","0","0","0","0","0","0","130","0"
"0","100304","0","0","0","0","0","0","0","1","4","0","0","410","402","0","0","-6","0","0","0","0","0","0","0","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","100305","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","-6","0","0","0","0","0","0","407","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","0","0","0","0","0","0","0","0","0","0","110","0","0","0"
"303","100401","303","0","0","0","303","0","303","1","1","303","303","303","0","303","303","-5","303","0","403","303","303","0","303","402","303","0","104","0","303","303","303","303","303","303","303","0","0","0","303","0","303","303","303","303","0","303","303","0","105","303","303","0","303","303","303","303","0","0","303","303","303","303","0"
"0","100402","0","0","0","0","0","0","0","1","2","0","0","407","0","0","0","-5","0","0","301","0","0","0","0","301","0","0","104","0","0","0","0","0","0","150","0","0","403","0","0","0","0","0","0","0","0","0","0","0","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","100403","0","0","0","0","0","0","0","1","3","0","405","0","0","150","0","-5","0","0","0","0","0","0","0","0","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","0","0","0","0","0","405","0","0","0","0","0","0","0","0"
"0","100404","0","0","0","0","0","0","150","1","4","405","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","303","0","104","0","0","0","0","0","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","100405","301","0","0","0","301","0","301","1","5","301","301","301","402","301","301","-5","301","0","301","301","301","0","301","301","402","0","104","0","301","301","301","301","301","301","301","0","0","0","402","0","301","301","301","301","0","301","301","0","104","301","301","0","301","301","301","301","0","0","301","301","301","301","0"
