5d30432598ddff8abff87956e631ec52b713102ff4ac83d3ee6a0e1d9154bb62,01b3d99a811a88dbcf4bac63ebe367c00b9cf50dc9110357c07772c7b282c900,92cbce7b708b4a4cdf6a75f6ef52826f31bedd7027577363911ae58b84722db2,f5cd1060842cf6a5ededa92e3397f2d2786743ff106cb5b2255b1470894a0910,9eda37c6ce54e2a774b03733b57eff6528c61e320e02a9ca7cbb45107658dc42,e39a5eb9179193df709d4a7759d989d39248e4b19ebfe235a9f704179e2a4c8d,44d115b54a43a48ba896eea9dcb931204ee7ae67c37a53a548f3c8af9056b3fe,96bf4035531b08a92799b839fdc5cbbb3bec5496542f6f839c99059627511aa7,9e8b9b9414c7d84694a44ace3072f9d7f4167d2a6d245157fb7cbc1712b2a4b9,84e1d61851eb2a615a7af9572d5ab4b77549f2c4164ee1e4bb953d13806d4ab7,4dc75d15550d0bdda3db17697825ca7fa4b6788823d354766e027eb76e073123,c9e2dc1b1509c2be162e31672937e466d8da7342657e27ee80477843ddf88bd4,83913be0ba0b0ab24aafdd00e53a894337e25da3378afbdc2d4147fc69873dca,28e80e3bf253bc20ece7ee534fb537a7affd62109e597f8b3c1e7fcb33b63f18,0c69392c583bfbcc658ef88f6fab14090153448e5ea57833e393dde2f0fa65e3,696f1dcbc31a4ee9f83ab89a1ce83fd11546d42789a2e2e239408ecdcf701083,9b5ade4feb4f57dee4680e7bdd0990faa5ad1d2c8fc6ba36219deefc5b9f7853,a35781acf3dc1b2c86ff2d997c90ce8c3ca1f81effdbe6df1d85856b8ebfce5f,6f57faaa41ea2f8aa835df08cbb2cfecd369091eb8eda1a4d43b9355d76e7487,ac81ca3b4e7eed3a728f91588f16bee698e004a36b49916ddd874ec4212e5fe7,6cb62f89510a21af2499bad5b5f6d1895ecd321ff083f021641cec051bebfa4c,856a3fcc4f24a7ee1e02e44c6e613f6898f93fd398d63ced902dbd5ca59be3de,9b3717086c0c4856ecf0228a70e1417d370735f3b4b3085731af1c0a8e112fdb,04da89c47a58600f3b2607c814472cb7fa7d86cdcb37e7aa7889084e7f92ed0f,63d6a76612f1dea9c0f1552542e7cb5a0184b44ff633400807cd4859ea563de5,924cc75d8d2d9fbb8dda49983ec1623c9e0193422a8eedd50a082d380f29ffbf,ef1b28a14acd4ad7219889ff4f2590a7ee53ac780a9dfdd53186e67dfb6af017,f3c11d4578b663fe56454b3b11e449eeb14311436dbecc59ec97d038b43e62af,841cb3b48541dea56ad7f782e310c0323fc6feac88552000b60d05eef91faa17,553d3582f122ba4d1c4bcaf892b8164f48b3e516f069d684c51f17b2642ff02d,1bfcc3e3f7dd0f5248379b85da8e7b7ec3d06bf50c49bf35898b144bf69c3e86,319e585418aa3010c56f689db5063c2344941e0c8acf1b803c0d45850939a6fb,a90e0939c9439800cee1693d3ee13f499c22c089c6906dd77a9685992baaaf57,0b43491c56f6781ed16182c925bb4b4cfa36b8023cc488bbec1b49ff1a3eaf5e,72111192a1e50b8c1425e0699c161db124a887f3a9a61eaea4fffb2e168a606b,b0478847d254a5edd7f4c6a236de2df8ddfe153569b6e7d4ccb69742bef5faac,8606e91f078cde638ac9ca6184956715ca24b3d08ef07a8385351c425e3a897b,b0eac8d755b27a56ee3497d5edac51ac7ccc2643c9f7bdc757da61b9511dcf06,8b1640e0663499e7727eeecaa1aa9b8beb980ccaadf1bcb636d52bddd68c1733,2303d5b1378ffde00ecc2ef2646b5bacfe227b8f6bf372450ce7a073638d4804,3026699f4a78233ecc657fa860eeea40189c662bd3a482f51ff49031a63a47e9
"12000","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","113011","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100101","4"
"12100","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","123042","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100102","4"
"12200","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","113071","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100103","4"
"12300","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","123072","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100104","4"
"12400","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","113012","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100105","4"
"12500","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","113013","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100106","4"
"12600","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","123041","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100107","4"
"12700","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","123161","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100108","4"
"12800","0","0","0","0","1","1","0","0","0","1","2","50001","3","0","0","0","113162","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100109","4"
"5","0","0","0","2","6","1","0","0","0","1","2","20001","12900","0","1","0","91002","12","140000","4","0","4","0","1","1","1","50001","100","3","0","1","113191","0","0","0","0","0","94002","2100110","8"
"13000","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","123192","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100111","4"
"13100","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","123193","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100112","4"
"13200","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","113221","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100113","4"
"13300","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","113222","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100114","4"
"13400","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","123251","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100115","4"
"13500","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","113252","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100116","4"
"13600","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","123281","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100117","4"
"13700","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","123282","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100118","4"
"13800","0","0","0","0","1","1","0","0","0","1","2","50001","4","0","0","0","113283","2","91002","12","0","8","0","30","1","0","0","5","1","0","1","94002","0","0","0","0","0","20001","2100119","4"
