288bdc37054aeb2efb340ef2700278476f9a391d9c3c14bcc3de7c22debceea7,05c132d1623771fc84055759521fb96c491ef766e2ec4e007e9a53d647a6bf83,abf756703e56c23f4004b301ee2f8469e028036a56aa0efe31eb516c8839ad68,312a924f3db65a85ea52bc85a616fafc297e69f1b6ffab53f3fdf60aabfbb161,ba91308e8d2da0281eb67311a861d9ca9d5bad0e44fff5fa744b465707afbc34,d0c59d47d5c657e469e77336aae77db714db6332753dca311daa7b7366f0b06f,84bb6b0a40571b2680b22ab9ff5f5f6ad8cffb7a38341abb40edf5d13d260c5e,4eae43a617b555dd21b5df8e8f206034632f93caa9bd64cf0ea4b999f469df9b,993877445b794a84a91293050bfeec8690e0975195f14cb3808d1dcf91d84108,7753c2f4032ce11c633ce18b33e175930624ed1e64b26d653a89abe4f9bbb9a0,91d41e4b93870a411825c1c36879ae7ba987eb8bd44924a73ea7fe326799c94a,5161545a85e06bfb34cb130a27dc71aa8a3b1871b9e804b1b12c059eca759416,9f98d60270f2cc1cc0033bfd7e61407b92c53828e05b20bea17714cbd081ccca,7e5bc5a52dfc3b92d80e1c16cc8f1c35af4c0528d51fca33b07935fd8c5f3fbd,9569943bf4d60ec4dc18a4b6279be2fc5b3554640620cfe08120d2169e334ca1,75fc977d9bea0e859bb75a38049382c5f76db49c1b65b10315b65c844686ae89,7637690595f919bf0143a45e3a20e4158eb8e7fd9ad4a77ff363e847364970f9,0897b6049f845029782e6857c49965266e33bc66aeb2de7e1bb6690b45815f04,a6e341dfe3de17e271dd6a268373b55b58e4f3848d7ab52bcd27e294f8d208fa,1063dcef57b1d487a6eb59b6a01c4354ded357df5f7c27d3939684d41d9f9a58,d7dd798da5cebb73ae15a63a7a0e39184d800ba8f744e90c0eb550de5fd693b0,7751e54cd159e47a91bf5cb86424b3063d44555c21cb6bf42a0fa335a5cd4c69,cc586aeda7d7f6b869b7e7eaf2987693d4f1c02af039aaffd1576689c7897b02,a71b9c82b7c1bed041c8da79ea81a2d3ec8ecf7a29580aa7448e789040cb657f,79867d68c896a2818bdd30cef95e340a61b984555b1fe411015052df02834208,7fd2418d561383e48b763c22b5b3ec711203bc36b4629f235528be79f1049a12,1837e7d3ef909462c7e11a5560548b0edb1c9be115d4898e823c7def39a2e172,2eab0fa26cc2f5fe47d1532cdee75c32052fc882655636915e12190aca61694f,f47351a96ea9ab7241281ba583f96435225500220cd8c8cbd06e78bfea978c92,f6db34617a05c97a4bc4291454acf83bc265c875d58326358842d22cc66c26db,1c17c886d37d4f2b3bec5e8474788926af7ce8a99ff4c0836d079fc3de25bade,8ffacede8c49083d2fe44dce155b263b232f3511d4909e5c27653ee99c0aa466,5f0e00b63a018609dc4cd11122e44ce49004b2813491b932ccaed5a48c120538,ba5330baf33e1ce03b2de1d93670eccdc030c39815d41b4b98c458f7b0dad908,93336dca958d2156376f8f4a9e7fc8b1b6f981c8e701cf9ae83647ed96ebd801,fe267a39d7fc1f737755a379676c96615ca611428cc84d9e4c9070685e4176a4,2ca1413388317d64bde033430871eb94d7a23840d88d99af58ae018790b4bfa6,7be6b811194db2d869ebe9ffbad35feb088726af51b803ed9a3e1482a8282c7e,5e247006a243bf468f5e08e9e8b7c589b925a440131b62838fc798ba142f18fe
"0","0","0","0","0","0","0.3","51.04","0","0","0","0","5.67","41.77","0.25","0","0","100101","10000","0","1","0","0","376","0","0","31001","0","0","20","0","0","2.28","0","0","0","15","2.73","0"
"0","0","0","0","0","0","0.45","61.24","0","0","0","0","8.5","62.65","0.37","0","0","100101","20000","0","2","0","0","451.2","0","0","31001","0","0","20","0","0","2.73","0","0","0","30","3.27","0"
"0","0","0","0","0","0","0.6","71.45","0","0","0","0","11.34","83.54","0.5","0","0","100101","30000","0","3","0","0","526.4","0","0","31001","0","0","20","0","0","3.19","0","0","0","100","3.82","0"
"0","0","0","0","0","0","0.75","81.66","0","0","0","0","14.17","104.5","0.62","0","0","100101","40000","0","4","0","0","601.6","0","0","31001","0","0","20","0","0","3.64","0","0","0","120","4.36","0"
"0","0","0","0","0","0","0.9","91.87","0","0","0","0","17.01","125.4","0.75","0","0","100101","50000","0","5","0","0","676.8","0","0","31001","0","0","20","0","0","4.1","0","0","0","150","4.91","0"
"0","0","0","0","0","0","1.2","1847.2","0","0","0","0","22.68","167.1","1","0","0","100101","0","0","6","0","2","789.5","0","0","31001","0","0","120","0","0","4.79","0","0","0","0","5.73","10"
"4.68","0","0","0","0","0","0.25","0","0","0","0","0","0","36.75","0.22","42.15","0","100201","10000","0","1","0","0","330.8","0","0","31002","0","0","0","0","0","1.94","0","0","0","15","2.28","0"
"7.02","0","0","0","0","0","0.37","0","0","0","0","0","0","55.12","0.33","50.58","0","100201","20000","0","2","0","0","396.9","0","0","31002","0","0","0","0","0","2.32","0","0","0","30","2.73","0"
"9.36","0","0","0","0","0","0.5","0","0","0","0","0","0","73.5","0.44","59.01","0","100201","30000","0","3","0","0","463","0","0","31002","0","0","0","0","0","2.71","0","0","0","100","3.19","0"
"11.7","0","0","0","0","0","0.62","0","0","0","0","0","0","91.87","0.55","67.44","0","100201","40000","0","4","0","0","529.2","0","0","31002","0","0","0","0","0","3.1","0","0","0","120","3.64","0"
"14.04","0","0","0","0","0","0.75","0","0","0","0","0","0","110.3","0.66","75.87","0","100201","50000","0","5","0","0","595.3","0","0","31002","0","0","0","0","0","3.49","0","0","0","150","4.1","0"
"18.72","0","0","0","0","0","1","0","0","0","0","0","0","147","0.88","548.6","0","100201","0","0","6","30","0","694.5","0","0","31002","0","0","0","0","0","34.07","0","0","0","0","4.79","0"
"0","0","0","0","0","0","0.3","51.04","0","0","0","0","5.67","40.62","0.28","0","0","100301","10000","0","1","0","0","365.6","0","0","31003","0","0","15","0","0","2.51","0","0","0","15","2.73","0"
"0","0","0","0","0","0","0.45","61.24","0","0","0","0","8.5","60.93","0.42","0","0","100301","20000","0","2","0","0","438.7","0","0","31003","0","0","15","0","0","3.01","0","0","0","30","3.27","0"
"0","0","0","0","0","0","0.6","71.45","0","0","0","0","11.34","81.24","0.56","0","0","100301","30000","0","3","0","0","511.9","0","0","31003","0","0","15","0","0","3.51","0","0","0","100","3.82","0"
"0","0","0","0","0","0","0.75","81.66","0","0","0","0","14.17","101.6","0.7","0","0","100301","40000","0","4","0","0","585","0","0","31003","0","0","15","0","0","4.01","0","0","0","120","4.36","0"
"0","0","0","0","0","0","0.9","91.87","0","0","0","0","17.01","121.9","0.84","0","0","100301","50000","0","5","0","0","658.1","0","0","31003","0","0","15","0","0","4.51","0","0","0","150","4.91","0"
"0","0","0","0","0","0","1.2","1847.2","0","0","0","0","22.68","162.5","1.12","0","0","100301","0","0","6","0","2","767.7","0","0","31003","0","0","115","0","0","5.27","0","0","0","0","5.73","10"
"0","0","0","0","0","0","0.32","47.62","0","0","0","0","5.29","44.1","0.25","0","0","100401","10000","0","1","0","0","397","0","0","31004","0","0","20","0","0","2.28","0","0","0","15","2.85","0"
"0","0","0","0","0","0","0.48","57.14","0","0","0","0","7.93","66.15","0.37","0","0","100401","20000","0","2","0","0","476.3","0","0","31004","0","0","20","0","0","2.73","0","0","0","30","3.42","0"
"0","0","0","0","0","0","0.64","66.66","0","0","0","0","10.58","88.2","0.5","0","0","100401","30000","0","3","0","0","555.7","0","0","31004","0","0","20","0","0","3.19","0","0","0","100","3.99","0"
"0","0","0","0","0","0","0.8","76.19","0","0","0","0","13.22","110.3","0.62","0","0","100401","40000","0","4","0","0","635.1","0","0","31004","0","0","20","0","0","3.64","0","0","0","120","4.56","0"
"0","0","0","0","0","0","0.96","85.71","0","0","0","0","15.87","132.3","0.75","0","0","100401","50000","0","5","0","0","714.5","0","0","31004","0","0","20","0","0","4.1","0","0","0","150","5.13","0"
"0","0","0","0","0","0","1.28","1205","0","0","0","10","21.16","176.4","1","0","0","100401","0","0","6","0","0","833.5","0","0","31004","0","0","20","0","0","4.79","0","0","0","0","71.99","10"
"0","0","0","0","0","0","0.35","43.52","0","0","0","0","4.84","47","0.32","0","0","100501","10000","0","1","0","0","423","0","0","31005","0","0","10","0","0","2.85","0","0","0","15","3.19","0"
"0","0","0","0","0","0","0.53","52.22","0","0","0","0","7.26","70.5","0.48","0","0","100501","20000","0","2","0","0","507.6","0","0","31005","0","0","10","0","0","3.42","0","0","0","30","3.83","0"
"0","0","0","0","0","0","0.7","60.93","0","0","0","0","9.68","94","0.64","0","0","100501","30000","0","3","0","0","592.2","0","0","31005","0","0","10","0","0","3.99","0","0","0","100","4.47","0"
