522da4e5e47cb02ef689847209f4afb8956b099f559b3a875b31bae1dd578b6b,aaa6c9df73b5a40b5d37d1599258f5ad39bf986b84e3c39cc69137e160201362,dff0f9d51c4548874efb8728d872488d86556c719342052aaf58c690cd6d1e4f,ff3a1636a7f7232ab97ef413bdd77d2688e7cd42d3a963df2cb25fb5547f25e7,39546b11f4437b78b4b6a32e8c82cf42492d16300702f27efcb01aba01e54113,36fa6942a15299b1be6bcd64f466010bfb8f8a9f8baf9416432cb8a38c513d34,1051d18e052813614635adf9b2f0158c19ace7d3383935bfb964d0620038e2a9,1d1d15d0a8c9d61f5d62c5160333d393c52b90edb463c2a4172bb8f814e7ce87,b846ba581a115e785703b9aa2d4202d46fe3e39f89b58c3ebefe68d491e7f30e,cc8d155f83ca3dede726c59baa13011d5c109e4c82b5a8bebdc8b7bfbfed34fe,83bc38df6f5c88485f0f395f12ab264f9e559a73721f6a7f14788899641934ed,6dee0b76926c6bb8b55ad0e5f5ccadaa4cc57b1f176e784b69926793ee29fc28,63e89c4a11ca8e1d8a5392abaad3c50c8ac40c57d699bc8b1e3b574add7f7ac0,394200b5e10a6340435c46409d3c93a63ca2720c52f72ffd7bb5e835048340d9,45ae9758c5d7f14abc761dddff141d3f17f0cc5203d6d01524ee582f824f9706,0946292d2661aee4d8ce666fad6cc6300df73b2f9b558152391b5c0a3ed95ced,a9cd00c429cf1231315d99bb7c34a2a7266286c58c57fa9de4f2bfadaf60dd63,dcbde720b715f25ec9e765142f09803498f8366f72ea4bcaa68b14c293af13cc
"0","1","50","8","0","0","0","0","0","0","0","10","1","0","0","91002","0","0"
"0","11","10","8","0","0","0","0","0","0","0","100","2","0","0","91002","0","0"
"0","101","5","8","0","0","0","0","0","0","0","200","3","0","0","91002","0","0"
"0","201","3","8","0","0","0","0","0","0","0","500","4","0","0","91002","0","0"
"0","501","2","8","0","0","0","0","0","0","0","1000","5","0","0","91002","0","0"
"0","1001","2","8","0","0","0","0","0","0","0","2000","6","0","0","91002","0","0"
"0","2001","1","8","0","0","0","0","0","0","0","3999","7","0","0","91002","0","0"
"0","4000","50","8","0","0","0","0","0","0","0","4000","8","0","0","91002","0","0"
"0","4100","50","8","0","0","0","0","0","0","0","4100","9","0","0","91002","0","0"
"0","4200","50","8","0","0","0","0","0","0","0","4200","10","0","0","91002","0","0"
"0","4300","50","8","0","0","0","0","0","0","0","4300","11","0","0","91002","0","0"
"0","4400","50","8","0","0","0","0","0","0","0","4400","12","0","0","91002","0","0"
"0","4500","50","8","0","0","0","0","0","0","0","4500","13","0","0","91002","0","0"
"0","4600","50","8","0","0","0","0","0","0","0","4600","14","0","0","91002","0","0"
"0","4700","50","8","0","0","0","0","0","0","0","4700","15","0","0","91002","0","0"
"0","4800","50","8","0","0","0","0","0","0","0","4800","16","0","0","91002","0","0"
"0","4900","50","8","0","0","0","0","0","0","0","4900","17","0","0","91002","0","0"
"0","5000","50","8","0","0","0","0","0","0","0","5000","18","0","0","91002","0","0"
"0","5100","50","8","0","0","0","0","0","0","0","5100","19","0","0","91002","0","0"
