94ba0d077f031debbb215832dda8a29ed7953338e4703498810c2c110a5dff35,a2696be92eeb03e2055d03883a03e147a9cd1cdadc0dbcb1d5a497bcedd5cc6a,c56ce0e5eeced7fd6a338427674104c42ccd405ae46747cb2235879d2984c92f,50f4daccb16fb1b320ee66c7f5bd1ef1e94edd942984e5a7b4c1e0532d66b5bc,90d9bfc0beb6fe95254a61669a7eabceef33be4bb4f59caea81dacf2bbb69162,c49c8aa2e96898a59a420570ef4783d31182f09b7ddb24cbb71da8bff761c5e0,deb8a72ee3946e49e7ff5aa68e7b664a155a9784d160fc0eefb77f1bf18091b9,198d0953117ee62277195522363229240fc167218b196326162bb32cbc92f1f2,47c3bf9f3a571b82a3e4ca518ba86140434c745afd0d8ef31a13d515a8936797,62de2dc257f9367d58b6376b1d5210070be503c65ed4bb65e8cd59e1e0c5b8a9,0a4eb3eb114ee14e662abc706b8bf3083b83f07276d01214e102d30c802364c8,16adb39df8879270484d3fca08f9b1330d5b2049b1754abe4148bced253a9e45,30fd64251b3586df6b02bfd3ac2743b63f5f3fea8c9dfe337ef738543a40eae4,44d5bcc27c9b7f5c54fb427c74bbf577d8bb211a811d1af783a3b1fd38865ef8,f408fd3185cb85b572b52a04a45256955f1ceb2ec8c23e02bc89af7f6aba5923,df756b78e9f6706b082869c971e29474d7f441df93a16570542cb3ffeab2fbf0,5be58fdf231fd8ddfdd04ce361c89a0c1121bee067f5a4ed1af18c3fa5d005a6,5520436cfa16da03b6425d786e6ab0bafd1d83604efe771d8dbfdf4736218f4f,d676352ca7fa61b572b57501b3f8ab60b1b3417095880d8d267e25e0032035d3,70d962fd99eef733c217e11b50b0885156ba6f525324f1f4ab319cbb24b3a6a8,d154668f9cb0c5890807c4350b7380872f3db3b45ab01b826ea04bc38d935397,d92f15cbaf0646a2702431169827fe4565f1a3e6e743169bb05f0478c8245c87,e4bff3cfc70c685de45a6dd228ba413f9b16ae676771812276cb718fd2f4b7d4,6618775ce6ee3fb902fa108d872dea9d9850fffaaef1a4219a69bc2156b927fa,3791655e1f308c65ca2115514cefcbe49a6f1c1c5d08bec07c227e09fb26216b,61cefb084bd285b8b70bff2785fe5ff5eeb3b626fe87c7dfc0aaf7e4ad95b8c5,95d3549d37d44ee77b8ac875422ef56684c464f33a210f584f8d4c1ac5b1edb1,c04fd8965d94625baedb86f9e16b6f986ea72e4a6480adce7a91a4e5f6636efe,a317cb5b9ed0615f03db31ac4b8ce098852801c3c5b6ea63cf6139bddee543d2,b64f08b85719c36128aff72506df3c590eac22038ca7e178a62ea72328077aa7,569448401f3850a4d05011d98f696c4ca75510b4bf6ff09a65add28c5a6c5d10,bab52a2277e17307bdb6432878e724c72dfaaca1e938de89da12d95f88c7171c,ec51d1de3392b13ba84caea304325c0396f6552a0740de49bf22f0457b83b324,f181524fdc21cfecf1c22bd61e70a888ab5130b9cef8c043b7bcdb7c7c6139f0,912dad919da441089e13b404a70b0ec1a8e2fe59a61e7b6eefb9717d40f07c17
"40002","188","103121","-190","200","10","-379","90","1","74001101","0","91002","90008","1","0.8","0","-100","5","bgm_MC008","-1","377","150003","0","0.8","0","741001101","0.8","1","74001101","94002","3","200000","0","1","140001"
"40003","188","103121","-190","200","10","-379","90","2","74001102","0","91002","90008","1","0.8","0","-100","5","bgm_MC008","-1","377","150004","0","0.8","0","741001102","0.8","0.8","74001102","94002","3","200000","0","1","140001"
"40004","188","103121","-190","500","10","-379","90","3","74001103","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150005","0","0.8","0","741001103","0.8","0.8","74001103","94002","3","300000","0","1","140001"
"40006","188","103121","-190","750","10","-379","90","4","74001104","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150006","0","0.8","0","741001104","0.8","0.8","74001104","94002","3","300000","0","1","140001"
"40007","188","103121","-190","1000","10","-379","90","5","74001105","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150007","0","0.8","0","741001105","0.8","0.8","74001105","94002","3","500000","0","1","140001"
"40002","188","103122","-190","200","10","-379","90","1","74001201","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150003","0","0.8","0","741001101","0.8","0.8","74001201","94002","3","200000","0","1","140001"
"40003","188","103122","-190","200","10","-379","90","2","74001202","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150004","0","0.8","0","741001102","0.8","0.8","74001202","94002","3","200000","0","1","140001"
"40004","188","103122","-190","500","10","-379","90","3","74001203","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150005","0","0.8","0","741001103","0.8","0.8","74001203","94002","3","300000","0","1","140001"
"40006","188","103122","-190","750","10","-379","90","4","74001204","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150006","0","0.8","0","741001104","0.8","0.8","74001204","94002","3","300000","0","1","140001"
"40007","188","103122","-190","1000","10","-379","90","5","74001205","0","91002","90008","0.8","0.8","0","-100","5","bgm_MC008","-1","377","150007","0","0.8","0","741001105","0.8","0.8","74001205","94002","3","500000","0","1","140001"
"40002","0","103123","-30","200","10","-310","90","1","74001301","0","91002","90008","1","0","0","-100","5","bgm_MC008","250","0","150003","0","0.9","0","741001101","0","1","74001301","94002","3","200000","0","1","140001"
"40003","0","103123","-30","200","10","-310","90","2","74001302","0","91002","90008","1","0","0","-100","5","bgm_MC008","250","0","150004","0","0.8","0","741001102","0","1","74001302","94002","3","200000","0","1","140001"
"40004","0","103123","-30","500","10","-310","90","3","74001303","0","91002","90008","1","0","0","-100","5","bgm_MC008","250","0","150005","0","0.8","0","741001103","0","0.8","74001303","94002","3","300000","0","1","140001"
"40006","0","103123","-30","750","10","-310","90","4","74001304","0","91002","90008","1","0","0","-100","5","bgm_MC008","250","0","150006","0","0.8","0","741001104","0","0.8","74001304","94002","3","300000","0","1","140001"
