b80d38d829032e4a2a408158408115cc0ee08302520e6b15bfc2dbc19e7e2b05,00e5bdc1a38a97ad0db36c0a881f3ad5c79642c73a48ca96e350df3ef516deed,114ea6a0ee1f613beee59f9149cd4595ede360226c17fbaf9f75862142fb81df,4c39427350875ac4bb665ba71ec880684e7e3b7272823856ad004b8e7483e226,a8d0e670e15a1e28c99ad8a6ed895e39e5b9a15cb372dd83b5f5e911f647b007,5ac070db0164e32d8ab58f49125b0eaa0e46d26b4f1227716134862bc36b20e4,832cfcf5ad03cb74b124eb985648a25f9fcd7410f2850e8ef2cbd1212e546b4d,420b20ad1e63a33e01e4baf6f0c9fe9fe53f4fdf38cf9096dd60d02bd980ff00,6ea1efc2d66f120501b20e8e41a516075da346e48eb3aec62f411253b33a1e41,0e612b72cb1e27abaa6e15d2f57f9ab556768851ac053698b1bc5b884a6b538b,1ede3e328076f2ef13e91355f5d924b067e395a0cbaf6bb469e4d55b701347f0,cbcd0c3d49e6c8300b33bf86d3f4be8c753205b4ed6bf3c044357294678c26ca,4ea53b217c25a0f900b16a56f731e25d55763004abc3625815cdc375f4a89c4c,0ccbbb1ded03b420f86ba26eeaf17d7daf4f2e482efe1a3af564158dd0969b02,2c474cac80312e43c8bee3214831b8b3113d2c6a48fd672a01ce890c7b8b9668,d1f634c2ebe1c2274dfa8a8de9797661d78fb38901815e9941e619212846e247,330296edb24a28195c9412419e2132c86442bc25431987c0c3c3c1ca5b7fd32a,b60c88e32bcfa3808acdf40f312907d5027847064b5f227b7dc084a14f49a8e3,95da98bfeefc3130e635f9518a0d15b88d8f77beaf7c89469f7065c48b7de5b0,74285a40c66d0e646fad084426b0a996e4a82c61814c151decb530bf3a836312,6464d23b3756f896fa5b04a652cc8d6561d68a78498af18a02555c3026bb947f,23d3e9426ce7296f265615138c258058ae42544197599f46301df59108176e3c,09985ce2ace7040b6bbce5c554e7ce2e2fdb7904dd2639f7599490ce889351a4,cc16d1b69bfb2f3a07c33b740b1f4e8f73a01f141fb2ebcf060856422843235d,574a0aa337a1bd86009233d30e576bf38f4b61b5afe62ab39cd68eea0f0a9d05,56ed6a2c0b308c7b877b6f6fe97500bf041f3138a306d4ba0b7ded6a5a0de075,f26a87c6b6bd3c113c0c7f0d37d32c58abceb880cb741eb22eead0773bf7e5eb,47e5c03e92b79a3a7254f38a82be70ba52ac729402c7954884625322d7a13edf,3ce9055a6ba0d95117104f848dc594fdaadbc097a2911f277e0e578baa5f2cf1,d3f9328e0a1f49be6b4389324994ac8985e917b5a74544cd29287de0d0d8715f,6f9714339f6996a69e3d2e25540d4fe31fb3accd21c7d10dfc4cc234bf1eea89,e7ca3c69a71c061c5e16422a47fce56be7e0fa4e9ed8d3f0303df5596fe2413b,7dab7f3ff5011a5e210af6bae2d3d487c138b60cf97e6624200b3791b09b279b,7b98caea42a8ddb73e1283a613cba7fc93a9a8bdd5bf065b72453b3a2af93b00,06377ecf13699f1588129dbd03e96ac90c77bc6aec55108a64033f64366506ee,2170348117ee2172b16efe256faf6411b6c71bebad2b7e1e899da1f760b8db07,c3d85c2a913b98c2e98251e0259bdaf84ec2da282842ef8d14888cb5772c528c,f47de815548cc02030422d7b056d546d245f600487b9dbb8c80c854384de291d
"bgm_M06","201010104","201010106","0","瑪那冒險 Lv1","201010105","1","100051","21001001","0","0","94002","bgm_M06","0","bgm_M06","0","210010011","0","21001","bgm_M06","90","2015/12/17 15:00:00","100052","80","0","210010012","bgm_M06","221001001","201010103","0","0","100053","100052","0","210010013","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010207","201010206","0","瑪那冒險 Lv2","201010204","1","100051","21001002","21001001","0","94002","bgm_M06","0","bgm_M06","0","210010021","11004001","21001","bgm_M06","90","2015/12/17 15:00:00","100052","100","0","210010022","bgm_M06","221001002","201010204","0","0","100053","100052","0","210010023","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010305","201010305","0","瑪那冒險 Lv3","201010306","1","100051","21001003","21001002","0","94002","bgm_M06","0","bgm_M06","0","210010031","11006001","21001","bgm_M06","90","2015/12/17 15:00:00","100052","140","0","210010032","bgm_M06","221001003","201010307","0","0","100053","100052","0","210010033","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010406","201010407","0","瑪那冒險 Lv4","201010409","1","100051","21001004","21001003","0","94002","bgm_M06","201010408","bgm_M06","0","210010041","11007001","21001","bgm_M06","90","2015/12/17 15:00:00","100052","180","0","210010042","bgm_M06","221001004","201010401","0","0","100053","100052","0","210010043","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010502","201010505","0","瑪那冒險 Lv5","201010507","1","100051","21001005","21001004","0","94002","bgm_M06","201010508","bgm_M06","0","210010051","11008001","21001","bgm_M06","90","2015/12/17 15:00:00","100052","200","0","210010052","bgm_M06","221001005","201010501","0","0","100053","100052","0","210010053","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010602","201010608","0","瑪那冒險 Lv6","201010609","1","100051","21001006","21001005","0","94002","bgm_M06","201010603","bgm_M06","0","210010061","11010001","21001","bgm_M06","90","2019/03/06 16:00:00","100052","250","0","210010062","bgm_M06","221001006","201010607","0","0","100053","100052","0","210010063","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010703","201010707","0","瑪那冒險 Lv7","201010701","1","100051","21001007","21001006","0","94002","bgm_M06","201010708","bgm_M06","0","210010071","11011001","21001","bgm_M06","90","2019/08/01 16:00:00","100052","300","0","210010072","bgm_M06","221001007","201010702","0","0","100053","100052","0","210010073","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010806","201010802","0","瑪那冒險 Lv8","201010807","1","100051","21001008","21001007","0","94002","bgm_M06","201010808","bgm_M06","0","210010081","11013001","21001","bgm_M06","90","2020/02/18 16:00:00","100052","350","0","210010082","bgm_M06","221001008","201010803","0","0","100053","100052","0","210010083","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201010909","201010903","0","瑪那冒險 Lv9","201010908","1","100051","21001009","21001008","0","94002","bgm_M06","201010907","bgm_M06","0","210010091","11015001","21001","bgm_M06","90","2020/08/03 16:00:00","100052","400","0","210010092","bgm_M06","221001009","201010901","0","0","100053","100052","0","210010093","23001","bgm_M06","2030/12/17 14:59:59"
"bgm_M06","201011009","201011007","0","瑪那冒險Lv10","201011001","1","100051","21001010","21001009","0","94002","bgm_M06","201011004","bgm_M06","0","210010101","11020001","21001","bgm_M06","90","2021/02/09 05:00:00","100052","450","0","210010102","bgm_M06","221001010","201011002","0","0","100053","100052","0","210010103","23001","bgm_M06","2030/12/17 14:59:59"
