7724d9ad6116147d77b98949e041b7f06cd678f75e250fec8f6000914a68241c,1cb020b7fe4f1a94702d913a6ad723fd9c1914a81ca5309cf328e70488a03962,2e022844e27b0c083de5bf3011d034d9a676684837e240267818c3acc0481ead,9a52d798f0c8d3d48b74c570ea2714fa267341039ec4c3aab31fa9911ad02d00,69fcda1b98c56d0800b60616a6c3dfed965807ab7adc69f467b64e263d2b2906,cfbbde14fa353a8f24874cbed75a3d1016e1bc77bafd28e8e08a0e36b877c528,710f4753cf0fc33fff4c7effad170842318c26825a44d20bab393c01c70f5e14,6e0cc9714e559f7af335a2358f60a798fb0847f3e5d45330956b0d165d063e0a,209d4ce859d5cfe1e47d4ffd7b72228346637b80d049644f754396aef33e8598,ecb7a0f1f2ae85f919ed4e4282202626ebb95c29c8d7e37d66aebab8f2042cf8,d352a744e5369587a7a95a27b06b18a94fb14c25e7b0f7c6e94cf4f35f1d88a0,11c05d7363674e573f79220934402f9ca7d7b55b388dfbb8ce0386feb72feb38,4332967f256c6cc22134d226a279dc00259057f21d2f5eeaefc5f4af06f5e0e6,e19d3e65634e26b609733f8586e0cd71d2d3f137a9ff61aea61bb4e69151bb7d,efec147b4f0d6c19dc416b6ae548e1fb4c5cb094031f12b12bd3ac0371187f97,0f950d7ca7533fbe79c28c61fada4b75120964e1dbbde1443404ec58fcbd6dea,ff64a9861bf656e02c7c424d3e43306b98cb037b24c9761b0b59e612c0a86440,c99bce61bdf88c136e2e4b216db9567135473f53a03b3b5a78d866062a0b5e3b,1bde083cb22296bfe7e4a7b4f35bbad4985d5002e2365fba85f6816cf9a53a73,c06da0ce7fefa66ffb5a3c0049482c7e048d178ab3e33280006e340513d1391e,9489ced8adf0dc0c0b74b324dac20b611f0f18d29c71722d899a1fac1b1e0e2b,f26c6e6f20333e327f9ed116ad2971c32d8513431f8b2f3c8eeccb61573a2992,4dbe749716128e0d2902055258cce2189a7d4dd902834cdaaa83fa344be1cf19,a525834c54c8a8b7d93185f710848e001659bc847b4d6561330df3717a123ade,58794cf6a82320354b9432aecc0a47dae360c70bed6b4053ceb20677b4e8c222,7210d02adb6620ee70317fa83076c71e006e6f8f2a2e2c20cb0f54a8ce61a362,7eb6560295007f0e49a8e232adccdaa5e1ced0747db2ead60691f6a16e34e71f,b781751bdedb7057e7dfd405df9946853f86a19564f5b4dae5b9b4ac9374a78d,b02561da96f5a6e8bcca4f4daaf80182bd09c75a8b055783a88c296bcd2e6f60
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100091","3100101","0","31001","0","1","0","31001001","0.4","40001","0","100091","bgm_M06","90","0","1"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100092","3100101","0","31001","0","2","0","31001002","0.4","40001","0","100092","bgm_M06","90","0","1"
"0","94002","1.2","100","0","0","0","0","0","0","90002","0","bgm_M06","100101","3100102","0","31001","0","3","0","31001003","0.6","40004","0","100101","bgm_M06","90","99002","1"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100102","3100103","0","31001","0","4","0","31001004","0.65","40001","0","100102","bgm_M06","90","0","1"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100102","3100103","0","31001","0","5","0","31001005","0.7","40001","0","100102","bgm_M06","90","0","1"
"0","94002","1.2","100","90005","0","0","0","0","0","90002","0","bgm_M06","100102","3100104","0","31001","0","6","0","31001006","0.75","40004","0","100102","bgm_M06","90","99002","1"
"0","94002","1.2","100","0","0","501010011","0","0","0","90002","0","bgm_M63","100722","3100105","0","31001","0","7","0","31001007","1","40004","0","100722","bgm_M63","90","99002","3"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100251","3100201","0","31002","0","1","0","31002001","0.4","40001","0","100251","bgm_M06","90","0","1"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100252","3100201","0","31002","0","2","0","31002002","0.4","40001","0","100252","bgm_M06","90","0","1"
"0","94002","1.2","200","0","0","0","0","0","0","90002","0","bgm_M06","100253","3100202","0","31002","0","3","0","31002003","0.6","40004","0","100253","bgm_M06","90","99002","1"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100254","3100203","0","31002","0","4","0","31002004","0.65","40001","0","100254","bgm_M06","90","0","1"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100255","3100203","0","31002","0","5","0","31002005","0.7","40001","0","100255","bgm_M06","90","0","1"
"0","94002","1.2","200","0","0","0","0","0","0","90002","0","bgm_M06","100256","3100204","0","31002","0","6","0","31002006","0.75","40004","0","100256","bgm_M06","90","99002","1"
"0","94002","1.2","0","0","0","0","0","0","0","99002","0","bgm_M06","100257","3100205","0","31002","0","7","0","31002007","0.8","40001","0","100257","bgm_M06","90","0","1"
