076f534b61423a43cb7821be22ab59121f47ef0b4642f51ceb5ce396080d22a4,b10796c927e950dd1bf9fa9bfaafe4b5dc0a3fe14bea5cdad9bb18d278665b59,fdbcf216f6463a4810452e1e0322d9fe43e6582ac85c886a8cecc8e3e820866a,761574e8cc567af4158c5fb5f7f810f84903208190f5307773ef3edec4d81275,96f1010064a813ac57d36aae7dd12c3a763f30bf035fc0306808ebb4cf2cfaff,df58df8a2a9666b29fcc4d1f193731b364caf065cac97db2a76c07ad3cd3b7b6,dea761924d7646a4485eb501b0816be07208f25283923ed6ff86b5aab324bee2,3336f48a6eceffb56675b7a1486ef2e2bc4f449203cecb287a9cda05d1a94256,47b93b469fd650beec9d2a786456d37b553fafc1c9aab406cc5ddc26d8bbe654,0dbabebfb1f23377eb07a1efc7f7264095d3e19f0190187047234218efa90988,dec3e84a6e007093d582c9e511100dc7f29fce5e3985b76ef97b30d35b574d6c,b5ce7aad8d142ba9e28b16fbfaa8a65d6d547b08354b565b7f2b1392d822894a,ed2590c85a2dd24ecc751f85081088d909ab83ffe3964794e00148aa670747fd,9f0f9ac029b5932ab372e62081812f3597d8eaf09c5a15dbdb10146e70232fd5,28e2e255d3e0937e8cc8e8782afa032a19b529abe58b6070bf1319129e47033e,202bd7a64b54d6771ac3028f89eecd4f04ea3c608437d4da16c9b6d29de06ad0,9c7a024724091c30b55e2399dbf6746d990b7aa8cb90b8da0950bec10bc13721,3206a86b720c99be67b7a2586f8591702bb9a04b1ee2da65092f5f23b369dc28,8fb3f19a496abe53fabd4aa3f569ddeb6dae27d9546d9f2a68969e2e9eb42008,91498976d6d80ff7200a3f17a054a85e9a7112364cf997b624c16b2c5a6df06c,a20f18fa4c9bcc49195c09eb8e180dbd0bff8200235cec04e486a55dcb076434
"0","0","0","0","0","0","0","劍","0","0","0","0","0","0","鐵劍","1","0","0","101011","0","0"
"0","0","0","0","0","0","0","短劍","0","0","0","0","0","0","殺手筆劍","1","0","0","101071","0","0"
"0","0","0","0","0","0","0","指虎","0","0","0","0","0","0","木製拳套","1","0","0","101101","0","0"
"0","0","0","0","0","0","0","弓","0","0","0","0","0","0","獵人弓","1","0","0","101131","0","0"
"0","0","0","0","0","0","0","戟","0","0","0","0","0","0","鋼之戟","1","0","0","101161","0","0"
"0","0","0","0","0","0","0","斧","0","0","0","0","0","0","單手斧","1","0","0","101191","0","0"
"0","0","0","0","0","0","0","回復法杖","0","0","0","0","0","0","檀香之杖","1","0","0","101251","0","0"
"0","0","0","0","0","0","0","輕裝鎧甲","0","0","0","0","0","0","皮革工作服","1","0","0","101281","0","0"
"0","0","0","0","0","0","0","魔法服","0","0","0","0","0","0","旅行長袍","1","0","0","101371","0","0"
"0","0","0","0","0","0","0","盾","0","0","0","0","0","0","木製盾","1","0","0","101401","0","0"
"0","0","0","0","0","0","0","鞋","0","0","0","0","0","0","皮靴","1","0","0","101431","0","0"
"0","0","0","0","0","0","0","魔法帽","0","0","0","0","0","0","時尚貝雷帽","1","0","0","101521","0","0"
"0","0","0","0","0","0","0","攻擊配件","0","0","0","0","0","0","幹勁手鍊","1","0","0","101551","0","0"
"0","0","0","0","0","0","0","防禦配件","0","0","0","0","0","0","守護墜飾","1","0","0","101581","0","0"
"0","0","0","0","0","0","0","魔法配件","0","0","0","0","0","0","氣魄手環","1","0","0","101611","0","0"
"0","0","0","0","0","0","0","劍","0","0","0","0","30","13","齒輪劍","2","0","0","102011","0","0"
"0","0","0","0","0","0","0","劍","0","0","0","0","60","27","湛藍之血","2","0","0","102013","0","0"
