0e14394c29eb23ba4627fd019bfadedca821bbaae51fb93412792d3ac1f124e7,c4c3e3a4d30450a4ca3fcaec7a35f10874ac425a740562f056229d283c120816,dde3f4f47d99a5570187bb50383c2d1102e47212e29243c6e397eabf5f33cb4f,0d87df35882235f5e7a403de10d3bc48651f3b20fc5d23f223845b461532d7d0,c206f1152c9d7590392fe673e582d57ef9f999317f6406b79ffeada5a626538f,4827263db424e71e29079312b09c7757d6184f7614ec7024ee35688472b196f5,659e69368d31bb0340019f6e66a7063f3f752299c5f8d5bf80207621306b7a19,3ca1a489b4c58c8964ae124f63593ee6c10ce880aef019828a746c8b6d945fb6,d97908d4ed0af9d5e7a07f08547be05522bd13557299fce0fbf90d296f4288b1,7968abfba8cec7ea1926101848348d19706c6409a3cd04ec42c2298053419d85,9294433c5ceb0651c0fd73e9784d6fa5aa23c01a85809e143634d73a3549cf25,bd857a0e271783241f6962f011cf6d03d56781962b58e72e34be19a76d86a36d,d05e705849d57849fd0d8f038c201a2e24370a39f851caefbaac015d3a8a1e8b,c09675f377764f5c725ba725cdfac2467e30a1a1b148bc050e106a76bfc4b64a,b094e95560635909cd4258992f46f6b1df8848243305348eca86bd84194427fe,d4551c5c995d7147735a6676f0a95e40fa1e67c583c13f5722d73d2fe92d955a,fed5f4b2178322fd327834955a37de0b1cecf999fcdd8a2db6133529db0d11bf,3caa58b0cdf37758b2214a780c765c6af5114188fc55afd34f5613d6a25d9182,95189d29744acabf530f5cbff612b2e73cfd070584932104be263497a97a2f0a,1530abc0bba397738b6d67c332ef99536a119f001987abd458d69c0ed8d7651d,f05ace0b5d60660aedb1a6dd0876e6d2d256d7b14323c4459d390515c041ecef,c375ca3711955afc2377bc19060456c5bea2494069248013da5debdcd3f41aa8,f5a91383c3e421540c0db6afafa242dfb36dc9ee33119aa2b38dc8513cd12916,52da1b86a7487becd79530fbb616ad7313bdeb2f3d1d6a111bb03cd75bd01b68,c3ea93e158520947406ca08762e1e597adc9d9b7b74b525c7b061c7498329490,567742cb2c55fa1d94c0ff818055f726c6a0d2019d2e6da43629ee0dd7183bcd,e6d56c2f9042a853dc3336af1b6f0d40732bb1e9207abf9317b0e4366b723b60,b390419299c69bc4ffaf4d550f55a5d77bc7433eaf600e37f99025593436e8ab,ef266d36805021df4775bff6b5dfc373ae3d1f551d1ff793a62faa7a17aff545,f792d4dafb7ed8432c20ed804495371d77663b1bf5e0ea4edaba441a9f4e43a5,6f7bd54e42053c13151207ed2bf89138920f7146fe57c8a1f9f396375364bd77,8641deae0d04e999991145cd4ff050eceaa351d8beca44dd0d218dfb044f5d51,586e37ac916fd813c393a6f40a1fbca2ede673f81ee6d0031adec1a1e8b7f37e,f29a77bfbc464e34d805de45f5c93b0ad7b639ae1f400dab776dfdc09ed03fe4,a9a91e400eb46879109426e66680f850ebc6488fd58f975af791f6679bdfcb92,586153a228383f90f890356ac0cf5b11fe00b84715a97b97f33a5237ea09cb9e,3a82bf1d27a7e387e9375196c4ccd5eb594184fbf984df59748a607fb5c71333,21a04d062a7525e3bfb05f374e9e18da503a0489c8de5a1ef6b1ca7184954e4c,df3892660d07b125bbd456de8fcf9df6864943aecef15323a569da5ba3f8753a,28bd103f302d17ad069b45b6ee8b967d89dacc3b2184b07e8c60061f95ecdb3a
"0","90002","1","0","102841","bgm_M06","0","25001","0","90","0","0","0","600","0","140001","1","0","32001","bgm_M06","0","-50","1.2","0","320010101","3200101","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"0","90002","2","0","102842","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","1","0","32001","bgm_M06","0","-50","1.2","0","320010102","3200101","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","3","0","102843","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","1","0","32001","bgm_M06","0","-50","1.2","0","320010103","3200102","0","40004","1","20","0","0","0","0","90008","102843","0","94002","0","0"
"0","90002","4","0","102842","bgm_M06","0","25001","0","90","0","0","0","1200","0","140001","1","0","32001","bgm_M06","0","-50","1.2","0","320010104","3200103","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","5","0","102841","bgm_M06","90005","25001","0","90","0","0","0","1200","0","140001","1","0","32001","bgm_M06","0","-50","1.2","0","320010105","3200104","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"1.2","90002","6","0","102842","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","1","0","32001","bgm_M126","0","-50","1.2","0","320010106","3200105","1","40004","5","50","0","0","1.2","502001111","90008","102842","1","94002","0","0"
"1.2","90002","7","0","102843","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","1","0","32001","bgm_M126","0","-50","1.2","0","320010107","3200105","1","40004","5","50","0","0","1.2","502001121","90008","102843","1","94002","0","0"
"0","90002","8","0","102851","bgm_M64","0","25001","0","90","1","1","1","100","0","140001","1","0","32001","bgm_M64","0","-50","1.2","0","320010108","3200105","0","40004","3","50","0","0","0","502001131","90008","102851","0","94002","0","0"
"0","90002","9","0","102851","bgm_M64","0","25001","0","90","1","1","1","100","0","140001","1","0","32001","bgm_M64","0","-50","1.2","0","320010109","3200105","0","40004","3","50","0","0","0","502001141","90008","102851","0","94002","0","0"
"1","90002","10","0","102852","bgm_M63","0","25001","0","90","1","1","1","100","0","140001","1","0","32001","bgm_M63","0","-50","0.5","0","320010110","3200105","0","40004","3","50","5.1","1","0","502001151","90008","102852","0","94002","0","0"
"0","90002","1","0","102841","bgm_M06","0","25001","0","90","0","0","0","600","0","140001","2","0","32001","bgm_M06","100","-50","1.2","0","320010201","3200101","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"0","90002","2","0","102842","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","2","0","32001","bgm_M06","100","-50","1.2","0","320010202","3200101","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","3","0","102843","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","2","0","32001","bgm_M06","100","-50","1.2","0","320010203","3200102","0","40004","1","20","0","0","0","0","90008","102843","0","94002","0","0"
"0","90002","4","0","102842","bgm_M06","0","25001","0","90","0","0","0","1200","0","140001","2","0","32001","bgm_M06","100","-50","1.2","0","320010204","3200103","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","5","0","102841","bgm_M06","90005","25001","0","90","0","0","0","1200","0","140001","2","0","32001","bgm_M06","100","-50","1.2","0","320010205","3200104","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"1.2","90002","6","0","102842","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","2","0","32001","bgm_M126","100","-50","1.2","0","320010206","3200105","1","40004","5","50","0","0","1.2","502001211","90008","102842","1","94002","0","0"
"1.2","90002","7","0","102843","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","2","0","32001","bgm_M126","100","-50","1.2","0","320010207","3200105","1","40004","5","50","0","0","1.2","502001221","90008","102843","1","94002","0","0"
"0","90002","8","0","102851","bgm_M64","0","25001","0","90","1","1","1","100","0","140001","2","0","32001","bgm_M64","100","-50","1.2","0","320010208","3200105","0","40004","3","50","0","0","0","502001231","90008","102851","0","94002","0","0"
"0","90002","9","0","102851","bgm_M64","0","25001","0","90","1","1","1","100","0","140001","2","0","32001","bgm_M64","100","-50","1.2","0","320010209","3200105","0","40004","3","50","0","0","0","502001241","90008","102851","0","94002","0","0"
"1","90002","10","0","102852","bgm_M63","0","25001","0","90","1","1","1","100","0","140001","2","0","32001","bgm_M63","100","-50","0.5","0","320010210","3200105","0","40004","3","50","5.1","1","0","502001251","90008","102852","0","94002","0","0"
"0","90002","1","0","102841","bgm_M06","0","25001","0","90","0","0","0","600","0","140001","3","0","32001","bgm_M06","200","-50","1.2","0","320010301","3200101","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"0","90002","2","0","102842","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","3","0","32001","bgm_M06","200","-50","1.2","0","320010302","3200101","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","3","0","102843","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","3","0","32001","bgm_M06","200","-50","1.2","0","320010303","3200102","0","40004","1","20","0","0","0","0","90008","102843","0","94002","0","0"
"0","90002","4","0","102842","bgm_M06","0","25001","0","90","0","0","0","1200","0","140001","3","0","32001","bgm_M06","200","-50","1.2","0","320010304","3200103","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","5","0","102841","bgm_M06","90005","25001","0","90","0","0","0","1200","0","140001","3","0","32001","bgm_M06","200","-50","1.2","0","320010305","3200104","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"1.2","90002","6","0","102842","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","3","0","32001","bgm_M126","200","-50","1.2","0","320010306","3200105","1","40004","5","50","0","0","1.2","502001311","90008","102842","1","94002","0","0"
"1.2","90002","7","0","102843","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","3","0","32001","bgm_M126","200","-50","1.2","0","320010307","3200105","1","40004","5","50","0","0","1.2","502001321","90008","102843","1","94002","0","0"
"0","90002","8","0","102851","bgm_M64","0","25001","0","90","1","1","1","100","0","140001","3","0","32001","bgm_M64","200","-50","1.2","0","320010308","3200105","0","40004","3","50","0","0","0","502001331","90008","102851","0","94002","0","0"
"0","90002","9","0","102851","bgm_M64","0","25001","0","90","1","1","1","100","0","140001","3","0","32001","bgm_M64","200","-50","1.2","0","320010309","3200105","0","40004","3","50","0","0","0","502001341","90008","102851","0","94002","0","0"
"1","90002","10","0","102852","bgm_M63","0","25001","0","90","1","1","1","100","0","140001","3","0","32001","bgm_M63","200","-50","0.5","0","320010310","3200105","0","40004","3","50","5.1","1","0","502001351","90008","102852","0","94002","0","0"
"0","90002","1","0","102841","bgm_M06","0","25001","0","90","0","0","0","600","0","140001","4","0","32001","bgm_M06","300","-50","1.2","0","320010401","3200101","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"0","90002","2","0","102842","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","4","0","32001","bgm_M06","300","-50","1.2","0","320010402","3200101","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","3","0","102843","bgm_M06","0","25001","0","90","0","0","0","800","0","140001","4","0","32001","bgm_M06","300","-50","1.2","0","320010403","3200102","0","40004","1","20","0","0","0","0","90008","102843","0","94002","0","0"
"0","90002","4","0","102842","bgm_M06","0","25001","0","90","0","0","0","1200","0","140001","4","0","32001","bgm_M06","300","-50","1.2","0","320010404","3200103","0","40004","1","20","0","0","0","0","90008","102842","0","94002","0","0"
"0","90002","5","0","102841","bgm_M06","90005","25001","0","90","0","0","0","1200","0","140001","4","0","32001","bgm_M06","300","-50","1.2","0","320010405","3200104","0","40004","1","20","0","0","0","0","90008","102841","0","94002","0","0"
"1.2","90002","6","0","102842","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","4","0","32001","bgm_M126","300","-50","1.2","0","320010406","3200105","1","40004","5","50","0","0","1.2","502001411","90008","102842","1","94002","0","0"
"1.2","90002","7","0","102843","bgm_M126","0","25001","0","90","1","1.2","1","100","0","140001","4","0","32001","bgm_M126","300","-50","1.2","0","320010407","3200105","1","40004","5","50","0","0","1.2","502001421","90008","102843","1","94002","0","0"
