978a4ca347e3aeaffddf4619eeba097b122ddda138f99090befaa10ac505d5af,5e0c42a9c94c8ff95914b75edbe04f447916c9fb77a00327e4e15117b325e610,fe1bf3d33ac44e8fcf3477a4e059d0c5f6e9ffa903c8e557a32c46cf2512f089,519bc87a0788b115352105742cc81b1eec92315c1cb07997d82551593e933381,258e5fd1de68e3e32f5850cee501a46ce3bee58213dbdfb77021f8aba0c6bf89,c5a4acac2e5c1ff85077ad0d87889bb087e634d673d7bfd701e048ebe442252f,8e25c172d2c717ef7432a046efe0bc97048f1332bc33084a1987ef1f6d17d2fd,e70d6210a3ea053cec51f1580ca5d5b51b91a2dc63b943588eac69de133ed81a,cf92d58923962e4b588235a32b188f293d8aacf4da9f1a3fcd6cb90fcf1f3664,c5196cd0c7c31543e88bf9b80860a2fab4de4ae32bcceccdd3ffa19061b134e3,aeca80bf2539a8ed1f969f4b9202bac6b6e138d6afbba6963fd60f93c4a7880b,564cd989401a1267047c024af04396005375ad91a86f48668057529ee04730db,ec0acde4dccaa9d2060152a85ca00d5b637133552822417f7b51c4826521c156,3182a745c7c99d2708e301e77db46caffb9f2b79af2bf29d058242985782d8f0,928b2f891a37ff309e5d872fcef931f8c426c0610e0a30cd3d880dc456f9bcd3,58d3095ace2b9a9679fc5a4410b072f318fcf09b41df01ea973d3411fca307e8,4c4d2b40c40d2f1cbc420a4452c6d8198dd4bf52fffac3ed8b4e9263fe03c417,17034f54f8615b09441588f804420cb564aa47525321fe37c4d37193872d5995,39ba8079717bba1e3077d8a968ae39d8cb042240a6a0a395494df944518c7fa9,4a3ce498aab9871149ca8b793b51cb31f9ad6779713b35f8bf19d803eb793239,fb6712fd463e5729fc4f164e58e357800f4ab4a7085cc0f5c266b1c712ae7219,124fa5511f28e09b5b6f3545c1fdc648dddf3a18ffe9652b76e0a4a10bf5fe76,a1c891008b4cfca9b038fb6ce666c7b62370ecddf0b24a54bfb12abdb0f403f0,83bda02ea1a568bf5501fb325297446e3e6e147007598dc70654726379c04535,c9fdf8247d074d139e1bb43d3fc98be819eee5f2199521313591e5c54ce87657,07963ba1590cd88edd39869b96393a0b4569a273707a371359cfabfdf08e12e4,c630603bcd283ef4906dd6da101878549bc50829a8356732fa0d52845bc59968,c9c7d4b86117a4199627c1a6bfb5db82dafe2ecdf4fa824794f3c4d1cd81a077,a02ddba5ff7c202826d30dc40f1c38ca6d614bfda0c9d45d624a009424032b8e,71529012162d85d8e6b138aa0036941ace9e0f18e720d16efd8aaff965ed5342,e62bd4a1635152244aa2864163f3ca98fdaf4108648a4c2f629d883d43a76cf1,879824669340a5056a6968fc7a836f05ed0b1b72f8449e2f9bb7b0dfbbf3ed05,58b54d4ee124513b6f8c8358a13cd8ea46329335132fab6d138bfba780dcb4bc,5c4c6f63d925b87b3ec68ab1f3e9cd349180dd5d66b5ac298aeff8b89bae34ef,e160e1836aa723d6d33ed523e86b467506f524eef2eb7b75b02d6fcba75b40a7,0332ac2eef950da056092c5dae6f303534b9a77e785ece2fdb31a0e7459af92c,f37eb3bb04ad886f74635440fc005b87c30837bc71b560f0817b1e1480289473,1ce9e299c7d7bc0ea5a68ad8e6dab00a7036e96987e147674c2f166e35375436,db5b2828687a008b74d286eecc4295018046d1981fd51602f0956722edcd5c3f,94af4a4b00ef839e871f990c851f94e08ce07aba5c673878ddfdbcef54f04f34,df16868220b22723f800b909d52f9cb9db5816ed822a755bfc73f4200b2548bb,60359b90a0cd33eae3527a66867110f87fce4b3a2ec39e7b2f3d726ffd577b0a,64f7549257cb0badbd70a5f9e0359b62487690062b146ad49197805117717e40,3e7ddf28e21565f310995cb9a7ed2411a657e9928c5e330522d7364cb2439c8d,c754850a473128bbac1c8250d86427c6439b0307bdde454b39f5441af5c99885,c2066bdfed11d6df21e67e489a35b5ebf5833603f12dc4f385f53a65358993ce,a980d629abfc6f7b40c2c3ee35fd63ba80b27fd9e5da5c2f4449361dc7a695a1,c97a860112927936f24dd440512c81b3d8889916497b917794c5a53456a77bae
"0","0","0","0","0","100100102","0","100100102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100100101","0","0","0","0","1001001","0","0","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成中幅度的物理傷害。","100100103","0","0","0","0","0","0","0","0","日和衝擊","1001"
"1.125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100100201","0","0","0","0","1001002","0","0","0","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0","0","0","0","0","0","0","貓咪攻擊","2001"
"1.295","0","0","0","0","100100302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100100301","0","0","0","0","1001003","0","0","0","對面前的 1 名敵人造成小幅度的物理傷害，並中幅度的提升自己的物理攻擊力。","0","0","0","0","0","0","0","0","0","貓咪聯合攻擊","2001"
"0","0","0","0","0","100101102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100101101","0","0","0","0","1001011","0","0","0","對面前的1名敵人造成特大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成大幅度的物理傷害。","0","0","0","0","0","0","0","0","0","日和燃燒衝擊","1001"
"1.125","0","0","0","0","100101202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100101201","0","0","0","0","1001012","0","0","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成小幅度的物理傷害。","0","0","0","0","0","0","0","0","0","貓咪攻擊+","2001"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100150101","0","0","0","0","1001501","0","0","0","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","0","0","0","0","0","0","0","0","肉球力量！","3001"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100151101","0","0","0","0","1001511","0","0","0","戰鬥開始時，大幅度提升自己的物理攻擊力。","0","0","0","0","0","0","0","0","0","肉球力量！+","3001"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100200101","1","0","0","0","1002001","0","0","0","使己方全體恢復中幅度的 HP。","0","0","0","0","0","0","0","0","0","全體治癒","1005"
"1.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100200201","1","0","0","0","1002002","0","0","0","對面前的 1 名敵人造成中幅度的魔法傷害。","0","0","0","0","0","0","0","0","0","花朵射擊","2002"
"1.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100200301","1","0","0","0","1002003","0","0","0","小幅度提升己方全體的物理防禦力。","0","0","0","0","0","0","0","0","0","花朵護盾","2003"
"0","0","0","0","0","100201102","0","0","0","0","100201104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100201101","1","0","0","0","1002011","0","0","0","中幅度恢復全體夥伴的HP，再大幅度提升其物理防禦力，並且展開物理無效的屏障，同時大幅度提升行動速度。","100201103","0","0","0","0","0","0","0","0","盛開治癒","1005"
"1.6","0","0","0","0","100201202","0","100201201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100201201","1","0","0","0","1002012","0","0","0","對面前的 1 名敵人造成中幅度的魔法傷害，並中幅度降低其物理攻擊力。","0","0","0","0","0","0","0","0","0","花朵射擊+","2002"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100250101","0","0","0","0","1002501","0","0","0","戰鬥開始時，中幅度提升自己的魔法攻擊力。","0","0","0","0","0","0","0","0","0","花朵氣場","3003"
