8be816f7cf8985b99e8585ecf1e7195a9d63a5a6d73bfb20a91075943454e835,dfc631c958f0f929234402796296982a61ee251d3a25ead67d5cad4f1a4de34c,8959be4037eeda9204a29263cb3939dd5b2b346abe2f277bf1657ea6b72812cd,1f708638abb5182fdaabae284016f1069efdbe5d6e578d3d0087eb7d7645891f,0348de18860d2bf619f9ac377e53cad6e80ac771e804c1d94fb334428289332b,b0e4800dfb46aef2c865b2e440641fe3cf2f299e5dc8673e97d4b364a216c178,af5bc3ab09aac31bd7e689fbec1ec3db90a43e0c47c6e8dcafb43c7b49aa35f2,a4bead840c81437759e333dee9fdc5c20b82baca268c222ba02262ddc17d210b,97e54d8707f5ffbb8f07156dcefad95ade6edaa85affc3d6f32311c82f292a81,be79e0666dbc54ed3d33e771a77652ad6c39f9272c891e57ecb51f7d20e2dfee,f3ef8cb73dc3aa5810cdd33ea89906b8e7ba44cab6347b3bbffa8e3e95a4aabc,33e48d57275d084f23c0de5e7cfbe6ccded4e268095b924a03417fd8cd3af59b,4442fa89ac195204afa8ab2a46e727776f0e6e3ce110ef15e292a41f04fd1756,088d113eeecf8bb19701c13c7b58078c3a881a99743db3e9d35abe877fd17736,a63547082230f86c7659664412c8c9f4fb44cbf125292b22e39e1e34f22fc767,43cb51bc76b48c675bdc30da7881f39c5d51162507e8534d5dd00c06124e2341,105a5c8ed3ee8ede4ed54b2385d8f1b065e78e65599058eb7614408a9fb9635d,e8d51392cec036a1c275c971434e36c5fc7fef2ea78b5047b475862e14c9be51,e3c2cf1be87d0f8030c666416211375a02e7c8c01f2dd44f369dd9d0155eebb2,4f7f6b82119f4e9f9eda84806432d19dc354de3cfc5410b5016b4d530810b5b5,342aed79c2e94ffb151e9827c573203d22f78538f2ff32810281296f7a741907,bc0c93021af90ef5bbf47e6e37bf4cd482b2238f6948cb07087f1b1367b4ec43,58f747168113491ff85bc8579258ea955d6631b1203d90fba9130da4772891d2,ac19eef38c27e37ea2af5308681cd0dc784828e86f6cae042f08d4945a2b95c4,db65e76a3f26ed0f088f7da9dd23b602f193a6d25d4a88bb3706daff84f1ed00,8fff6645e1eb424df22a0edde527cf94fb9c51a1701de7863b1e4c1d0f419927,8c9bb4b6738b72cf0f45894160d1347d08889c6f27a80091e490e04fc5a21bbd,713490db7dd8d85c7d0d09fbe2e6d4b405250640902c833579a1253a193b347b,4116520daa8d43721cc2974a357b3dc631be51cecc8a3a782b7f19702cf4c8fb,0cb1807d8eeb8bc6615abe7b0a4458de0b9a376b4c0e77e6038c1413abf4f5d3,b7d0a7a67079891de8ca66d53b2b1645077820d21da9011e3bde3b8b68e29c05,022e0a53aa73d13305e079521fd9ebd3c500cd08d939ff5d3b954007eed6fa3f,827604b6b12c759a63adfea520fe199d8582a983057452b24fc2079a89df29a4,57dfe765ffbb3406e259acabec15996eb6156d5b9a9c53a90a56eb02a2112200,dd03672fd3b90ecb6e303a11b4ca118554dbf1d2feb798cf8837f9278b2ceab0,890927486530806f6ea0bd2de5fae5cf5f1ae3b530668aaea70dcc7e4708fb09,c24a64a0aa6fd74514e80855b23ef4a61f833bfbd287c2c3c77d50ce4ea66226,e7190b737b337a236d48cbef08203a23b017b950ee9fa3a289c298576d1901a3,4ff59b494baa32a6f7ce4d99a05dc7cfe5e2ecdd74c6b0b0367c6ddf5478dc4a,7ea2ea664d8c524eff535c49f7b9302b1f487446396812dc2fda8f4c32c4a8f2,3eb6a40dd0dde8dd160c2449e2ffa520afc6c6e4aec1db1a831c28eb7125e482
"2100101","0","1","0","1","0","1","0","8","12000","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","113011"
"2100102","0","1","0","1","0","1","0","8","12100","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","123042"
"2100103","0","1","0","1","0","1","0","8","12200","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","113071"
"2100104","0","1","0","1","0","1","0","8","12300","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","123072"
"2100105","0","1","0","1","0","1","0","8","12400","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","113012"
"2100106","0","1","0","1","0","1","0","8","12500","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","113013"
"2100107","0","1","0","1","0","1","0","8","12600","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","123041"
"2100108","0","1","0","1","0","1","0","8","12700","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","123161"
"2100109","0","1","0","1","0","1","0","8","12800","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","3","4","0","2","1","113162"
"2100110","0","1","1","1","0","1","2","4","5","0","20001","94002","0","0","4","1","3","113191","0","0","0","0","12","0","1","140000","0","100","0","0","50001","0","0","1","12900","8","0","2","6","91002"
"2100111","0","1","0","1","0","1","0","8","13000","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","123192"
"2100112","0","1","0","1","0","1","0","8","13100","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","123193"
"2100113","0","1","0","1","0","1","0","8","13200","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","113221"
"2100114","0","1","0","1","0","1","0","8","13300","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","113222"
"2100115","0","1","0","1","0","1","0","8","13400","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","123251"
"2100116","0","1","0","1","0","1","0","8","13500","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","113252"
"2100117","0","1","0","1","0","1","0","8","13600","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","123281"
"2100118","0","1","0","1","0","1","0","8","13700","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","123282"
"2100119","0","1","0","1","0","1","0","8","13800","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","113283"
"2100120","0","1","1","1","0","1","2","4","5","0","20001","94002","0","0","4","1","4","123311","0","0","0","0","12","0","1","140000","0","100","0","0","50001","0","0","1","13900","8","0","2","6","91002"
"2100121","0","1","0","1","0","1","0","8","14000","0","50001","20001","0","0","12","0","1","94002","0","0","0","0","2","0","1","91002","0","5","0","0","0","0","0","30","4","4","0","2","1","123341"
