e36b06b941fc4ced0c6990c2dbf5de330a762fd195a55ab435b27aad7c7f94be,5364b656360fc034b04fb4b3867b8751940e824ce4a782e7067ff94b1b0d6a49,45adbb8325b3f6b304cbac040710a8ee944df24645b7c1f65e0cee66bbeab4de,1f47f68089fa0a843c8d69fa399460fec6f524584c67cd411ae2cea43ab71ce7,68ea7327e5efc1367b90421be09b8c08c674186980a47fc87caed7174db58244,64b312267c3014a1d951a2dd8c9c0a486a0323ae33099011f1ff59ed9a4d448c,2a34c2552ed495c837fd0a113f1fa1669b297417f277a47b9f7dd7f588a1d6e7,fa32788985b1db559209ef7b00d5df7474393aecb89f641dbd0026110e12446e,6c3697393454493413f793e018bad7bd895629ef3fd9f5b3682215c5681427f9,32e679f2a7ad20ae35c8b909ecb23849bf3566720bdf95370743174be14e6498,e213dcffa019072db3970c663b3b1daccd4af53e413edfa518f9ef59fea623c3,36327b2542ff9336ca868cca58e299aa0cd508eb2968b1bdd286a743e0f6b091,491ca986b04192a11103ae327aa0e646f0158c5a655ae6bfb975fb02292c5f7c,8a460678a7e5446677d27eb8140c5db5b06aa46a769181f500f8ff561ec4378e
"2018/08/20 16:00:00","34","2000","1","-1","1","0","103","1","30","0","2018/08/27 15:59:59","0","0"
"2018/08/20 16:00:00","44","2000","2","-1","1","0","103","1","40","0","2018/08/27 15:59:59","0","0"
"2018/08/27 16:00:00","45","2000","3","-1","1","0","104","1","40","0","2018/09/03 15:59:59","0","0"
"2018/09/05 16:00:00","31","2000","4","-1","1","0","101","1","30","0","2018/09/10 15:59:59","0","0"
"2018/09/05 16:00:00","41","2000","5","-1","1","0","101","1","40","0","2018/09/10 15:59:59","0","0"
"2018/09/10 16:00:00","32","2000","6","-1","1","0","102","1","30","0","2018/09/14 15:59:59","0","0"
"2018/09/10 16:00:00","42","2000","7","-1","1","0","102","1","40","0","2018/09/14 15:59:59","0","0"
"2018/09/14 16:00:00","34","2000","8","-1","1","0","103","1","30","0","2018/09/21 15:59:59","0","0"
"2018/09/14 16:00:00","44","2000","9","-1","1","0","103","1","40","0","2018/09/21 15:59:59","0","0"
"2018/09/21 16:00:00","45","2000","10","-1","1","0","104","1","40","0","2018/10/01 04:59:59","0","0"
"2018/10/01 05:00:00","34","2000","11","-1","1","0","103","1","30","0","2018/10/11 04:59:59","0","0"
"2018/10/01 05:00:00","44","2000","12","-1","1","0","103","1","40","0","2018/10/11 04:59:59","0","0"
"2018/10/11 05:00:00","45","2000","13","-1","1","0","104","1","40","0","2018/10/22 04:59:59","0","0"
"2018/10/22 05:00:00","31","2000","14","-1","1","0","101","1","30","0","2018/10/27 04:59:59","0","0"
"2018/10/22 05:00:00","41","2000","15","-1","1","0","101","1","40","0","2018/10/27 04:59:59","0","0"
"2018/10/27 05:00:00","32","2000","16","-1","1","0","102","1","30","0","2018/11/01 04:59:59","0","0"
"2018/10/27 05:00:00","42","2000","17","-1","1","0","102","1","40","0","2018/11/01 04:59:59","0","0"
"2018/11/01 05:00:00","34","2000","18","-1","1","0","103","1","30","0","2018/11/10 04:59:59","0","0"
"2018/11/01 05:00:00","44","2000","19","-1","1","0","103","1","40","0","2018/11/10 04:59:59","0","0"
"2018/11/10 05:00:00","45","2000","20","-1","1","0","104","1","40","0","2018/11/20 04:59:59","0","0"
"2018/11/20 05:00:00","31","2000","21","-1","1","0","101","1","30","0","2018/11/26 04:59:59","0","0"
"2018/11/20 05:00:00","41","2000","22","-1","1","0","101","1","40","0","2018/11/26 04:59:59","0","0"
"2018/11/26 05:00:00","32","2000","23","-1","1","0","102","1","30","0","2018/11/30 04:59:59","0","0"
"2018/11/26 05:00:00","42","2000","24","-1","1","0","102","1","40","0","2018/11/30 04:59:59","0","0"
"2018/12/01 05:00:00","34","2000","25","-1","1","0","103","1","30","0","2018/12/11 04:59:59","0","0"
"2018/12/01 05:00:00","44","2000","26","-1","1","0","103","1","40","0","2018/12/11 04:59:59","0","0"
"2018/12/11 05:00:00","45","2000","27","-1","1","0","104","1","40","0","2018/12/21 04:59:59","0","0"
"2018/12/21 05:00:00","31","2000","28","-1","1","0","101","1","30","0","2018/12/26 04:59:59","0","0"
"2018/12/21 05:00:00","41","2000","29","-1","1","0","101","1","40","0","2018/12/26 04:59:59","0","0"
"2018/12/26 05:00:00","32","2000","30","-1","1","0","102","1","30","0","2018/12/31 04:59:59","0","0"
"2018/12/26 05:00:00","42","2000","31","-1","1","0","102","1","40","0","2018/12/31 04:59:59","0","0"
"2018/12/31 05:00:00","34","2000","32","-1","1","0","103","1","30","0","2019/01/11 04:59:59","0","0"
"2018/12/31 05:00:00","44","2000","33","-1","1","0","103","1","40","0","2019/01/11 04:59:59","0","0"
"2019/01/11 05:00:00","45","2000","34","-1","1","0","104","1","40","0","2019/01/22 04:59:59","0","0"
"2019/01/22 05:00:00","31","2000","35","-1","1","0","101","1","30","0","2019/01/27 04:59:59","0","0"
"2019/01/22 05:00:00","41","2000","36","-1","1","0","101","1","40","0","2019/01/27 04:59:59","0","0"
"2019/01/27 05:00:00","32","2000","37","-1","1","0","102","1","30","0","2019/02/01 04:59:59","0","0"
"2019/01/27 05:00:00","42","2000","38","-1","1","0","102","1","40","0","2019/02/01 04:59:59","0","0"
