f4daf3bd56f007843ca9017c451edba22e59f56100a59c79fc0f05aa462019f2,ffa502194a1ab41c57b1f3f161031aadbd02b4bde2c80ad058510a39974c83b9,e52d06b3cc68eb7f553ef431c6cdf86ffe34589cc2bdc6d9a219ab9875621690,aaec6e5611a89deb689f9d59d28286f5279a87626dfd048cfb1ee081d55fa663,70171cdf1fc7923512075666e0ada118a79852546a9bc335b21de65ca2f49f70,f6419f30bc4c3a4aece9d8997f8d5ab432fdb5bf585095ac45696e8571cba8cc,6385cd01efce69cfdbaccef2dfab575f67eae0f8daa70f728d40d716657a79f2,75c4f793a8ba473872a6a2ea916a27c0b25c5eaa8a7d3947bf75ad39743c81bc,cb127248870b9bbce802b63153e1742f21f7be82bec4a16a313054c4ac4b1b11,1f0d107f1f7adf08a261fcf46b3b9ef6df5e292c9aa8419358c9dc5d2114dfbb,08565a813791ea814da5fbb624183812cf7b19d48f211a3db88b1d017ba1e933,6f7eea3873ceb9decc5d7fc5ddf4ff0863486ce9ed1bb891ad25127b8861f371,543d66cf533b7605e3b054eabf942a4cbe3e5f886a2203c54ede82dd600287c3,4c67257c6d435e0350c0e21d6fcc7f49312ef3a53bdae1b1093b6e78e7506a08,0541620ae7e8b845892cbb51f52959ee317316f29e17aa10ffdfb349f179fa45
"0","bgm_MC170","-30","1.3","-30","92407110","1","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.3","-30","92407120","1","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.3","-30","92407130","1","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.3","-30","92407140","1","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.45","20","92407210","2","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.45","20","92407220","2","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.45","20","92407230","2","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.45","20","92407240","2","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.4","-30","92407310","3","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.4","-30","92407320","3","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.4","-30","92407330","3","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","1.4","-30","92407340","3","100198","0","94002","bgm_MC170","100198","0","0","0"
"0","bgm_MC170","-30","0.9","-30","92408110","1","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","0.9","-30","92408120","1","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","0.9","-30","92408130","1","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","0.9","-30","92408140","1","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","1","20","92408210","2","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","1","20","92408220","2","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","1","20","92408230","2","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","1","20","92408240","2","101822","0","94002","bgm_MC170","101822","0","0","0"
"0","bgm_MC170","-30","0.9","0","92408310","3","101822","0","94002","bgm_MC170","101822","0","0","0"
