c5aeb22ce5eafb4266c9c5f6acf8e2d513ee883e08f1b2889567302efba04f58,ca43e3ffdc76a738cce51810f92f2e1e193eaadfcbf1e013a3acf9ba30cb1516,101474db4e6104ee3f559bb80124b82742f26eeabfea61466c533dcc190733cc,07dbf5b2fb1b25389cc3a77425de631012fe0912419927b67449577b57fbaf13,6b3febc972fc24c36ace7dfc00cab0fd6ec422248e7ec2f40666b987563c8eb9,099d6c403bb2ceace661428cd3622223f8fa592bd6d9fb2abf17de4f479f8699,bdc089a4412a2437e419d8a807c1ed34fcc2b9d9b9230675284fb7f45edf9c37,26ab53932195c2017884d0d8ceedf7e092ce4cc3f510c12a81ce88756af98504,23233c0cb744760d332e8199e7a8843066e5e2c3949b0c6b861063a513caa708,6b8b8f18d2a0a87e132f662927ea160ac615ae2042446baf4c3b27692616c411,5a87a79da8426e3b2869bf45c4eb0d6893005ed804666d491dd81f4c08d880fb,f60c705f078be0b3db6fb2c97fd5995c58145f13b3995087a4803e152ac8f280,69f71ba427f3fb2563ddefcecea21d6ff677563d3bfad344a53d98213b431121,930d657dcccc1ebaff3ed68835c5d389c9d7f3165a94ffed44baf9e6b13c0b30,d814b0fa395ac17c17405963202b0e12808d5a5e819963ebc0f9d0551e72a53f,b199502e308af53398f1a57a897fb349c6fb5e2b9e5a2cbcbd14ef6e20db0700,186ab247315828c2372c1d7474d724aadb7d9437cf989587109286243a4e0cdf,e4d6d66c40ab1c2deb495cd3ff79ffcae9647a8787100f579493e791aa280382
"12","5000","0","0","0","0","分數累積獲得 20000 分","0","0","0","20000","1","0","0","94002","0","0","0"
"12","10000","0","0","0","0","分數累積獲得 40000 分","0","0","0","40000","2","0","0","94002","0","0","0"
"12","15000","0","0","0","0","分數累積獲得 60000 分","0","0","0","60000","3","0","0","94002","0","0","0"
"12","20000","0","0","0","0","分數累積獲得 80000 分","0","0","0","80000","4","0","0","94002","0","0","0"
"8","50","0","2","0","23001","分數累積獲得 100000 分","0","0","0","100000","5","0","0","91002","5","0","0"
"12","25000","0","0","0","0","分數累積獲得 120000 分","0","0","0","120000","6","0","0","94002","0","0","0"
"12","30000","0","0","0","0","分數累積獲得 140000 分","0","0","0","140000","7","0","0","94002","0","0","0"
"12","35000","0","0","0","0","分數累積獲得 160000 分","0","0","0","160000","8","0","0","94002","0","0","0"
"12","40000","0","0","0","0","分數累積獲得 180000 分","0","0","0","180000","9","0","0","94002","0","0","0"
"8","50","0","2","0","23001","分數累積獲得 200000 分","0","0","0","200000","10","0","0","91002","5","0","0"
"12","55000","0","0","0","0","分數累積獲得 220000 分","0","0","0","220000","11","0","0","94002","0","0","0"
"12","35000","0","0","0","0","分數累積獲得 240000 分","0","0","0","240000","12","0","0","94002","0","0","0"
"12","40000","0","0","0","0","分數累積獲得 260000 分","0","0","0","260000","13","0","0","94002","0","0","0"
"12","45000","0","0","0","0","分數累積獲得 280000 分","0","0","0","280000","14","0","0","94002","0","0","0"
"15","1","10","8","2","91002","分數累積獲得 300000 分","0","23001","0","300000","15","0","0","11001039","150","0","0"
