bce596cd1734c6d24a77259921e3717d5f35a2704f1c443db3413903e89cf8d0,13e1004a18c68a418f6366d768deb1ed24ba699dc4922a4d4b44bce82e9380a1,8af27ed24711cc4386474301630ab2440f54461f7dfac90970f2b6d5dcb7bf66,8934202e3d62e560a56e583dee1abfec75eb132e4ca6cc8e2b222d3e3d77a438,a5c6a8707c34f39e95d59cadcd421c5d71bffd1c9c860d90a23bcad9be1ec38f,b3b54d5c1f6f4006229276b5b52cf35ff18a78dfb8ac63d46cc80e5e0004d7a1,104aedea8c0a804b526d8a688e6945f8de8a093ef69152a5a8ef34acb8b06b40,a51c223926bdedd530b0b5b7e28a2aadb4e5e1a26b7d35f5ac0adfd06044aa52,0317ef07078ec89b0c45c6a5e8cb69fc8c14489401a2efe59189cd2623111f7d,3837a61c5808e98b50816e02c03bf6afac3770157b54612bc2ae26f51d105b67,5336ac434c9cf2aee7c2f8783cad58d8d253086604c99426e4ea197aa65dce36,cbb83ca85a5cb8a9377d3dab2131eb389e5640b94f629f3a7015ec1aa54f4c2a,4c63506e7f656248cbe0ceadd82d847750b198e978f45b893c8c9ecb33b71dcc,e6170de44d5d871e3796124923db7e0f41b1ecc3ad6c950b26d2b57d565b070b,579c6aa8791723ff509550486caf5182ff83d76acfd0706e06f66818c789189c,0aa883db8d76cfcfed35312cae0ddf5fc0590e9033740127307f58bf3382630e,c6bec5b5b30a1e2ab0d6bbc71c683156dc07881a3840d1a2bedda64ac2bd809a,0d7bedef4381fef7f91f14b55a59d7f4ba78e580eb7b8cd795c8521cb9ccc176,7ccc48ed95a513d00c7c774042929cf7a5f14a86fce4a821d90ec8214efc2ff2,16f1ac44e8ec4ef77b33c4037855bce338b728d260e5b78e2801f830bf062aa2
"1001201","20","2","0","5","20003","2","3100104","0","1","0","1","0","0","0","0","0","1","0","90006"
"1001201","15","2","0","4","20003","2","3100103","0","3","0","2","0","0","0","0","0","2","0","90006"
"1001201","10","2","0","3","20003","2","3100102","0","10","0","3","0","0","0","0","0","4","0","90006"
"1001201","5","2","0","1","20003","2","3100101","0","30","0","4","0","0","0","0","0","11","0","90006"
"1001202","20","2","0","5","20003","2","3100104","0","1","0","5","0","0","0","0","0","1","0","90006"
"1001202","15","2","0","4","20003","2","3100103","0","3","0","6","0","0","0","0","0","2","0","90006"
"1001202","10","2","0","3","20003","2","3100102","0","10","0","7","0","0","0","0","0","4","0","90006"
"1001202","5","2","0","1","20003","2","3100101","0","30","0","8","0","0","0","0","0","11","0","90006"
"1001203","20","2","0","5","20003","2","3100104","0","1","0","9","0","0","0","0","0","1","0","90006"
"1001203","15","2","0","4","20003","2","3100103","0","3","0","10","0","0","0","0","0","2","0","90006"
"1001203","10","2","0","3","20003","2","3100102","0","10","0","11","0","0","0","0","0","4","0","90006"
"1001203","5","2","0","1","20003","2","3100101","0","30","0","12","0","0","0","0","0","11","0","90006"
"1001204","20","2","0","5","20003","2","3100104","0","1","0","13","0","0","0","0","0","1","0","90006"
"1001204","15","2","0","4","20003","2","3100103","0","3","0","14","0","0","0","0","0","2","0","90006"
"1001204","10","2","0","3","20003","2","3100102","0","10","0","15","0","0","0","0","0","4","0","90006"
"1001204","5","2","0","1","20003","2","3100101","0","30","0","16","0","0","0","0","0","11","0","90006"
"1001205","40","2","0","10","20003","2","3100104","0","1","0","17","0","0","0","0","0","1","0","90006"
"1001205","30","2","0","8","20003","2","3100103","0","3","0","18","0","0","0","0","0","2","0","90006"
