e6170de44d5d871e3796124923db7e0f41b1ecc3ad6c950b26d2b57d565b070b,3837a61c5808e98b50816e02c03bf6afac3770157b54612bc2ae26f51d105b67,13e1004a18c68a418f6366d768deb1ed24ba699dc4922a4d4b44bce82e9380a1,4c63506e7f656248cbe0ceadd82d847750b198e978f45b893c8c9ecb33b71dcc,0317ef07078ec89b0c45c6a5e8cb69fc8c14489401a2efe59189cd2623111f7d,5336ac434c9cf2aee7c2f8783cad58d8d253086604c99426e4ea197aa65dce36,0aa883db8d76cfcfed35312cae0ddf5fc0590e9033740127307f58bf3382630e,16f1ac44e8ec4ef77b33c4037855bce338b728d260e5b78e2801f830bf062aa2,c6bec5b5b30a1e2ab0d6bbc71c683156dc07881a3840d1a2bedda64ac2bd809a,bce596cd1734c6d24a77259921e3717d5f35a2704f1c443db3413903e89cf8d0,579c6aa8791723ff509550486caf5182ff83d76acfd0706e06f66818c789189c,8af27ed24711cc4386474301630ab2440f54461f7dfac90970f2b6d5dcb7bf66,7ccc48ed95a513d00c7c774042929cf7a5f14a86fce4a821d90ec8214efc2ff2,a5c6a8707c34f39e95d59cadcd421c5d71bffd1c9c860d90a23bcad9be1ec38f,cbb83ca85a5cb8a9377d3dab2131eb389e5640b94f629f3a7015ec1aa54f4c2a,8934202e3d62e560a56e583dee1abfec75eb132e4ca6cc8e2b222d3e3d77a438,0d7bedef4381fef7f91f14b55a59d7f4ba78e580eb7b8cd795c8521cb9ccc176,a51c223926bdedd530b0b5b7e28a2aadb4e5e1a26b7d35f5ac0adfd06044aa52,b3b54d5c1f6f4006229276b5b52cf35ff18a78dfb8ac63d46cc80e5e0004d7a1,104aedea8c0a804b526d8a688e6945f8de8a093ef69152a5a8ef34acb8b06b40
"0","1","20","0","0","0","0","90006","0","1001201","0","2","0","5","1","0","1","3100104","20003","2"
"0","3","15","0","0","0","0","90006","0","1001201","0","2","0","4","2","0","2","3100103","20003","2"
"0","10","10","0","0","0","0","90006","0","1001201","0","2","0","3","3","0","4","3100102","20003","2"
"0","30","5","0","0","0","0","90006","0","1001201","0","2","0","1","4","0","11","3100101","20003","2"
"0","1","20","0","0","0","0","90006","0","1001202","0","2","0","5","5","0","1","3100104","20003","2"
"0","3","15","0","0","0","0","90006","0","1001202","0","2","0","4","6","0","2","3100103","20003","2"
"0","10","10","0","0","0","0","90006","0","1001202","0","2","0","3","7","0","4","3100102","20003","2"
"0","30","5","0","0","0","0","90006","0","1001202","0","2","0","1","8","0","11","3100101","20003","2"
"0","1","20","0","0","0","0","90006","0","1001203","0","2","0","5","9","0","1","3100104","20003","2"
"0","3","15","0","0","0","0","90006","0","1001203","0","2","0","4","10","0","2","3100103","20003","2"
"0","10","10","0","0","0","0","90006","0","1001203","0","2","0","3","11","0","4","3100102","20003","2"
"0","30","5","0","0","0","0","90006","0","1001203","0","2","0","1","12","0","11","3100101","20003","2"
"0","1","20","0","0","0","0","90006","0","1001204","0","2","0","5","13","0","1","3100104","20003","2"
"0","3","15","0","0","0","0","90006","0","1001204","0","2","0","4","14","0","2","3100103","20003","2"
"0","10","10","0","0","0","0","90006","0","1001204","0","2","0","3","15","0","4","3100102","20003","2"
"0","30","5","0","0","0","0","90006","0","1001204","0","2","0","1","16","0","11","3100101","20003","2"
"0","1","40","0","0","0","0","90006","0","1001205","0","2","0","10","17","0","1","3100104","20003","2"
"0","3","30","0","0","0","0","90006","0","1001205","0","2","0","8","18","0","2","3100103","20003","2"
"0","10","20","0","0","0","0","90006","0","1001205","0","2","0","6","19","0","4","3100102","20003","2"
"0","30","10","0","0","0","0","90006","0","1001205","0","2","0","2","20","0","11","3100101","20003","2"
"0","1","5","0","0","0","0","90006","0","1001206","0","2","0","4","21","0","1","3100104","20003","2"
"0","3","4","0","0","0","0","90006","0","1001206","0","2","0","3","22","0","2","3100103","20003","2"
"0","10","3","0","0","0","0","90006","0","1001206","0","2","0","2","23","0","4","3100102","20003","2"
"0","30","2","0","0","0","0","90006","0","1001206","0","2","0","1","24","0","11","3100101","20003","2"
"0","1","5","0","0","0","0","90006","0","1001207","0","2","0","4","25","0","1","3100104","20003","2"
"0","3","4","0","0","0","0","90006","0","1001207","0","2","0","3","26","0","2","3100103","20003","2"
"0","10","3","0","0","0","0","90006","0","1001207","0","2","0","2","27","0","4","3100102","20003","2"
"0","30","2","0","0","0","0","90006","0","1001207","0","2","0","1","28","0","11","3100101","20003","2"
"0","1","5","0","0","0","0","90006","0","1001208","0","2","0","4","29","0","1","3100104","20003","2"
"0","3","4","0","0","0","0","90006","0","1001208","0","2","0","3","30","0","2","3100103","20003","2"
"0","10","3","0","0","0","0","90006","0","1001208","0","2","0","2","31","0","4","3100102","20003","2"
"0","30","2","0","0","0","0","90006","0","1001208","0","2","0","1","32","0","11","3100101","20003","2"
"0","1","5","0","0","0","0","90006","0","1001209","0","2","0","4","33","0","1","3100104","20003","2"
"0","3","4","0","0","0","0","90006","0","1001209","0","2","0","3","34","0","2","3100103","20003","2"
"0","10","3","0","0","0","0","90006","0","1001209","0","2","0","2","35","0","4","3100102","20003","2"
"0","30","2","0","0","0","0","90006","0","1001209","0","2","0","1","36","0","11","3100101","20003","2"
"0","1","5","0","0","0","0","90006","0","1001210","0","2","0","4","37","0","1","3100104","20003","2"
"0","3","4","0","0","0","0","90006","0","1001210","0","2","0","3","38","0","2","3100103","20003","2"
"0","10","3","0","0","0","0","90006","0","1001210","0","2","0","2","39","0","4","3100102","20003","2"
"0","30","2","0","0","0","0","90006","0","1001210","0","2","0","1","40","0","11","3100101","20003","2"
"0","1","20","0","0","0","0","90006","0","1002201","0","2","0","5","41","0","1","3100104","20003","2"
"0","3","15","0","0","0","0","90006","0","1002201","0","2","0","4","42","0","2","3100103","20003","2"
"0","10","10","0","0","0","0","90006","0","1002201","0","2","0","3","43","0","4","3100102","20003","2"
"0","30","5","0","0","0","0","90006","0","1002201","0","2","0","1","44","0","11","3100101","20003","2"
"0","1","20","0","0","0","0","90006","0","1002202","0","2","0","5","45","0","1","3100104","20003","2"
"0","3","15","0","0","0","0","90006","0","1002202","0","2","0","4","46","0","2","3100103","20003","2"
"0","10","10","0","0","0","0","90006","0","1002202","0","2","0","3","47","0","4","3100102","20003","2"
