c437d9eaa0cfe92f8c1f0b2158f86bb3f39124d49fbdd2d718b9934a6a20045c,739c34cd48eb1bbfea73f17f3f0635b71b5fffc226f6429f4426e18050d91736,2b9b99e64fd034f8a84858cac74fbb7ac8d20f03f1b40c10ebaf3aefbe7fc1dc,b80812e92c754dd8785cc2fb371926bfea6f59c79ae3a2db17920e137e67573a,acbaec5997155208c3d1af76d1fca25c5f8c71df4d0f2d927f5f4d2635f34876,cc7c84bc582c82e4bfa00df098e574123c639be355bc637d905d109c8ecce37a,862fee6f85d9844b14c28053f287481447a1e8280bd20930c92e1cdb42383a64,7eb77055f4f7aaaef5afb32540e049e9b9796661150a36ad3fc738cf7f27464d,d5b0154b9e67d59f2cb48b91c75f70fb55b68a2e666567e87df79901e6f5023e,83fea78cb390860fc8ff61ed18d95f979a0dd11da65ad76eda4324b745d12628,f465e4cbe9ae21ba08efd926b6d77b94a35534fbdeaa456985e31cb1ff4b3e5d,4cdfafbc5d2ace9354b2d81b7ed5a3c1b0ebed596d1596a5cba02ab84b4cf3e6,50ce8ea9b8e29289ffcb65a972a7bfa1a033f9196baf873aebf464cf22ba60d1,95576911761ba0c98923a74afa91458e5080ccc5824a5f7199238e74db4d4ffc,22be264c58381d05d4daa8a7c196850bae22c7c536304f13f3e6b8833ef5c411,f3c01e5ed40c128c52970a16fbed5bfbd1c6336392497f95b10198a7de6e8491,4650fb1255a1e80cc1565a551cd247e89b5a39c200edaf7e38d8c94cde2a2fa8,cfd48818df9a0bb140cd850c8abdba5cd308b0f4a054163bca64c5d654d243b5
"機械莉瑪來襲！","2020/04/01 07:59:59","1","1","王都滅亡前倒數　～04/01 23:59","1","500000000000","0","bgm_M220","1001","1001001","0","480","bgm_M220","4004101","2020/04/01","250000000001","100584"
"機械莉瑪來襲！","2020/04/01 12:59:59","2","2","王都滅亡前倒數　～04/01 23:59","1","250000000000","0","bgm_M220","1001","1001002","0","300","bgm_M220","4004102","2020/04/01 08:00:00","150000000001","100584"
"機械莉瑪來襲！","2020/04/01 17:59:59","3","3","王都滅亡前倒數　～04/01 23:59","1","150000000000","0","bgm_M220","1001","1001003","0","300","bgm_M220","4004103","2020/04/01 13:00:00","50000000001","100584"
"機械莉瑪來襲！","2020/04/01 19:59:59","4","1","王都滅亡前倒數　～04/01 23:59","1","50000000000","0","bgm_M220","1001","1001001","0","120","bgm_M220","4004104","2020/04/01 18:00:00","25000000001","100584"
"機械莉瑪來襲！","2020/04/01 23:59:59","5","2","王都滅亡前倒數　～04/01 23:59","1","25000000000","0","bgm_M220","1001","1001002","0","240","bgm_M220","0","2020/04/01 20:00:00","0","100584"
"機械莉瑪來襲！","2020/04/01 07:59:59","8","1","王都滅亡前倒數　～04/01 23:59","1","0","0","bgm_M220","1001","1001004","0","480","bgm_M220","4004109","2020/04/01","0","100584"
"機械莉瑪來襲！","2020/04/01 12:59:59","9","2","王都滅亡前倒數　～04/01 23:59","1","0","0","bgm_M220","1001","1001005","0","300","bgm_M220","0","2020/04/01 08:00:00","0","100584"
"機械莉瑪來襲！","2020/04/01 17:59:59","10","3","王都滅亡前倒數　～04/01 23:59","1","0","0","bgm_M220","1001","1001006","0","300","bgm_M220","0","2020/04/01 13:00:00","0","100584"
"機械莉瑪來襲！","2020/04/01 20:59:59","11","1","王都滅亡前倒數　～04/01 23:59","1","0","0","bgm_M220","1001","1001004","0","180","bgm_M220","0","2020/04/01 18:00:00","0","100584"
"機械莉瑪來襲！","2020/04/01 23:59:59","12","2","王都滅亡前倒數　～04/01 23:59","1","0","0","bgm_M220","1001","1001005","0","180","bgm_M220","0","2020/04/01 21:00:00","0","100584"
"巨影復活","2023/04/01 07:59:59","15","1","蘭德索爾之戰 巨影復活　～04/01 23：59","1","2500000000000","0","bgm_M220","1002","1002001","0","480","bgm_M220","4004101","2023/04/01","1250000000001","100584"
"巨影復活","2023/04/01 12:59:59","16","2","蘭德索爾之戰 巨影復活　～04/01 23：59","1","1250000000000","0","bgm_M220","1002","1002002","0","300","bgm_M220","4004102","2023/04/01 08:00:00","750000000001","100584"
"巨影復活","2023/04/01 17:59:59","17","3","蘭德索爾之戰 巨影復活　～04/01 23：59","1","750000000000","0","bgm_M220","1002","1002003","0","300","bgm_M220","4004103","2023/04/01 13:00:00","250000000001","100584"
"巨影復活","2023/04/01 19:59:59","18","1","蘭德索爾之戰 巨影復活　～04/01 23：59","1","250000000000","0","bgm_M220","1002","1002001","0","120","bgm_M220","4004104","2023/04/01 18:00:00","125000000001","100584"
"巨影復活","2023/04/01 23:59:59","19","2","蘭德索爾之戰 巨影復活　～04/01 23：59","1","125000000000","0","bgm_M220","1002","1002002","0","240","bgm_M220","0","2023/04/01 20:00:00","0","100584"
"巨影復活","2023/04/01 07:59:59","22","1","蘭德索爾之戰 巨影復活　～04/01 23：59","1","0","0","bgm_M220","1002","1002004","0","480","bgm_M220","4004109","2023/04/01","0","100584"
"巨影復活","2023/04/01 12:59:59","23","2","蘭德索爾之戰 巨影復活　～04/01 23：59","1","0","0","bgm_M220","1002","1002005","0","300","bgm_M220","0","2023/04/01 08:00:00","0","100584"
"巨影復活","2023/04/01 17:59:59","24","3","蘭德索爾之戰 巨影復活　～04/01 23：59","1","0","0","bgm_M220","1002","1002006","0","300","bgm_M220","0","2023/04/01 13:00:00","0","100584"
"巨影復活","2023/04/01 20:59:59","25","1","蘭德索爾之戰 巨影復活　～04/01 23：59","1","0","0","bgm_M220","1002","1002004","0","180","bgm_M220","0","2023/04/01 18:00:00","0","100584"
"巨影復活","2023/04/01 21:59:59","26","2","蘭德索爾之戰 巨影復活　～04/01 23：59","1","0","0","bgm_M220","1002","1002005","0","60","bgm_M220","0","2023/04/01 21:00:00","0","100584"
"巨影復活","2023/04/01 22:59:59","27","3","蘭德索爾之戰 巨影復活　～04/01 23：59","1","0","0","bgm_M220","1002","1002006","0","60","bgm_M220","0","2023/04/01 22:00:00","0","100584"
"巨影復活","2023/04/01 23:59:59","28","1","蘭德索爾之戰 巨影復活　～04/01 23：59","1","0","0","bgm_M220","1002","1002004","0","60","bgm_M220","0","2023/04/01 23:00:00","0","100584"
