d3857638076b033e9a2380cd06b362f8f7b36d9cd5d6b0c1832f246b0ce0b702,e438a3faf476329b8cfd77a8b17b39df85990a37cc88aa174135e5728df4829f,a0c820949578735b96638a105617d22557f66360b7d2d319c4c7a7e6b4222238,e1593523da6df68387927f3e7188b9986665e36419600de6454c40d98d922710,6ab47295b95023a64d3ac5bdbe06a211ed960ad5f59cfde184ec71448316b4bb,5e5f40753f2028216bb772a5797c3156276a49402b149c7bfab69c0ec64a5c88,5bbcf391dfa17494334e0f88677ecc40b7d24cc7385026379b0175cd8f67fb0c,24a701efcea4dbb2f3f636f674127fb3ede8007075e91bc2e1375c96d792043a,c687dedfaf2d6e97f95f31f0cd2e0b8f0abef9e6fb5b800cbf2ed717dcdf9b12,7a0c663fa20f351f1f0a037c437f55578564092b4c87d6e7f9fea6bd0a49e7bf,ea7d3212f3d615b9d83a9bf6484803f4ce511a341fc05a37a59c5ec270523fd6,fd437ec84beaf1543b6924badbb946c2acb86609c2bbb91ff0ea95188ab8acf6,a52ab7617efd691754c1ca97bf3c935ffa7411aa3f3ed3ad838096dc932ea761,d300572c42d79c9abcc93c16b4b12c426744ed69e5762958cbd52803f50adf30,3cc59b96e036914dd323ba8b53e2d9c3c44610a48346b0149efc0b21fe217cde,e6d0672a4328aee5c824e7c08b6a5b7a356c247a02f283942b662a274c53aebc,15b425c6969131c99eabbdeee156e2518a3c0642d7b83835567781b073dd4ade,85aa4254054e238a079eacecd5f9e14cb81aa13f72b9e5420742ac22b92430bb,8b3bfe6c11c0989f6b7636526768d4266f94945ae1ca411ff47a571180816f64,329ff235c849c42aa110e0976f59e06408d4de8db1921de7f48c7a89dfc98899,2701c7c56699828b7d4612e9955985f3e050643c92bd90636507f7fa67cf372d
"0","0","0","0","0","0","劍","0","0","鐵劍","0","1","101011","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","短劍","0","0","殺手筆劍","0","1","101071","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","指虎","0","0","木製拳套","0","1","101101","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","弓","0","0","獵人弓","0","1","101131","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","戟","0","0","鋼之戟","0","1","101161","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","斧","0","0","單手斧","0","1","101191","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","回復法杖","0","0","檀香之杖","0","1","101251","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","輕裝鎧甲","0","0","皮革工作服","0","1","101281","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","魔法服","0","0","旅行長袍","0","1","101371","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","盾","0","0","木製盾","0","1","101401","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","鞋","0","0","皮靴","0","1","101431","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","魔法帽","0","0","時尚貝雷帽","0","1","101521","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","攻擊配件","0","0","幹勁手鍊","0","1","101551","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","防禦配件","0","0","守護墜飾","0","1","101581","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","魔法配件","0","0","氣魄手環","0","1","101611","0","0","0","0","0","0","0","0"
"13","0","0","0","0","0","劍","0","0","齒輪劍","0","2","102011","30","0","0","0","0","0","0","0"
