430883df6cfec5f96dfdbbc179dbd93ba825d09098d02fa7a78c6df35c40a2ee,e9a26351da864507311e743d0ccb168a2f6aec41b307bc85d2024f717f781bb4,5a77ea6dab3862d9bab522981ab1cc76ac6a1695d017bbbde3d0d356dad39741,1e40105a45dd48b90e3fdc0ccfa914d3b6547e339d0fe88db47d453f0d147f69,50456d914de301a6ac1df7486f17938f2d45660aaf44cb3d74dfae2d4a7867fe,13080f2d43cb86f4ce1168f08f6586b35707fa8e17447b3559c854c6d457d378,564be3efe61c76272a500c7963519db3c1f7f9c5b77cb904040fd8f18723cc5e,afedd660fe5f92858e37b5562fe56cb39fd3b85f765ed2bd51decce4a23697f5,6a3622604a617811c2fdc768d446a5e560ddda78a6987e000c2e5303de76fa71,efb0610d99d0d23152a0ea7650e42d492a76e9d2d2a1b18b785150d50718cc0c,4d766046f31fe0638b7842f57576b7d7116e02dc01826b918e0fdec4df416beb,22a3b093c293312053928668c478f3ef19652471adc4fa14816c472632a47cbc,1022976653c71cfe96381d7d85e323d3ab5517d01d40897421fce87334b8dafa,99daddc182a12cdf6848f75284472e0076649f5a6a071444fc3d28ac8d358726
"10001","2018/08/28 16:00:00","9003","10001101","6004","0","完成活動任務1-1 (NORMAL)","71001001","102","1","2018/09/19 15:59:59","601","71001001","0"
"10001","2018/08/28 16:00:00","9003","10001102","6004","0","完成活動任務1-2 (NORMAL)","71001002","102","1","2018/09/19 15:59:59","601","71001002","0"
"10001","2018/08/28 16:00:00","9003","10001103","6004","0","完成活動任務1-3 (NORMAL)","71001003","102","1","2018/09/19 15:59:59","601","71001003","0"
"10001","2018/08/28 16:00:00","9003","10001104","6004","0","完成活動任務1-4 (NORMAL)","71001004","102","1","2018/09/19 15:59:59","601","71001004","0"
"10001","2018/08/28 16:00:00","9003","10001105","6004","0","完成活動任務1-5 (NORMAL)","71001005","102","1","2018/09/19 15:59:59","601","71001005","0"
"10001","2018/08/28 16:00:00","9003","10001106","6004","0","完成活動任務1-6 (NORMAL)","71001006","102","1","2018/09/19 15:59:59","601","71001006","0"
"10001","2018/08/28 16:00:00","9003","10001107","6004","0","完成活動任務1-7 (NORMAL)","71001007","102","1","2018/09/19 15:59:59","601","71001007","0"
"10001","2018/08/28 16:00:00","9003","10001108","6004","0","完成活動任務1-8 (NORMAL)","71001008","102","1","2018/09/19 15:59:59","601","71001008","0"
"10001","2018/08/28 16:00:00","9003","10001109","6004","0","完成活動任務1-9 (NORMAL)","71001009","102","1","2018/09/19 15:59:59","601","71001009","0"
"10001","2018/08/28 16:00:00","9003","10001110","6004","0","完成活動任務1-10 (NORMAL)","71001010","102","1","2018/09/19 15:59:59","601","71001010","0"
"10001","2018/08/28 16:00:00","9003","10001111","6004","0","完成活動任務1-11 (NORMAL)","71001011","102","1","2018/09/19 15:59:59","601","71001011","0"
"10001","2018/08/28 16:00:00","9003","10001112","6004","0","完成活動任務1-12 (NORMAL)","71001012","102","1","2018/09/19 15:59:59","601","71001012","0"
"10001","2018/08/28 16:00:00","9003","10001113","6004","0","完成活動任務1-13 (NORMAL)","71001013","102","1","2018/09/19 15:59:59","601","71001013","0"
"10001","2018/08/28 16:00:00","9003","10001114","6004","0","完成活動任務1-14 (NORMAL)","71001014","102","1","2018/09/19 15:59:59","601","71001014","0"
"10001","2018/08/28 16:00:00","9003","10001115","6004","0","完成活動任務1-15 (NORMAL)","71001015","102","1","2018/09/19 15:59:59","601","71001015","0"
"10001","2018/08/28 16:00:00","9003","10001201","6005","0","完成活動任務1-1 (HARD)","71001016","103","1","2018/09/19 15:59:59","601","71001016","0"
"10001","2018/08/28 16:00:00","9003","10001202","6005","0","完成活動任務1-2 (HARD)","71001017","103","1","2018/09/19 15:59:59","601","71001017","0"
"10001","2018/08/28 16:00:00","9003","10001203","6005","0","完成活動任務1-3 (HARD)","71001018","103","1","2018/09/19 15:59:59","601","71001018","0"
"10001","2018/08/28 16:00:00","9003","10001204","6005","0","完成活動任務1-4 (HARD)","71001019","103","1","2018/09/19 15:59:59","601","71001019","0"
"10001","2018/08/28 16:00:00","9003","10001205","6005","0","完成活動任務1-5 (HARD)","71001020","103","1","2018/09/19 15:59:59","601","71001020","0"
"10001","2018/08/28 16:00:00","9006","0","6002","0","將討伐證交換的獎賞一覽重置1次","71001021","104","1","2018/09/19 15:59:59","601","71001021","0"
"10001","2018/08/28 16:00:00","9006","0","6002","0","將討伐證交換的獎賞一覽重置2次","71001022","104","2","2018/09/19 15:59:59","601","71001022","0"
"10001","2018/08/28 16:00:00","9006","0","6002","0","將討伐證交換的獎賞一覽重置3次","71001023","104","3","2018/09/19 15:59:59","601","71001023","0"
"10001","2018/08/28 16:00:00","9006","0","6002","0","將討伐證交換的獎賞一覽重置4次","71001024","104","4","2018/09/19 15:59:59","601","71001024","0"
"10001","2018/08/28 16:00:00","9011","0","6008","0","打倒5隻席茲（NORMAL、HARD共通）","71001025","105","5","2018/09/19 15:59:59","601","71001025","0"
"10001","2018/08/28 16:00:00","9011","0","6008","0","打倒10隻席茲（NORMAL、HARD共通）","71001026","105","10","2018/09/19 15:59:59","601","71001026","0"
"10001","2018/08/28 16:00:00","9011","0","6008","0","打倒15隻席茲（NORMAL、HARD共通）","71001027","105","15","2018/09/19 15:59:59","601","71001027","0"
