61b053d81b72e683826bd92e47c69c80825ee35c1b2f582a1229bc73a772aee3,20c0bd257d7c9f0bbe278b2a49c772e879cac9b33d90344afb37fcf7cc0adf35,6d948f52e38d8d21e865ca1363a537f6938a095672c7c1ddb3ef66aeba257e1b,cfb1ed43cd5e1873438cb285bd3fd9ba335b5c8bec00f6834b50917c73660a52,44e7e5694cc973e6043b42ca0883b6a6dac25e15c8b068377a44245be11d93f0,89b8b214385b22ff598d9c998bc3138004b4830a71c04afbaf6498e66c711e3d,0e6afe39fa5322b8b33146b4d9f5fccd9fd1cdc3e96a0f5258fd1f05b6abdf28,8abca65cbf303002e526be4f335c9fae259969b9c59b2a3acf20e1a6a19abb5d,69cc828d5ebec9ef4cd49addd5572bb328e9502097ebc86ec25fcaaf8706218d,868c4e00f38eafb89a0ef7b09ff337418d14136f6b344866ade348627f7a609d
"0","0","2019/08/01 15:59:59","0","0","10001","0","0","2018/01/01 15:00:00","0"
"1001","0","2020/02/14 15:59:59","1","1","10002","0","1001","2019/08/01 16:00:00","1001"
"1001","0","2020/08/03 15:59:59","1","1","10003","0","0","2020/02/14 16:00:00","0"
"1001","0","2020/08/31 23:59:59","1","1","10004","1002","1002","2020/08/03 16:00:00","1002"
"1002","2015009","2020/08/31 23:59:59","2","2","10005","1002","1002","2020/08/03 16:00:00","1002"
"1001","0","2021/02/09 04:59:59","1","1","10006","0","0","2020/09/01","0"
"1002","2015009","2021/02/09 04:59:59","2","2","10007","0","0","2020/09/01","0"
"1001","0","2021/02/26 04:59:59","1","1","10008","1003","0","2021/02/09 05:00:00","0"
"1002","2015009","2021/02/26 04:59:59","2","2","10009","1003","0","2021/02/09 05:00:00","0"
"1001","0","2021/08/01 04:59:59","1","1","10010","0","0","2021/02/26 04:59:59","0"
"1002","2015009","2021/08/01 04:59:59","2","2","10011","0","0","2021/02/26 04:59:59","0"
"1001","0","2021/08/31 23:59:59","1","1","10012","1004","1003","2021/08/01 05:00:00","1003"
"1002","2015009","2021/08/31 23:59:59","2","2","10013","1004","1003","2021/08/01 05:00:00","1003"
"1001","0","2023/08/01 04:59:59","1","1","10014","0","0","2021/09/01","0"
"1002","2015009","2023/08/01 04:59:59","2","2","10015","0","0","2021/09/01","0"
"1001","0","2023/08/31 23:59:59","1","1","10028","1008","1005","2023/08/01 05:00:00","1005"
"1002","2015009","2023/08/31 23:59:59","2","2","10029","1008","1005","2023/08/01 05:00:00","1005"
"1001","0","2030/08/15 14:59:59","1","1","10030","0","0","2023/09/01","0"
"1002","2015009","2030/08/15 14:59:59","2","2","10031","0","0","2023/09/01","0"
