4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c
"隨機 EXP 藥水BOX","6","可獲得隨機的 EXP 藥水。","0","0","2015/12/17 15:00:00","20000","2030/08/01 14:59:59","1","0","0","2"
"小型 EXP 藥水","1","用來強化角色的 Lv，使用後增加 60 的 EXP。","0","80","2015/12/17 15:00:00","20001","2030/08/01 14:59:59","999999","60","0","1"
"普通 EXP 藥水","1","用來強化角色的 Lv，使用後增加 300 的 EXP。","0","400","2015/12/17 15:00:00","20002","2030/08/01 14:59:59","999999","300","0","2"
"高劑量 EXP 藥水","1","用來強化角色的 Lv，使用後增加 1500 的 EXP。","0","2000","2015/12/17 15:00:00","20003","2030/08/01 14:59:59","999999","1500","0","3"
"特級 EXP 藥水","1","用來強化角色的 Lv，使用後增加 7500 的 EXP。","0","10000","2015/12/17 15:00:00","20004","2030/08/01 14:59:59","999999","7500","0","4"
"究極EXP藥水","1","用來強化角色的 Lv，使用後增加 37500 的 EXP。","0","50000","2015/12/17 15:00:00","20005","2030/08/01 14:59:59","999999","37500","0","5"
"優花梨（聖誕節）專用水晶球 / Lv180","21","優花梨（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","0","2021/04/01 16:00:00","21001","2030/08/01 14:59:59","999","1","0","1"
"矛依未（新年）專用水晶球 / Lv180","21","矛依未（新年）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","0","2021/05/04 16:00:00","21002","2030/08/01 14:59:59","999","2","0","1"
"優衣（祭服）專用水晶球 / Lv180","21","優衣（祭服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","0","2021/06/02 16:00:00","21003","2030/08/01 14:59:59","999","3","0","1"
"莉瑪（灰姑娘）專用水晶球 / Lv180","21","莉瑪（灰姑娘）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","0","2021/07/05 16:00:00","21004","2030/08/01 14:59:59","999","5","0","1"
"珠希（工作服）專用水晶球 / Lv180","21","珠希（工作服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","0","2021/05/31 12:00:00","21005","2030/08/01 14:59:59","999","6","0","1"
"紡希（夏日）專用水晶球 / Lv180","21","紡希（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","0","2021/07/31 12:00:00","21006","2030/08/01 14:59:59","999","7","0","1"
"妮諾（萬聖節）專用水晶球 / Lv180","21","妮諾（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","0","2021/09/30 12:00:00","21007","2030/08/01 14:59:59","999","8","0","1"
"真陽（聖誕節）專用水晶球 / Lv215","21","真陽（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","0","2022/04/01 16:00:00","21008","2030/08/01 14:59:59","999","9","0","1"
"流夏（新年）專用水晶球 / Lv215","21","流夏（新年）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","0","2022/05/02 16:00:00","21009","2030/08/01 14:59:59","999","10","0","1"
"拉比林斯達（超載）專用水晶球 / Lv215","21","拉比林斯達（超載）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","0","2022/06/08 16:00:00","21010","2030/08/01 14:59:59","999","12","0","1"
"碧（露營）專用水晶球 / Lv215","21","碧（露營）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","0","2022/10/02 16:00:00","21011","2030/08/01 14:59:59","999","13","0","1"
"日和（夏日）專用水晶球 / Lv215","21","日和（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","0","2022/11/01 16:00:00","21012","2030/08/01 14:59:59","999","14","0","1"
"禊（夏日）專用水晶球 / Lv215","21","禊（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","0","2022/12/01 16:00:00","21013","2030/08/01 14:59:59","999","15","0","1"
"鈴（萬聖節）專用水晶球 / Lv215","21","鈴（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","0","2023/02/01 16:00:00","21014","2030/08/01 14:59:59","999","16","0","1"
"依里（聖誕節）專用水晶球 / Lv250","21","依里（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","0","2023/04/01 16:00:00","21015","2030/08/01 14:59:59","999","17","0","1"
