0c7cf48786844c5ab709d925aa779635eff6f08ee3ea3e9e80ca2ffe4da50234,382145af7e502d2430bc608ffa0f3d79c3f39c2c4d0366a1a107089c7abe9451,889c07c7e72ef2f46cd4452a953c85cfecebbd7817c6bfe36763b5f7100f169a,e665e8a31788a45b45c98c2c7f9b7c0dff2ab055e5ede09a5cd928cda9bb92e2,94fa13ed4fa3e7c9503426bc30538dc337a32a619b76f1fe30bcd459fc8f215e,f93d910c166fb7c0f1ebbeb0e56ff037016051af0d7b9280b4c7d81e99d5b358,aadd86acda8c06514f7c056b260697e1e369f71aef3b4ad4d702ca89e69b2933,d57eea5fce743ce8e96b71231086b3029404ece0c2a5bf01bb8c96affdef7ba0,92b1bb9e06ecbbf1ce4623abcdece1471b690a349c8a0e92b5512d68f6ac4036,0bab92b7f76aa6dc13e07882a0291fa9f3879113b869633f5fab46851eddf9f2,d56f503b600f4aeef876f274f47cb1b5988ab42a901d8eaaa3a16071cccfeca0,baa24a522c536b950909420686f96ab1b397fc92d479d6b06c7749c721ffbc70,aea627aca8502fb12fc6829780a53a533d4f5b154b52ba3e5703bfaa5a3de70e,afcd658f11ce9b5d422e4e28428f6a14a88498ae602309b79015e90b32197d95,790a5ea38dbb64a3df490c58d3f6f0903c5e5043cb44b18fc601dec6b1fdfde4,4827bc0d174fdb73a8e024bc5b60760d702ac343871f82589b22d8fb817047bc,1695a661b321f706413aadedd462cf2f3632b254f86757192bd4538aa38c49da,1b9cd41111bb39c39259a5ceb0e456d5e51e1b36c492e62f69d2feacb88ebda5,a59d33f4b34b0cd89b0d4b3a035a2013fab820c35e6eb73c763a6d806183b238
"5","0","12","","1","1","0","0","10132","5.5","1","289","610132007","0","3","3","-60","0","610132501"
"5","0","0","","2","1","0","0","10132","1.5","1","289","610132008","0","0","1","-60","70","610132502"
"5","0","0","","3","1","0","0","10132","1.5","1","289","610132009","0","0","1","-60","0","0"
"5","0","0","","1","1","0","0","10134","5.5","1.85","292","610134007","0","3","1","-50","55","0"
"5","0","30","","2","1","0","0","10134","1.5","1.85","292","610134008","0","0","3","-50","0","610134502"
"5","0","0","","3","1","0","0","10134","1.5","1.85","292","610134009","0","0","1","-50","0","0"
"5","600","0","","1","1","0","0","10136","5.5","1.1","295","610136007","0","3","2","0","0","610136501"
"5","0","0","","2","1","0","0","10136","1.5","1.5","295","610136008","0","0","1","-50","84","0"
"5","0","0","","3","1","0","0","10136","1.5","1.5","295","610136009","0","0","1","-50","0","0"
"5","0","0","","1","1","0","0","10137","5.5","0.85","295","610137007","0","0","1","0","75","0"
"5","0","0","","2","1","0","0","10137","1.5","0.85","295","610137008","0","0","1","0","50","0"
"5","0","0","","3","1","0","0","10137","1.5","0.85","295","610137009","0","0","1","0","0","0"
"5","0","0","","1","1","0","0","10140","5.5","1.4","298","610140007","0","3","1","0","77","0"
"5","0","0","","2","1","0","0","10140","1.5","1.4","298","610140008","0","0","1","0","52","0"
"5","0","0","","3","1","0","0","10140","1.5","1.4","298","610140009","0","0","1","0","0","0"
"5","0","0","","1","1","0","0","10142","5.5","1.45","301","610142007","0","3","1","-33","76","0"
"5","600","0","","2","1","0","0","10142","1.5","1.23","301","610142008","0","3","2","-40","0","610142502"
"5","0","0","","3","1","0","0","10142","1.5","1.45","301","610142009","0","0","1","-33","0","0"
"5","0","0","","1","1","0","0","10144","5.5","1","304","610144007","0","3","1","-33","65","0"
"5","600","0","","2","1","0","0","10144","1.5","0.85","304","610144008","0","3","2","-40","0","610144502"
"5","0","0","","3","1","0","0","10144","1.5","1","304","610144009","0","0","1","-33","0","0"
"5","600","0","","1","1","0","0","10146","5.5","0.87","307","610146007","0","3","2","-45","0","610146501"
"5","0","0","","2","1","0","0","10146","1.5","1.18","307","610146008","0","0","1","-45","58","0"
"5","0","0","","3","1","0","0","10146","1.5","1.18","307","610146009","0","0","1","-45","0","0"
"5","600","0","","1","1","0","0","10148","5.5","1.4","310","610148007","0","3","2","-50","0","610148501"
"5","0","0","","2","1","0","0","10148","1.5","1.7","310","610148008","0","0","1","-50","68","0"
"5","0","0","","3","1","0","0","10148","1.5","1.7","310","610148009","0","0","1","-50","0","0"
"5","0","0","","1","1","0","0","10150","5.5","1.35","313","610150007","0","3","1","-33","71","0"
"5","0","0","","2","1","0","0","10150","1.5","1.35","313","610150008","0","3","1","-33","50","0"
"5","0","0","","3","1","0","0","10150","1.5","1.35","313","610150009","0","0","1","-33","0","0"
"5","600","0","","1","1","0","0","10152","5.5","0.7","316","610152007","0","4.8","2","20","0","610152501"
"5","0","0","","2","1","0","0","10152","1.5","0.96","316","610152008","0","0","1","30","81","0"
"5","0","0","","3","1","0","0","10152","1.5","0.96","316","610152009","0","0","1","30","0","0"
"5","0","0","","1","1","0","0","10154","5.5","1.25","319","610154007","0","3","1","-33","68","0"
"5","600","0","","2","1","0","0","10154","1.5","1","319","610154008","0","3","2","-10","0","610154502"
"5","0","0","","3","1","0","0","10154","1.5","1.25","319","610154009","0","0","1","-33","0","0"
"5","600","0","","1","1","0","0","10156","5.5","0.85","322","610156007","0","3","2","5","0","610156501"
"5","600","0","","2","1","0","0","10156","1.5","1.11","322","610156008","0","3","1","-10","75","0"
"5","0","0","","3","1","0","0","10156","1.5","1.11","322","610156009","0","0","1","-10","0","0"
"5","600","0","","1","1","0","0","10158","5.5","1.5","325","610158007","0","3","2","-40","0","610158501"
"5","0","0","","2","1","0","0","10158","1.5","1.75","325","610158008","0","0","1","-33","65","0"
"5","0","0","","3","1","0","0","10158","1.5","1.75","325","610158009","0","0","1","-33","0","0"
"5","600","20","","1","1","0","0","10160","5.5","1.4","328","610160007","0","4.8","3","-35","0","610160501"
"5","0","0","","2","1","0","0","10160","1.5","1.4","328","610160008","0","0","1","-35","70","0"
"5","0","0","","3","1","0","0","10160","1.5","1.4","328","610160009","0","0","1","-35","0","0"
