5928a70a6dba1f209de8fdf0ff72e2c7d34f1372209d21863a10823df3a3bc99,784fab4cb5684939f36d230f3367d570514cf9898bf1825780ac8c2ac6a0015c,69cc18c4deb5c99e7095eece13a939ac96ac0bbced76eb314eff6d724d5c4864,0d67eebd942a6b4bbbee6e62d22da067ea483ff3d577e8ed4c56a9188bd10c06,5d676f9cf827fc726fb46b982d830da8ab7398a2d84eb8ca9f3b125fff205ee2,ceda6b704dd9dc1cc88cad4e96f62a8a5b366f6723ef3e30a4042abfd928f5ed,6e2d75491dec03c879d0613c6d24a4445833c52d09a1fb9d2aa7f80dff8d7502,a73c5103afc9b07c36795eb85b7ae96536413e1b397f6f79430c077f4064e507,95d58895f5afb9328b7a683c5998f380f5dea27801e36bc99f917ce35ec8fbb1,5c956002b2289345d4ff4dc1f1ad13d41f8149fa0618bd6c6636f52f8ce7bf0b,860b7d014b59668b9bb328f2838d0d28a710db2d44578a40f76bee7ed5f53c7f,0af831c7ab41887924ab0ca79bd809162d4fa8070fb664fe8c457c2dae717bd1,7a618df45fa7074af194fa9dc5b73db0342043de22d262f2b9940107eb252ead,68a3186a5ca92534914262c0ce7f8c05063f4b5928ab23df44aa7319e7924a9d,df7c85b468884aa018dadd3a1effe7692d0dd5b3954577fdacaadf4c5044d085,5039baee6b3f657a875f00813a658b1d46b11fea22c4442bf64141541fe3e330
"2","0","0","0","0","0","0","26202","0","275000001","0","0","0","0","0","80000"
"2","0","0","0","0","0","0","26202","0","275000002","0","0","0","0","0","85000"
"2","0","0","0","0","0","0","26202","0","275000003","0","0","0","0","0","90000"
"2","0","0","0","0","0","0","26202","0","275000004","0","0","0","0","0","95000"
"2","0","0","0","0","0","0","26202","0","275000005","0","0","0","0","0","100000"
"2","0","0","0","0","0","0","26202","0","275000006","0","0","0","0","0","105000"
"2","0","0","0","0","0","0","26202","0","275000007","0","0","0","0","0","110000"
"2","0","0","0","0","0","0","26202","0","275000008","0","0","0","0","0","115000"
"2","0","0","0","0","0","0","26202","0","275000009","0","0","0","0","0","120000"
"2","0","0","0","0","0","0","26202","0","275000010","0","0","0","0","0","125000"
"2","0","0","0","0","0","0","26202","0","275000011","0","0","0","0","0","130000"
"2","0","0","0","0","0","0","26202","0","275000012","0","0","0","0","0","135000"
"2","0","400","90013","0","0","18","26202","0","276010001","1","4109501","0","0","2","50000"
"2","0","425","90013","0","0","0","26202","0","276010002","0","0","0","0","2","50000"
"2","0","450","90013","0","0","0","26202","0","276010003","0","0","0","0","2","50000"
"2","0","475","90013","0","0","0","26202","0","276010004","0","0","0","0","2","100000"
"2","0","500","90013","0","0","2","26202","0","276010005","1","26203","0","0","2","100000"
"2","0","525","90013","0","0","18","26202","0","276010006","1","4110501","0","0","2","150000"
"2","0","550","90013","0","0","0","26202","0","276010007","0","0","0","0","2","150000"
"2","0","575","90013","0","0","0","26202","0","276010008","0","0","0","0","2","200000"
"2","0","600","90013","0","0","0","26202","0","276010009","0","0","0","0","2","200000"
"2","0","625","90013","0","0","2","26202","0","276010010","1","26203","0","0","2","200000"
"2","0","400","90013","0","0","18","26202","0","276020001","1","4101501","0","0","2","50000"
"2","0","425","90013","0","0","0","26202","0","276020002","0","0","0","0","2","50000"
"2","0","450","90013","0","0","0","26202","0","276020003","0","0","0","0","2","50000"
"2","0","475","90013","0","0","0","26202","0","276020004","0","0","0","0","2","100000"
"2","0","500","90013","0","0","2","26202","0","276020005","1","26203","0","0","2","100000"
"2","0","525","90013","0","0","18","26202","0","276020006","1","4102501","0","0","2","150000"
"2","0","550","90013","0","0","0","26202","0","276020007","0","0","0","0","2","150000"
"2","0","575","90013","0","0","0","26202","0","276020008","0","0","0","0","2","200000"
"2","0","600","90013","0","0","0","26202","0","276020009","0","0","0","0","2","200000"
"2","0","625","90013","0","0","2","26202","0","276020010","1","26203","0","0","2","200000"
"2","0","400","90013","0","0","18","26202","0","276030001","1","4201501","0","0","2","50000"
"2","0","425","90013","0","0","0","26202","0","276030002","0","0","0","0","2","50000"
"2","0","450","90013","0","0","0","26202","0","276030003","0","0","0","0","2","50000"
"2","0","475","90013","0","0","0","26202","0","276030004","0","0","0","0","2","100000"
"2","0","500","90013","0","0","2","26202","0","276030005","1","26203","0","0","2","100000"
