68dbc7311a43d72224be0c51147d9ea5c1041aaab49772e10c1f3fc40a508c3d,8d6673b29715a40188ddfdf432d7130390d767d06f85943e370e3863b5c18108,b392d306a4a8f130c7b77d4fcc31ba4f0a9f9653da813c90e7d0cae0074c7fd9,6b1d727c0592d7b814e16f74764d55ab62122b2864c78e8bbfb3b029db08bba4,edfcfb1547fc83d0e55b5f573a2439006761cf493929a19423522e4a496f8f1b,31e84db9100ecbabb52d6c64499a9286d06593ef12e17595e6c03d5f08d7d49f,ae77badedfdeef53d83c20502c3372b62e4ca540816204c798fa51d4cd738920,1acf7bb0500781fc65b5e591442cec8640d8eb6796a24df11f7d0be79639edb7,22f24938861376872f1854824d7c307cf34cc153c9ea32ca963cc503cbce70b5,46fe4efec6a89ba3e19d0cdba1d1951b28f908f3756a6b731db047d0ea288423,1e5fe273e193a822b809f6132d4fd2903064d80a82c956e36a3626311bd04703,d3e4be029de31e4d07c15a7c2dbe8e8e811048ae0b7139d0948afe19d28d3c92,3ef11434d30ce3232f9887ab2fcb5a06ddafaa5c47acdbe97897f57f9a2d1c2d,ea92c2aae297ec0da081ee4a3521ba976a60f19d625a8e1fae1359179f932da5
"-1","-1","1","-1","-1","1","-1","1","0","180","-1","19","180","0"
"-1","-1","2","-1","-1","1","-1","1","0","180","-1","19","180","0"
"-1","-1","3","-1","-1","1","-1","1","0","180","-1","19","180","0"
"-1","-1","4","-1","-1","0","-1","1","0","180","-1","19","180","0"
"-1","-1","5","-1","-1","1","-1","1","0","180","-1","19","180","0"
"-1","-1","6","-1","-1","1","-1","1","0","180","-1","19","180","0"
"-1","-1","7","-1","-1","1","-1","1","0","180","-1","19","180","0"
"-1","-1","8","-1","-1","1","-1","1","0","180","-1","19","180","0"
"-1","-1","9","-1","-1","1","-1","1","0","215","-1","23","215","0"
"-1","-1","10","-1","-1","1","-1","1","0","215","-1","23","215","0"
"-1","-1","11","-1","-1","0","-1","1","0","215","-1","23","215","0"
"-1","-1","12","-1","-1","1","-1","1","0","215","-1","23","215","0"
"-1","-1","13","-1","-1","1","-1","1","0","215","-1","23","215","0"
"-1","-1","14","-1","-1","1","-1","1","0","215","-1","23","215","0"
"-1","-1","15","-1","-1","1","-1","1","0","215","-1","23","215","0"
"-1","-1","16","-1","-1","1","-1","1","0","215","-1","23","215","0"
"-1","-1","17","-1","-1","1","-1","1","0","250","-1","26","250","0"
"-1","-1","18","-1","-1","0","-1","1","0","250","-1","26","250","0"
"-1","-1","20","-1","-1","1","-1","1","0","250","-1","26","250","0"
"-1","-1","21","-1","-1","1","-1","1","0","250","-1","26","250","0"
"-1","-1","22","-1","-1","1","-1","1","0","250","-1","26","250","0"
"-1","-1","23","-1","-1","0","-1","1","0","260","-1","28","260","0"
"-1","-1","24","-1","-1","1","-1","1","0","250","-1","26","250","0"
"-1","-1","25","-1","-1","1","-1","1","0","250","-1","26","250","0"
"-1","-1","26","-1","-1","0","-1","1","0","280","-1","29","280","0"
"-1","-1","27","-1","-1","1","-1","1","0","280","-1","29","280","0"
"-1","-1","28","-1","-1","1","-1","1","0","280","-1","29","280","0"
