be34ed89c0d6ebe5088ee563f21e44a6ea6c1658006bbacfb80e6e1bf57e8658,b747bf801d3ef07f877979524acb53269a9fbc81ce57cdb245dfe83cc93c5abd,97fe0c6243db234042bc0f47c9699deff8c130ac02e48bd98b9c7f4ce72ddc29,9409e163a2f7507e76d6d6cbc91715ee6531d517a4c22b73de7a167f08768fee,34a2ca02372ccb868a1d56d51f7e6317540f8fd61a511160f9ec16ef65542056,40b926ca68198f75d5ff06576b5e657d223646a57a1f74add32462050f7c1f29,d0491c1aba5f18ee6b1cc9433272bfde790b4578ba5f86b27a5b80e6a210bf9a,3f4b8375258cad13b154154914e5a51a29e9e7cf996a477b363f423a7fd8c60c,dded93ae6dbd4599682ba97e93ad9281716291b2a291ba2de1f27a3dc998ada7,6abcce766dec2cb47c8b5a242e83b84f372f5de6ed7c06446b44f1ad20454877,4feb50c29535f0709167b09f53ce13bb74c97ef2714b8d2e2c79df5428e5a0f8,90f54bcc16b91cecc1ea2e59034742d01646f574e27b435aa11276f1400d3a87,6232d89162a6911c9fd953f33b93f040ec1b5659c76c3dcd2e579dc6b043c0c0,88d8ab624dee93ccb4d09b26ea4df6c562d0a25361e664c244a86b9c85cba280,fb5c45c82f33f05d3b17e310b944509365f3688bf33d30d3ed163ba4bf122c8a,90e5ccd9837ee43359699d9e71763fc339c4cbcc8ec7406d24fd772ec5121140,ba23089e8794aeffdd7f4cce3a720bd486749db51caa5f1af2b7b4370acfe20d,db657d1802e0c494689345be5bb8afc145c471dc9221da45500b0f331f07d1c2,fa8283ca82e6708a3ab5a85b052ead54c9f0c3f5475c98c05d0477e48078c2be
"120","20000000","0","12","0","0","100101","0","0","0","41001","0","1100101","0","2","1","31001","0","94000"
"120","20000000","0","12","0","0","100201","0","0","0","41002","0","1100201","0","2","1","31002","0","94000"
"120","20000000","0","12","0","0","100301","0","0","0","41003","0","1100301","0","2","1","31003","0","94000"
"120","20000000","0","12","0","0","100401","0","0","0","41004","0","1100401","0","2","1","31004","0","94000"
"120","20000000","0","12","0","0","100501","0","0","0","41005","0","1100501","0","2","1","31005","0","94000"
"120","20000000","0","12","0","0","100601","0","0","0","41006","0","1100601","0","2","1","31006","0","94000"
"120","20000000","0","12","0","0","100701","0","0","0","41007","0","1100701","0","2","1","31007","0","94000"
"120","20000000","0","12","0","0","100801","0","0","0","41008","0","1100801","0","2","1","31008","0","94000"
"120","20000000","0","12","0","0","100901","0","0","0","41009","0","1100901","0","2","1","31009","0","94000"
"120","20000000","0","12","0","0","101001","0","0","0","41010","0","1101001","0","2","1","31010","0","94000"
"120","20000000","0","12","0","0","101101","0","0","0","41011","0","1101101","0","2","1","31011","0","94000"
"120","20000000","0","12","0","0","101201","0","0","0","41012","0","1101201","0","2","1","31012","0","94000"
"120","20000000","0","12","0","0","101301","0","0","0","41013","0","1101301","0","2","1","31013","0","94000"
"120","20000000","0","12","0","0","101401","0","0","0","41014","0","1101401","0","2","1","31014","0","94000"
"120","20000000","0","12","0","0","101501","0","0","0","41015","0","1101501","0","2","1","31015","0","94000"
"120","20000000","0","12","0","0","101601","0","0","0","41016","0","1101601","0","2","1","31016","0","94000"
"120","20000000","0","12","0","0","101701","0","0","0","41017","0","1101701","0","2","1","31017","0","94000"
"120","20000000","0","12","0","0","101801","0","0","0","41018","0","1101801","0","2","1","31018","0","94000"
"120","20000000","0","12","0","0","102001","0","0","0","41020","0","1102001","0","2","1","31020","0","94000"
"120","20000000","0","12","0","0","102101","0","0","0","41021","0","1102101","0","2","1","31021","0","94000"
"120","20000000","0","12","0","0","102201","0","0","0","41022","0","1102201","0","2","1","31022","0","94000"
"120","20000000","0","12","0","0","102301","0","0","0","41023","0","1102301","0","2","1","31023","0","94000"
"120","20000000","0","12","0","0","102501","0","0","0","41025","0","1102501","0","2","1","31025","0","94000"
"120","20000000","0","12","0","0","102601","0","0","0","41026","0","1102601","0","2","1","31026","0","94000"
