563287283c8e75a4ce1e832689f52d9ed39c6fb1c4e9a3c1654cf3d69de4dd16,2468ddc72c5a83c6276113ef79e04180ef2dc93e759099c8b8fbd2d21f52a21c,a72c22518d5a786008b02d9b837d856dd030ec2cdba93491acbd786691e42c8f,d2a8ffdc9524401e9d5a39897678961b2944e92f690c1a9ebe0c753af8268729,3f9a4bf09c16b602282d1d4f2f96eaa1d2bde9fa58c5abfaf6414928f7a717a8,5d29dc795fa9f03587ba44f2004ef89e04bd3dd9b21f28b69b7de5b67967a331,c1dc0c79a31d421e430b2058bee1fa964c4191ca0160929cd0878798f65405c7,f6c8dd24c2e2b7adf68397412ab456c9e6ee135f46f35046e22288674c9709e3,a980de3bd5b4f9c6da208274421bbea41f31b7fb3c86693458f779b2732b97f5,2b6415bdf3f8da1b468330a5fdf723ca63711604284c8163ebb8da071d8d0ab0,50f88172f1f40d54a6f8c67fa9838ed927dea2ef769c05caefff7a923b4b9009,071b22cc11122d913d179f923157ca25c9da9fba1a1fd120c628c08deab8410a,09895c6ce1ac596dfc484d53dcf209f8b282d77b6d1cbde669371c07ab915b00,c2ca82cda702ecc773d64cf98c2b492cf483ce5f16a9daa6bdc544793e07a8be,875eac3dba66695633e75ca209dac74409343bf73ccf5cdc2f17dc05d375a344,20bda5ce4131ee741bafc7d2bf6dba75b8fb9ab37031ac6abae1a0117ede8239,e51f00071d67ef20f0e5a5b321b90e3c29bc18b0679cee41b5bc3c1012dbdd86,9f513bb0c961c574814cb4a16556a86c7bc3923b139410815381d47d14de6a49
"0","0","分數累積獲得 20000 分","0","0","0","20000","0","0","0","0","0","0","94002","5000","1","0","12"
"0","0","分數累積獲得 40000 分","0","0","0","40000","0","0","0","0","0","0","94002","10000","2","0","12"
"0","0","分數累積獲得 60000 分","0","0","0","60000","0","0","0","0","0","0","94002","15000","3","0","12"
"0","0","分數累積獲得 80000 分","0","0","0","80000","0","0","0","0","0","0","94002","20000","4","0","12"
"0","0","分數累積獲得 100000 分","0","2","0","100000","23001","0","0","5","0","0","91002","50","5","0","8"
"0","0","分數累積獲得 120000 分","0","0","0","120000","0","0","0","0","0","0","94002","25000","6","0","12"
"0","0","分數累積獲得 140000 分","0","0","0","140000","0","0","0","0","0","0","94002","30000","7","0","12"
"0","0","分數累積獲得 160000 分","0","0","0","160000","0","0","0","0","0","0","94002","35000","8","0","12"
"0","0","分數累積獲得 180000 分","0","0","0","180000","0","0","0","0","0","0","94002","40000","9","0","12"
"0","0","分數累積獲得 200000 分","0","2","0","200000","23001","0","0","5","0","0","91002","50","10","0","8"
"0","0","分數累積獲得 220000 分","0","0","0","220000","0","0","0","0","0","0","94002","55000","11","0","12"
"0","0","分數累積獲得 240000 分","0","0","0","240000","0","0","0","0","0","0","94002","35000","12","0","12"
"0","0","分數累積獲得 260000 分","0","0","0","260000","0","0","0","0","0","0","94002","40000","13","0","12"
"0","0","分數累積獲得 280000 分","0","0","0","280000","0","0","0","0","0","0","94002","45000","14","0","12"
"0","0","分數累積獲得 300000 分","2","8","0","300000","91002","10","0","150","0","23001","11001039","1","15","0","15"
