8c2ef9b032ad43b1445d56604cd28cdaeb71d398bafa8570408c3ea29a224dae,8cb9fd0bec632a69fd325831695d94bb266c2f7f43641b738fc78a1f7a7ad5f9,aac26ad1dddd81da40d37ed163c71b898236a31b7447204966e56d2e3f5b11bd,84331e07139200fa482f14ed53c3318a020a4b6986ca05f976afa19a5c9d474e,f2fff173cc7cb0ad473ce5879b10f89ea3d669eba57a82041f77d16449428f03,ac4b06bd703f79bf58912e0dcdd99f6b07c4768136a3ea2bf815ca343a339b0e,10991599915ab6429e59b00f5ccad4ec96d0483c60e1b2eccc295c00c7b3f820,6f82944fa351e9a274648ed867770dbf9e3d4b64ff1f598474c19d9c4dbe7c7d,f8601ca6144d5cf641868c020a391a7792769333dc56e14fd80775323f69652d,70737eb66411bd38f2115f327e2bdea4d9894202d0b6a5ae92fc2f1e57dbb5e3,8c0a94b66ed46f6f698672278e6d7bbd5e190b3d22aaef5e087a1d46286aeafd,3ae867c6a90c8ddf83e4ab02f85de0811db19dd156018377172ace859c398df9,e7128897f82156e0780aa6b1691768850575063a8fdee3b490239388b356a0e6,88a6a1bc14d4271f83f3fd1033f5446f1869ee0f0a410b541784f9e80d229958,8e5b40a9bd6411c576f964fd5ef6632ee4db90e9db7783c1d3170cb8cf3ed996,5e962b0d71da60a8e4e7afa3fa3db2cd74b5071fab59633d8ffb20c7eb1f8eb7,fca8cf1913f7117767a078683acab179d1f60bbf0ef458387bac4e3ad0a8f432,300407002995f9000c1413adb899ee725c539a0c4a183ff6b5ff800f2f31e3f8,d6aeb1c40252e63c880770f329dbab3026ad44034b4c702baea3f6d442dc2490
"0","40","25201","30","25202","0","1","0","1001","invasion_reward_icon_connectpiece_1","0","500000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","2","0","1001","invasion_reward_icon_connectpiece_2","0","1000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","3","0","1001","invasion_reward_icon_connectpiece_3","0","2000000","2","0","0","0","0","2","0"
"0","50","150001","50","91002","0","4","0","1001","invasion_reward_icon_jewel","0","3000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","5","0","1001","invasion_reward_icon_connectpiece_1","0","4000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","6","0","1001","invasion_reward_icon_connectpiece_2","0","7000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","7","0","1001","invasion_reward_icon_connectpiece_3","0","10000000","2","0","0","0","0","2","0"
"0","50","150001","50","91002","0","8","0","1001","invasion_reward_icon_jewel","0","13000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","9","0","1001","invasion_reward_icon_connectpiece_1","0","16000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","10","0","1001","invasion_reward_icon_connectpiece_2","0","19000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","11","0","1001","invasion_reward_icon_connectpiece_3","0","25000000","2","0","0","0","0","2","0"
"0","50","150002","100","91002","0","12","0","1001","invasion_reward_icon_jewel","0","31000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","13","0","1001","invasion_reward_icon_connectpiece_1","0","37000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","14","0","1001","invasion_reward_icon_connectpiece_2","0","43000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","15","0","1001","invasion_reward_icon_connectpiece_3","0","49000000","2","0","0","0","0","2","0"
"0","50","150002","100","91002","0","16","0","1001","invasion_reward_icon_jewel","0","56000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","17","0","1001","invasion_reward_icon_connectpiece_1","0","63000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","18","0","1001","invasion_reward_icon_connectpiece_2","0","70000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","19","0","1001","invasion_reward_icon_connectpiece_3","0","77000000","2","0","0","0","0","2","0"
"0","50","150003","200","91002","0","20","0","1001","invasion_reward_icon_jewel","0","84000000","8","0","0","0","0","4","0"
"0","0","0","10","140001","0","21","0","1001","invasion_reward_icon_piece_p_heart","0","92000000","4","0","0","0","0","0","0"
"0","0","0","10","140001","0","22","0","1001","invasion_reward_icon_piece_p_heart","0","100000000","4","0","0","0","0","0","0"
"0","0","0","20","140001","0","23","0","1001","invasion_reward_icon_piece_p_heart","0","108000000","4","0","0","0","0","0","0"
"0","20","140001","10","90005","0","24","0","1001","invasion_reward_icon_hiseki","0","116000000","2","0","0","0","0","4","0"
"0","30","140001","10","90005","0","25","0","1001","invasion_reward_icon_hiseki","0","124000000","2","0","0","0","0","4","0"
"0","40","25201","30","25202","0","26","0","1002","invasion_reward_icon_connectpiece_1","0","500000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","27","0","1002","invasion_reward_icon_connectpiece_2","0","1000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","28","0","1002","invasion_reward_icon_connectpiece_3","0","2000000","2","0","0","0","0","2","0"
"0","50","150001","50","91002","0","29","0","1002","invasion_reward_icon_jewel","0","3000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","30","0","1002","invasion_reward_icon_connectpiece_1","0","4000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","31","0","1002","invasion_reward_icon_connectpiece_2","0","7000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","32","0","1002","invasion_reward_icon_connectpiece_3","0","10000000","2","0","0","0","0","2","0"
"0","50","150001","50","91002","0","33","0","1002","invasion_reward_icon_jewel","0","13000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","34","0","1002","invasion_reward_icon_connectpiece_1","0","16000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","35","0","1002","invasion_reward_icon_connectpiece_2","0","19000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","36","0","1002","invasion_reward_icon_connectpiece_3","0","25000000","2","0","0","0","0","2","0"
"0","50","150002","100","91002","0","37","0","1002","invasion_reward_icon_jewel","0","31000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","38","0","1002","invasion_reward_icon_connectpiece_1","0","37000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","39","0","1002","invasion_reward_icon_connectpiece_2","0","43000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","40","0","1002","invasion_reward_icon_connectpiece_3","0","49000000","2","0","0","0","0","2","0"
"0","50","150002","100","91002","0","41","0","1002","invasion_reward_icon_jewel","0","56000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","42","0","1002","invasion_reward_icon_connectpiece_1","0","63000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","43","0","1002","invasion_reward_icon_connectpiece_2","0","70000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","44","0","1002","invasion_reward_icon_connectpiece_3","0","77000000","2","0","0","0","0","2","0"
"0","50","150003","200","91002","0","45","0","1002","invasion_reward_icon_jewel","0","84000000","8","0","0","0","0","4","0"
"0","0","0","10","140001","0","46","0","1002","invasion_reward_icon_hiseki","0","92000000","4","0","0","0","0","0","0"
"0","0","0","10","140001","0","47","0","1002","invasion_reward_icon_hiseki","0","100000000","4","0","0","0","0","0","0"
"0","0","0","20","140001","0","48","0","1002","invasion_reward_icon_hiseki","0","108000000","4","0","0","0","0","0","0"
"0","20","140001","10","90005","0","49","0","1002","invasion_reward_icon_hiseki","0","116000000","2","0","0","0","0","4","0"
"0","30","140001","10","90005","0","50","0","1002","invasion_reward_icon_hiseki","0","124000000","2","0","0","0","0","4","0"
"0","40","25201","30","25202","0","51","0","1003","invasion_reward_icon_connectpiece_1","0","500000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","52","0","1003","invasion_reward_icon_connectpiece_2","0","1000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","53","0","1003","invasion_reward_icon_connectpiece_3","0","2000000","2","0","0","0","0","2","0"
"0","50","150001","50","91002","0","54","0","1003","invasion_reward_icon_jewel","0","3000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","55","0","1003","invasion_reward_icon_connectpiece_1","0","4000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","56","0","1003","invasion_reward_icon_connectpiece_2","0","7000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","57","0","1003","invasion_reward_icon_connectpiece_3","0","10000000","2","0","0","0","0","2","0"
"0","50","150001","50","91002","0","58","0","1003","invasion_reward_icon_jewel","0","13000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","59","0","1003","invasion_reward_icon_connectpiece_1","0","16000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","60","0","1003","invasion_reward_icon_connectpiece_2","0","19000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","61","0","1003","invasion_reward_icon_connectpiece_3","0","25000000","2","0","0","0","0","2","0"
"0","50","150002","100","91002","0","62","0","1003","invasion_reward_icon_jewel","0","31000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","63","0","1003","invasion_reward_icon_connectpiece_1","0","37000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","64","0","1003","invasion_reward_icon_connectpiece_2","0","43000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","65","0","1003","invasion_reward_icon_connectpiece_3","0","49000000","2","0","0","0","0","2","0"
"0","50","150002","100","91002","0","66","0","1003","invasion_reward_icon_jewel","0","56000000","8","0","0","0","0","4","0"
"0","40","25201","30","25202","0","67","0","1003","invasion_reward_icon_connectpiece_1","0","63000000","2","0","0","0","0","2","0"
"0","40","25203","15","25204","0","68","0","1003","invasion_reward_icon_connectpiece_2","0","70000000","2","0","0","0","0","2","0"
"0","40","25205","5","25206","0","69","0","1003","invasion_reward_icon_connectpiece_3","0","77000000","2","0","0","0","0","2","0"
"0","50","150003","200","91002","0","70","0","1003","invasion_reward_icon_jewel","0","84000000","8","0","0","0","0","4","0"
"0","0","0","10","140001","0","71","0","1003","invasion_reward_icon_hiseki","0","92000000","4","0","0","0","0","0","0"
"0","0","0","10","140001","0","72","0","1003","invasion_reward_icon_hiseki","0","100000000","4","0","0","0","0","0","0"
"0","0","0","20","140001","0","73","0","1003","invasion_reward_icon_hiseki","0","108000000","4","0","0","0","0","0","0"
"0","20","140001","10","90005","0","74","0","1003","invasion_reward_icon_hiseki","0","116000000","2","0","0","0","0","4","0"
"0","30","140001","10","90005","0","75","0","1003","invasion_reward_icon_hiseki","0","124000000","2","0","0","0","0","4","0"
