6e319da7d8630c44df22be62be379d5484c9f4645a5e477c8c5a8b6fdffa4c10,409bd313f381a87e2dc2db2d65b49397185df897996cd6b8669f647a154b2e66,e13b8ff28861e54ee6975b4d50eb86e264f9e7e485fc384d3c8de620b31c5905,0a9cf7a20a08ed3f4e761be02d2cdc88390f1cc532274450fc4b5fd517ea91e7,41ca009d4294214d8380a65d2a61a6630239ddda2d6c6aa632a4cdc1e2690e5a,3561dd59a180f43a162e315c20abd8d7e31e4761a2626c5df5782501b2e41678,adfb2f80d66c61215b62047026f810d3807a7964961f03eae7d1929c709bd80b,98788cbf16144132ed2db501a55b2c725a36ae035cf2d0dc419eff748b4b80e1,09181210209236c1daa87fedbc5a12e2b8c1c7654252b63b17d6277e3f18e170,83d9210013d40913c746a4696f01f690ee8d93edae1545b815b365dd229ad05c,f4d9bf3e6b22107ab460c2d73cbca212b27d47f575d997ac97e4848e36921993,9baaf935eef6dbe58e585cbe16ec5e7a1f34d6668ce07ffbdd34ba6e96cac043,6ce24922edff0072616066e0354698733b254ef2d886cc892c00d79b1d986e3a,9028359705120b70ab428713c7cd5a227780d5f3e6d1bf2cf9dabf4c3ed08c53,7c8aeaa2362791b57c49788c3d31c052612b17663e99e74d1dae462b31f6c31a,916dcb3f2ffbf8f2386d845ca5f5a3102ec2cf3d8f33c3cef75680fef9c3557f,90cd2a76768b224409432b7297c3edfc4c629ffa6aefdbe4e079f6e7052b6977,a8e022352fec57f0afc2454a118a734e415cfd3e77428159698aa9138e67905c,23899980dea81176e2204e671226e7eb5f6167a1475e3f7031c02655713db2cb,a27761e8e0bc1b2e9bd91576d7791733b080b84d7d3fa0931e4d196b7134b7c5,da9f912f084a72dab67ff9e0c7669716a818915ddcc32fc5a10476984b8e85d5,7ee2f55f319a485147d4b912d54ceaf0c8d5ffa4e66dc905bf4195a1ab9371b1,fce222a8c79c8dbc811c7c65f1f0406db7954c92710dab4222f1c31c3b4c87ac,807148ed2680ffdc50141820f1326c5f3fbbf928f94bc8c116610cca785f314e,cb6931e4a6f4663e7d4666d0c3a3dd6292cd3717fb16a0f0ddca54119c5fc0d3,ef245ef4284eb54433cdb65f2aad73b96b4e3a3b45f8fab8092066605a340abb,cac9a59638bfd76370a7947fa466de4fbc1c6d432564ce9b27e0dddaa598012a,78bbdb23c68d4dfe8973eb6680da337f043af1501ad7335cd1b85f76cb192bba,2245e876fe54e3ab43f4fb55a0e03fdd8744c7b56cf88f119fb89d2197c36378,1320514a33016801f68404b807b138c6782dfd49538d70b83f6ce18ed90cb2f2,f952ea9536edc8a2d0db0b7e94d4388497db674c2087e2d0017cee0e8e088244,2b64e21969c6f73524be31dc9473053fd39eaea06d1fc97e2405c93328572c9c,051cc131c9e75aacb58afccef305db0c0605f58647d95338371cdd627311283d,0cdb026e520b68ef00acff339eb03ce0f37cbaf4fbea648415e766a034ce1c45,94fb06a89281b2da3ebca608353ed12f995900719612c6606600a12c5796ba59,ad5d9424edde720f84dfdf013bb4f38c54e8d329f4dbf07e210f574972fd867c,ad5a45b418a7c7db7696dfe7716860b2f7ac759bae69735a5bd4aae1bc0a8089,5bac89b2f6fa3e5a572f3be71e882098c500877eb9d909dd2f818ebdac28e39c,1766cca327ee3421abfc94f75de98bd8ac9e4caa51b319467762eb13582fddaf,f29e54bc308d51b0639d766a589f33eb6eb11bd0419971d005340235f412aad0,2c9a0c3b7330c27dbee7fbf73a173ace8554a4a104510e95e2a1b637b37daa3d,69a1118157010dd8710a04c4a0366fa2903fb97b87506bbaa09bf95bcdf2a78f,bb9aad300dedc648a7db4fb65789579ac39c29539a6ef9a1c8d684c8ffa94c49,19f3258a68b4b0d6ea9c506cd0246e0d50689cb581eb08eddf30bb7716828e23,a56aeb13bcb6ef54aebd9f76b67dd84303cdc5b467e1090d45f58a48bcb5e12e,bf44fb8a92b118a4769fb93d7940e3032e64f3c87f83eaf0833920bc4768a281,4254900e7d65e2c3a2889d313197c7b22a560b979665cec2caca1a14adff197c,efe285bc32934e0f060a69e0cb38dac600acad35350fdb91960c2d5c5d0eb509,4f8b969ea2b19100083b3a5281c1c26a30c678921a7cc14dfbc7eda3141644a6,35a1183c2a61428fe60b3881027f78b0ca4cc1b8466bdb8b7fc0bc08bccf778c,c0f82c004dea654628160a68191930c95e5142e065ef24c6254c6298648a56cd,4843061bbc5c22d274bfd791ef0cc44fe074ce33754afe297138e313184eb58a,fe53a662da9ec97dc666a7b5f0dd886f4e2a1f18c68bc7897c1d23489af2ae48
"0","100022","90","bgm_M06","110010011","0","96","6","0","0","100021","bgm_M06","0","2015/12/17 15:00:00","101281","0","100050","bgm_M06","0","0","0","-20","101581","0","100023","0","110010012","110010013","-500","0","0","8","0","110010011","朱諾平原 1-1","101011","100022","101010102","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","6","2030/12/31 14:59:59","101010103","0","11001001","101010104","0","0"
"0","100062","90","bgm_M06","110010021","0","120","8","0","0","100061","bgm_M06","0","2015/12/17 15:00:00","101521","101010202","100010","bgm_M06","0","0","0","30","101551","0","100063","0","110010022","110010023","-330","0","0","8","0","110010021","朱諾平原 1-2","101251","100062","101010203","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010203","0","11001002","101010202","0","0"
"0","100068","90","bgm_M06","110010031","0","120","8","0","0","100067","bgm_M06","0","2015/12/17 15:00:00","101431","0","100010","bgm_M06","0","0","0","-100","101611","0","100069","0","110010032","110010033","-220","0","0","8","0","110010031","朱諾平原 1-3","101161","100068","101010303","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010303","0","11001003","101010304","0","0"
"0","100112","90","bgm_M06","110010041","0","120","8","0","0","100111","bgm_M06","0","2015/12/17 15:00:00","101371","0","100050","bgm_M06","0","0","0","30","101551","0","100113","0","110010042","110010043","-135","0","0","8","0","110010041","朱諾平原 1-4","101101","100112","101010402","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010403","0","11001004","101010404","0","0"
"0","100073","90","bgm_M06","110010051","0","120","8","0","0","100072","bgm_M06","0","2015/12/17 15:00:00","101521","101010505","100010","bgm_M06","0","0","0","-75","101011","0","100074","0","110010052","110010053","-43","0","0","8","0","110010051","朱諾平原 1-5","101161","100073","101010504","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010504","0","11001005","101010503","0","0"
"0","100112","90","bgm_M06","110010061","0","120","8","0","0","100111","bgm_M06","0","2015/12/17 15:00:00","101431","0","100050","bgm_M06","0","0","0","-101","101401","0","100113","0","110010062","110010063","100","0","0","8","0","110010061","朱諾平原 1-6","101071","100112","101010601","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010605","0","11001006","101010606","0","0"
"0","100112","90","bgm_M06","110010071","0","120","8","0","0","100111","bgm_M06","0","2015/12/17 15:00:00","101251","101010704","100050","bgm_M06","0","0","0","-48","101611","0","100113","0","110010072","110010073","227","0","0","8","0","110010071","朱諾平原 1-7","101191","100112","101010705","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010705","0","11001007","101010706","0","0"
"0","100078","90","bgm_M06","110010081","0","120","8","0","0","100077","bgm_M06","0","2015/12/17 15:00:00","101281","0","100010","bgm_M06","0","0","0","70","122311","0","100079","0","110010082","110010083","188","0","0","8","0","110010081","朱諾平原 1-8","101101","100078","101010804","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010804","0","11001008","101010805","0","0"
"0","100015","90","bgm_M06","110010091","0","120","8","0","0","100014","bgm_M06","0","2015/12/17 15:00:00","101551","101010904","100020","bgm_M06","0","0","0","25","122371","0","100016","0","110010092","110010093","360","0","0","8","0","110010091","朱諾平原 1-9","101131","100015","101010902","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11001","8","2030/12/31 14:59:59","101010905","0","11001009","101010906","0","0"
"0","100358","90","bgm_M17","110010101","0","120","8","9001106","9001105","100357","bgm_M17_02","0","2015/12/17 15:00:00","101401","0","100020","bgm_M17","0","0","0","-120","102611","0","100359","0","110010102","110010103","455","0","0","8","0","110010101","朱諾平原 1-10","101011","100358","0","bgm_M17_02","0","211001000","bgm_M63","bgm_M63","0","11001","8","2030/12/31 14:59:59","0","0","11001010","101011001","0","0"
"0","100032","90","bgm_M06","110020011","0","130","8","0","0","100031","bgm_M06","0","2015/12/17 15:00:00","101191","0","100010","bgm_M06","0","0","0","-200","101011","0","100033","0","110020012","110020013","-470","0","0","8","0","110020011","帕拉斯高原 2-1","102011","100032","101020106","bgm_M06","0","211001000","bgm_M06","bgm_M06","0","11002","8","2030/12/31 14:59:59","101020101","0","11002001","101020105","0","0"
