9baaf935eef6dbe58e585cbe16ec5e7a1f34d6668ce07ffbdd34ba6e96cac043,09181210209236c1daa87fedbc5a12e2b8c1c7654252b63b17d6277e3f18e170,ad5a45b418a7c7db7696dfe7716860b2f7ac759bae69735a5bd4aae1bc0a8089,69a1118157010dd8710a04c4a0366fa2903fb97b87506bbaa09bf95bcdf2a78f,cac9a59638bfd76370a7947fa466de4fbc1c6d432564ce9b27e0dddaa598012a,90cd2a76768b224409432b7297c3edfc4c629ffa6aefdbe4e079f6e7052b6977,a56aeb13bcb6ef54aebd9f76b67dd84303cdc5b467e1090d45f58a48bcb5e12e,916dcb3f2ffbf8f2386d845ca5f5a3102ec2cf3d8f33c3cef75680fef9c3557f,23899980dea81176e2204e671226e7eb5f6167a1475e3f7031c02655713db2cb,6ce24922edff0072616066e0354698733b254ef2d886cc892c00d79b1d986e3a,f952ea9536edc8a2d0db0b7e94d4388497db674c2087e2d0017cee0e8e088244,94fb06a89281b2da3ebca608353ed12f995900719612c6606600a12c5796ba59,4f8b969ea2b19100083b3a5281c1c26a30c678921a7cc14dfbc7eda3141644a6,409bd313f381a87e2dc2db2d65b49397185df897996cd6b8669f647a154b2e66,6e319da7d8630c44df22be62be379d5484c9f4645a5e477c8c5a8b6fdffa4c10,4254900e7d65e2c3a2889d313197c7b22a560b979665cec2caca1a14adff197c,e13b8ff28861e54ee6975b4d50eb86e264f9e7e485fc384d3c8de620b31c5905,4843061bbc5c22d274bfd791ef0cc44fe074ce33754afe297138e313184eb58a,35a1183c2a61428fe60b3881027f78b0ca4cc1b8466bdb8b7fc0bc08bccf778c,f4d9bf3e6b22107ab460c2d73cbca212b27d47f575d997ac97e4848e36921993,a27761e8e0bc1b2e9bd91576d7791733b080b84d7d3fa0931e4d196b7134b7c5,da9f912f084a72dab67ff9e0c7669716a818915ddcc32fc5a10476984b8e85d5,1766cca327ee3421abfc94f75de98bd8ac9e4caa51b319467762eb13582fddaf,2245e876fe54e3ab43f4fb55a0e03fdd8744c7b56cf88f119fb89d2197c36378,83d9210013d40913c746a4696f01f690ee8d93edae1545b815b365dd229ad05c,3561dd59a180f43a162e315c20abd8d7e31e4761a2626c5df5782501b2e41678,19f3258a68b4b0d6ea9c506cd0246e0d50689cb581eb08eddf30bb7716828e23,f29e54bc308d51b0639d766a589f33eb6eb11bd0419971d005340235f412aad0,ef245ef4284eb54433cdb65f2aad73b96b4e3a3b45f8fab8092066605a340abb,2c9a0c3b7330c27dbee7fbf73a173ace8554a4a104510e95e2a1b637b37daa3d,2b64e21969c6f73524be31dc9473053fd39eaea06d1fc97e2405c93328572c9c,78bbdb23c68d4dfe8973eb6680da337f043af1501ad7335cd1b85f76cb192bba,bf44fb8a92b118a4769fb93d7940e3032e64f3c87f83eaf0833920bc4768a281,5bac89b2f6fa3e5a572f3be71e882098c500877eb9d909dd2f818ebdac28e39c,0cdb026e520b68ef00acff339eb03ce0f37cbaf4fbea648415e766a034ce1c45,ad5d9424edde720f84dfdf013bb4f38c54e8d329f4dbf07e210f574972fd867c,051cc131c9e75aacb58afccef305db0c0605f58647d95338371cdd627311283d,cb6931e4a6f4663e7d4666d0c3a3dd6292cd3717fb16a0f0ddca54119c5fc0d3,807148ed2680ffdc50141820f1326c5f3fbbf928f94bc8c116610cca785f314e,1320514a33016801f68404b807b138c6782dfd49538d70b83f6ce18ed90cb2f2,0a9cf7a20a08ed3f4e761be02d2cdc88390f1cc532274450fc4b5fd517ea91e7,efe285bc32934e0f060a69e0cb38dac600acad35350fdb91960c2d5c5d0eb509,fe53a662da9ec97dc666a7b5f0dd886f4e2a1f18c68bc7897c1d23489af2ae48,adfb2f80d66c61215b62047026f810d3807a7964961f03eae7d1929c709bd80b,7c8aeaa2362791b57c49788c3d31c052612b17663e99e74d1dae462b31f6c31a,a8e022352fec57f0afc2454a118a734e415cfd3e77428159698aa9138e67905c,bb9aad300dedc648a7db4fb65789579ac39c29539a6ef9a1c8d684c8ffa94c49,7ee2f55f319a485147d4b912d54ceaf0c8d5ffa4e66dc905bf4195a1ab9371b1,9028359705120b70ab428713c7cd5a227780d5f3e6d1bf2cf9dabf4c3ed08c53,41ca009d4294214d8380a65d2a61a6630239ddda2d6c6aa632a4cdc1e2690e5a,98788cbf16144132ed2db501a55b2c725a36ae035cf2d0dc419eff748b4b80e1,fce222a8c79c8dbc811c7c65f1f0406db7954c92710dab4222f1c31c3b4c87ac,c0f82c004dea654628160a68191930c95e5142e065ef24c6254c6298648a56cd
"bgm_M06","0","100022","bgm_M06","110010012","100050","11001","0","0","0","0","朱諾平原 1-1","0","100022","0","2030/12/31 14:59:59","90","0","11001001","100021","0","0","bgm_M06","-500","0","0","0","0","0","211001000","8","110010013","6","101010102","110010011","101011","0","100023","0","0","bgm_M06","101010103","0","96","101281","bgm_M06","bgm_M06","-20","2015/12/17 15:00:00","110010011","6","101581","101010104"
"bgm_M06","0","100062","bgm_M06","110010022","100010","11001","101010202","0","0","0","朱諾平原 1-2","0","100062","0","2030/12/31 14:59:59","90","0","11001002","100061","0","0","bgm_M06","-330","0","0","0","0","0","211001000","8","110010023","8","101010203","110010021","101251","0","100063","0","0","bgm_M06","101010203","0","120","101521","bgm_M06","bgm_M06","30","2015/12/17 15:00:00","110010021","8","101551","101010202"
"bgm_M06","0","100068","bgm_M06","110010032","100010","11001","0","0","0","0","朱諾平原 1-3","0","100068","0","2030/12/31 14:59:59","90","0","11001003","100067","0","0","bgm_M06","-220","0","0","0","0","0","211001000","8","110010033","8","101010303","110010031","101161","0","100069","0","0","bgm_M06","101010303","0","120","101431","bgm_M06","bgm_M06","-100","2015/12/17 15:00:00","110010031","8","101611","101010304"
"bgm_M06","0","100112","bgm_M06","110010042","100050","11001","0","0","0","0","朱諾平原 1-4","0","100112","0","2030/12/31 14:59:59","90","0","11001004","100111","0","0","bgm_M06","-135","0","0","0","0","0","211001000","8","110010043","8","101010402","110010041","101101","0","100113","0","0","bgm_M06","101010403","0","120","101371","bgm_M06","bgm_M06","30","2015/12/17 15:00:00","110010041","8","101551","101010404"
"bgm_M06","0","100073","bgm_M06","110010052","100010","11001","101010505","0","0","0","朱諾平原 1-5","0","100073","0","2030/12/31 14:59:59","90","0","11001005","100072","0","0","bgm_M06","-43","0","0","0","0","0","211001000","8","110010053","8","101010504","110010051","101161","0","100074","0","0","bgm_M06","101010504","0","120","101521","bgm_M06","bgm_M06","-75","2015/12/17 15:00:00","110010051","8","101011","101010503"
"bgm_M06","0","100112","bgm_M06","110010062","100050","11001","0","0","0","0","朱諾平原 1-6","0","100112","0","2030/12/31 14:59:59","90","0","11001006","100111","0","0","bgm_M06","100","0","0","0","0","0","211001000","8","110010063","8","101010601","110010061","101071","0","100113","0","0","bgm_M06","101010605","0","120","101431","bgm_M06","bgm_M06","-101","2015/12/17 15:00:00","110010061","8","101401","101010606"
"bgm_M06","0","100112","bgm_M06","110010072","100050","11001","101010704","0","0","0","朱諾平原 1-7","0","100112","0","2030/12/31 14:59:59","90","0","11001007","100111","0","0","bgm_M06","227","0","0","0","0","0","211001000","8","110010073","8","101010705","110010071","101191","0","100113","0","0","bgm_M06","101010705","0","120","101251","bgm_M06","bgm_M06","-48","2015/12/17 15:00:00","110010071","8","101611","101010706"
"bgm_M06","0","100078","bgm_M06","110010082","100010","11001","0","0","0","0","朱諾平原 1-8","0","100078","0","2030/12/31 14:59:59","90","0","11001008","100077","0","0","bgm_M06","188","0","0","0","0","0","211001000","8","110010083","8","101010804","110010081","101101","0","100079","0","0","bgm_M06","101010804","0","120","101281","bgm_M06","bgm_M06","70","2015/12/17 15:00:00","110010081","8","122311","101010805"
"bgm_M06","0","100015","bgm_M06","110010092","100020","11001","101010904","0","0","0","朱諾平原 1-9","0","100015","0","2030/12/31 14:59:59","90","0","11001009","100014","0","0","bgm_M06","360","0","0","0","0","0","211001000","8","110010093","8","101010902","110010091","101131","0","100016","0","0","bgm_M06","101010905","0","120","101551","bgm_M06","bgm_M06","25","2015/12/17 15:00:00","110010091","8","122371","101010906"
"bgm_M17_02","9001106","100358","bgm_M63","110010102","100020","11001","0","0","0","0","朱諾平原 1-10","0","100358","0","2030/12/31 14:59:59","90","0","11001010","100357","0","0","bgm_M17_02","455","9001105","0","0","0","0","211001000","8","110010103","8","0","110010101","101011","0","100359","0","0","bgm_M17","0","0","120","101401","bgm_M17","bgm_M63","-120","2015/12/17 15:00:00","110010101","8","102611","101011001"
"bgm_M06","0","100032","bgm_M06","110020012","100010","11002","0","0","0","0","帕拉斯高原 2-1","0","100032","0","2030/12/31 14:59:59","90","0","11002001","100031","0","0","bgm_M06","-470","0","0","0","0","0","211001000","8","110020013","8","101020106","110020011","102011","0","100033","0","0","bgm_M06","101020101","0","130","101191","bgm_M06","bgm_M06","-200","2015/12/17 15:00:00","110020011","8","101011","101020105"
