f58d76fc44d48c4038c35300319d34c408b1b87aaff30014024101bd400eaab4,d409b398208310271c7cc10a7e1172a6f9e65b4cb264040c0e4c368ba93a85b5,f5b705321799ce19bc00f5de2baa49d402238092d2c70f8cf97966c6edba657b,e391d76e822fc7183e7c80b691384ef7701e3c773d299a55d30e09c4d0f47005,c0bb57842b37c1f32a1250df39ee0eb5e7ccc9c92789efc1882932ee50a1851d,adf2b1aacf933e99d911100c6a99d3924b9660a2828806a3875d857b8fedd4e9,bda58b096e0be02ad586621b44af9febfb09ca20d31abfc8e021f6dffc8d64e3,9feccfdd98343b47877e65bffd519fd62841e68291dba8fd09b21b6b1146d00f,b7e19b8f11b4da89b09d44d7cdbf1ce1ab0df9516ea29c262d9af2171777b5a6,f9503418aea2a381867606e39d6ae25f6316c37412f00e0155443c03cb6498ab,587aae37ba1eda984618ee1b6e435bc454dcaea4148d01072771548e8fd3554c,a49385662802de734b183af8b8537653d7a87476ff7d4235c359b36365058b29,aa7234ac2ee98ed84ffef748b4af60002dc5bcbfd049eb2ee32e5f05c3bb6d4a,e1aea2c9a622debe704a3a00ac82827610fa86f2333975604a638f7ce9961ecf,dde1208ba67d519ac71defc5f8dae99742c142eda9a5aee17186a8e0c86e4b42,60ed57779afe098699f1fd99c80cfde47bad26dffb82c24d322bed4f3ddf1162,10e9e2399df0a56a37e91a82093df6b5ee2ec9439f9656212730144facf927eb,e5c085ddf4887877ac04997d6713286b5d8fac0fe5702458e050880d20d5886c,b07e2253d21f5a814ee5bbcb51429734ca5028c720de49a1fc8d5dae6e7b92a2,c02c92fd28c55866d6a8f71ba4cc0b61882c4b6a6941965e28398bbcb31e0cd8,cd959686ac963a786eabbf8aee1049637db2b4e242fa65608dbfb73de0a71107,e6da7cae81f0e9edf16d2e44cd9a4c1d9016a41e31a6b277b5ae5429bfe32b61,2a5d71d384aa6f70ef2d297b8a22ed17167a62a9112785c3f0010f14b7c408a9,5c52b3a2d1de609cf95bf18805087e857ac029051113c8ca36455db1d6555d7e,ba10dd98c60baca15f10b05e549a58b1739c8d1aaa748dcb60005a96f73e6c89,c2ce5a4a665ee12c0467446f7ac14435b06d27ce47d0c4d7285f17e55ac50926,b66c44a79f29d07a9911d0254daa578f0e239099ed73aa8632dcab6e80148045,5a3b874523fddc1752f9d53c0da0f6a04b0ee452d6fd4f5d20816bede6a093a4,e6184b2b550d735aa88b86d5eed72a54f46514c1c4633d0ca22f1f28eefd164c,8016a7811d93e64e500a3dbbe46ceeea8a727ca729363aa23f8e6d6e5cb11722,a26608353fdd2b05c0ef39a4af1070e1c3d839ec5419f6b7da82a4579e12870c,79179cdc9b481ccf963c346dfa7d158f33bcde611a6ed4b34e5ac3964b1823b2,da00223c3316b768ec54d3e2ec934f2deb0209f65f52aa96eca95cc7ee0d6e08,5bc61e8d2811212d16da5b46915d472e76560d70320e6e42ad6dc052267c8821,2b9d7f885aa1b035baa4e856ca2707d7b220289105144b9159bfd10901f4e5d0,d98847c15b2755d2e4dd602babf20221a06d54f917844817f71f4c26742f6b3b
"376","2200001","0","-188","90","220011001","115106","0","0.8","0.8","151","5","188","102011","50","1","0","222001001","0","100","115556","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","日和的解放冒險","100101","-376","0.8","5"
"376","2200002","0","-188","90","220021001","125256","0","0.8","0.8","151","5","188","102011","50","1","0","222001002","0","100","115586","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","優衣的解放冒險","100201","-376","0.8","5"
"376","2200003","0","-188","90","220031001","125016","0","0.8","0.8","151","5","188","102011","50","1","0","222001003","0","100","115556","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","怜的解放冒險","100301","-376","0.8","5"
"376","2200004","0","-188","90","220041001","116133","0","0.8","0.8","187","5","188","102011","50","1","0","222001004","0","100","126103","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.6","禊的解放冒險","100401","-376","0.8","5"
"376","2200005","0","-188","90","220051001","119432","0","0.8","0.8","274","5","188","102011","50","1","0","222001005","0","100","129312","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","茉莉的解放冒險","100501","-376","0.6","5"
"376","2200006","0","-188","90","220061001","116582","0","0.6","0.6","181","5","188","102011","50","1","0","222001006","0","100","116612","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","茜里的解放冒險","100601","-376","0.8","5"
"376","2200007","0","-188","90","220071001","118012","0","0.8","0.8","232","5","188","102011","50","1","0","222001007","0","100","128162","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","宮子的解放冒險","100701","-376","0.6","5"
"376","2200008","0","-188","90","220081001","119012","0","0.8","0.8","268","5","188","102011","50","1","0","222001008","0","100","119252","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","雪的解放冒險","100801","-376","0.6","5"
"376","2200009","0","-188","90","220091001","119551","0","0.6","0.8","262","5","188","102011","50","1","0","222001009","0","100","119611","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","杏奈的解放冒險","100901","-376","0.8","5"
"376","2200010","0","-188","90","220101001","125463","0","0.8","0.8","148","5","188","102011","50","1","0","222001010","0","100","125256","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","真步的解放冒險","101001","-376","0.8","5"
"376","2200011","0","-188","90","220111001","125134","0","0.8","0.8","136","5","188","102011","50","1","0","222001011","0","100","115554","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","璃乃的解放冒險","101101","-376","0.8","5"
"376","2200012","0","-188","90","220121001","125226","0","0.8","0.8","154","5","188","102011","50","1","0","222001012","0","100","115616","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","初音的解放冒險","101201","-376","0.8","5"
"376","2200013","0","-188","90","220131001","117552","0","0.6","0.8","208","5","188","102011","50","1","0","222001013","0","100","117612","20004","bgm_M259","0","10","-1","91002","0.8","0","0","0.8","七七香的解放冒險","101301","-376","0.8","5"
