a49385662802de734b183af8b8537653d7a87476ff7d4235c359b36365058b29,da00223c3316b768ec54d3e2ec934f2deb0209f65f52aa96eca95cc7ee0d6e08,d98847c15b2755d2e4dd602babf20221a06d54f917844817f71f4c26742f6b3b,b7e19b8f11b4da89b09d44d7cdbf1ce1ab0df9516ea29c262d9af2171777b5a6,ba10dd98c60baca15f10b05e549a58b1739c8d1aaa748dcb60005a96f73e6c89,79179cdc9b481ccf963c346dfa7d158f33bcde611a6ed4b34e5ac3964b1823b2,8016a7811d93e64e500a3dbbe46ceeea8a727ca729363aa23f8e6d6e5cb11722,2a5d71d384aa6f70ef2d297b8a22ed17167a62a9112785c3f0010f14b7c408a9,e5c085ddf4887877ac04997d6713286b5d8fac0fe5702458e050880d20d5886c,c0bb57842b37c1f32a1250df39ee0eb5e7ccc9c92789efc1882932ee50a1851d,f5b705321799ce19bc00f5de2baa49d402238092d2c70f8cf97966c6edba657b,2b9d7f885aa1b035baa4e856ca2707d7b220289105144b9159bfd10901f4e5d0,adf2b1aacf933e99d911100c6a99d3924b9660a2828806a3875d857b8fedd4e9,a26608353fdd2b05c0ef39a4af1070e1c3d839ec5419f6b7da82a4579e12870c,b07e2253d21f5a814ee5bbcb51429734ca5028c720de49a1fc8d5dae6e7b92a2,cd959686ac963a786eabbf8aee1049637db2b4e242fa65608dbfb73de0a71107,e6da7cae81f0e9edf16d2e44cd9a4c1d9016a41e31a6b277b5ae5429bfe32b61,d409b398208310271c7cc10a7e1172a6f9e65b4cb264040c0e4c368ba93a85b5,e6184b2b550d735aa88b86d5eed72a54f46514c1c4633d0ca22f1f28eefd164c,c02c92fd28c55866d6a8f71ba4cc0b61882c4b6a6941965e28398bbcb31e0cd8,f58d76fc44d48c4038c35300319d34c408b1b87aaff30014024101bd400eaab4,5c52b3a2d1de609cf95bf18805087e857ac029051113c8ca36455db1d6555d7e,9feccfdd98343b47877e65bffd519fd62841e68291dba8fd09b21b6b1146d00f,60ed57779afe098699f1fd99c80cfde47bad26dffb82c24d322bed4f3ddf1162,5bc61e8d2811212d16da5b46915d472e76560d70320e6e42ad6dc052267c8821,587aae37ba1eda984618ee1b6e435bc454dcaea4148d01072771548e8fd3554c,5a3b874523fddc1752f9d53c0da0f6a04b0ee452d6fd4f5d20816bede6a093a4,bda58b096e0be02ad586621b44af9febfb09ca20d31abfc8e021f6dffc8d64e3,c2ce5a4a665ee12c0467446f7ac14435b06d27ce47d0c4d7285f17e55ac50926,10e9e2399df0a56a37e91a82093df6b5ee2ec9439f9656212730144facf927eb,aa7234ac2ee98ed84ffef748b4af60002dc5bcbfd049eb2ee32e5f05c3bb6d4a,dde1208ba67d519ac71defc5f8dae99742c142eda9a5aee17186a8e0c86e4b42,b66c44a79f29d07a9911d0254daa578f0e239099ed73aa8632dcab6e80148045,e1aea2c9a622debe704a3a00ac82827610fa86f2333975604a638f7ce9961ecf,f9503418aea2a381867606e39d6ae25f6316c37412f00e0155443c03cb6498ab,e391d76e822fc7183e7c80b691384ef7701e3c773d299a55d30e09c4d0f47005
"5","100101","5","0.8","10","日和的解放冒險","0","bgm_M259","222001001","90","0","0.8","220011001","0.8","0","115556","20004","2200001","0","100","376","0","0","1","-376","151","0.8","115106","-1","0","188","50","91002","102011","0.8","-188"
"5","100201","5","0.8","10","優衣的解放冒險","0","bgm_M259","222001002","90","0","0.8","220021001","0.8","0","115586","20004","2200002","0","100","376","0","0","1","-376","151","0.8","125256","-1","0","188","50","91002","102011","0.8","-188"
"5","100301","5","0.8","10","怜的解放冒險","0","bgm_M259","222001003","90","0","0.8","220031001","0.8","0","115556","20004","2200003","0","100","376","0","0","1","-376","151","0.8","125016","-1","0","188","50","91002","102011","0.8","-188"
"5","100401","5","0.8","10","禊的解放冒險","0","bgm_M259","222001004","90","0","0.8","220041001","0.6","0","126103","20004","2200004","0","100","376","0","0","1","-376","187","0.8","116133","-1","0","188","50","91002","102011","0.8","-188"
"5","100501","5","0.8","10","茉莉的解放冒險","0","bgm_M259","222001005","90","0","0.6","220051001","0.8","0","129312","20004","2200005","0","100","376","0","0","1","-376","274","0.8","119432","-1","0","188","50","91002","102011","0.8","-188"
"5","100601","5","0.6","10","茜里的解放冒險","0","bgm_M259","222001006","90","0","0.8","220061001","0.8","0","116612","20004","2200006","0","100","376","0","0","1","-376","181","0.8","116582","-1","0","188","50","91002","102011","0.6","-188"
"5","100701","5","0.8","10","宮子的解放冒險","0","bgm_M259","222001007","90","0","0.6","220071001","0.8","0","128162","20004","2200007","0","100","376","0","0","1","-376","232","0.8","118012","-1","0","188","50","91002","102011","0.8","-188"
"5","100801","5","0.8","10","雪的解放冒險","0","bgm_M259","222001008","90","0","0.6","220081001","0.8","0","119252","20004","2200008","0","100","376","0","0","1","-376","268","0.8","119012","-1","0","188","50","91002","102011","0.8","-188"
"5","100901","5","0.6","10","杏奈的解放冒險","0","bgm_M259","222001009","90","0","0.8","220091001","0.8","0","119611","20004","2200009","0","100","376","0","0","1","-376","262","0.8","119551","-1","0","188","50","91002","102011","0.8","-188"
"5","101001","5","0.8","10","真步的解放冒險","0","bgm_M259","222001010","90","0","0.8","220101001","0.8","0","125256","20004","2200010","0","100","376","0","0","1","-376","148","0.8","125463","-1","0","188","50","91002","102011","0.8","-188"
"5","101101","5","0.8","10","璃乃的解放冒險","0","bgm_M259","222001011","90","0","0.8","220111001","0.8","0","115554","20004","2200011","0","100","376","0","0","1","-376","136","0.8","125134","-1","0","188","50","91002","102011","0.8","-188"
"5","101201","5","0.8","10","初音的解放冒險","0","bgm_M259","222001012","90","0","0.8","220121001","0.8","0","115616","20004","2200012","0","100","376","0","0","1","-376","154","0.8","125226","-1","0","188","50","91002","102011","0.8","-188"
"5","101301","5","0.6","10","七七香的解放冒險","0","bgm_M259","222001013","90","0","0.8","220131001","0.8","0","117612","20004","2200013","0","100","376","0","0","1","-376","208","0.8","117552","-1","0","188","50","91002","102011","0.8","-188"
"5","101401","5","0.8","10","霞的解放冒險","0","bgm_M259","222001014","90","0","0.8","220141001","0.8","0","119613","20004","2200014","0","100","376","0","0","1","-376","280","0.8","119553","-1","0","188","50","91002","102011","0.8","-188"
"5","101501","5","0.8","10","美里的解放冒險","0","bgm_M259","222001015","90","0","0.6","220151001","0.8","0","118582","20004","2200015","0","100","376","0","0","1","-376","235","0.8","118552","-1","0","188","50","91002","102011","0.8","-188"
"5","101601","5","0.8","10","鈴奈的解放冒險","0","bgm_M259","222001016","90","0","0.8","220161001","0.8","0","116042","20004","2200016","0","100","376","0","0","1","-376","178","0.8","116072","-1","0","188","50","91002","102011","0.8","-188"
"5","101701","5","0.8","10","香織的解放冒險","0","bgm_M259","222001017","90","0","0.8","220171001","0.8","0","117551","20004","2200017","0","100","376","0","0","1","-376","199","0.8","117581","-1","0","188","50","91002","102011","0.6","-188"
"5","101801","5","0.8","10","伊緒的解放冒險","0","bgm_M259","222001018","90","0","0.8","220181001","0.8","0","115615","20004","2200018","0","100","376","0","0","1","-376","142","0.8","115225","-1","0","188","50","91002","102011","0.8","-188"
"5","102001","5","0.8","10","美美的解放冒險","0","bgm_M259","222001020","90","0","0.8","220201001","0.8","0","126013","20004","2200020","0","100","376","0","0","1","-376","187","0.8","116043","-1","0","188","50","91002","102011","0.8","-188"
"5","102101","5","0.8","10","胡桃的解放冒險","0","bgm_M259","222001021","90","0","0.8","220211001","0.8","0","117191","20004","2200021","0","100","376","0","0","1","-376","196","0.8","127101","-1","0","188","50","91002","102011","0.6","-188"
"5","102201","5","0.8","10","依里的解放冒險","0","bgm_M259","222001022","90","0","0.8","220221001","0.8","0","116372","20004","2200022","0","100","376","0","0","1","-376","184","0.8","116312","-1","0","188","50","91002","102011","0.8","-188"
