da00223c3316b768ec54d3e2ec934f2deb0209f65f52aa96eca95cc7ee0d6e08,2b9d7f885aa1b035baa4e856ca2707d7b220289105144b9159bfd10901f4e5d0,b7e19b8f11b4da89b09d44d7cdbf1ce1ab0df9516ea29c262d9af2171777b5a6,f5b705321799ce19bc00f5de2baa49d402238092d2c70f8cf97966c6edba657b,d409b398208310271c7cc10a7e1172a6f9e65b4cb264040c0e4c368ba93a85b5,c0bb57842b37c1f32a1250df39ee0eb5e7ccc9c92789efc1882932ee50a1851d,ba10dd98c60baca15f10b05e549a58b1739c8d1aaa748dcb60005a96f73e6c89,dde1208ba67d519ac71defc5f8dae99742c142eda9a5aee17186a8e0c86e4b42,5bc61e8d2811212d16da5b46915d472e76560d70320e6e42ad6dc052267c8821,e391d76e822fc7183e7c80b691384ef7701e3c773d299a55d30e09c4d0f47005,cd959686ac963a786eabbf8aee1049637db2b4e242fa65608dbfb73de0a71107,10e9e2399df0a56a37e91a82093df6b5ee2ec9439f9656212730144facf927eb,aa7234ac2ee98ed84ffef748b4af60002dc5bcbfd049eb2ee32e5f05c3bb6d4a,8016a7811d93e64e500a3dbbe46ceeea8a727ca729363aa23f8e6d6e5cb11722,bda58b096e0be02ad586621b44af9febfb09ca20d31abfc8e021f6dffc8d64e3,a26608353fdd2b05c0ef39a4af1070e1c3d839ec5419f6b7da82a4579e12870c,f9503418aea2a381867606e39d6ae25f6316c37412f00e0155443c03cb6498ab,5a3b874523fddc1752f9d53c0da0f6a04b0ee452d6fd4f5d20816bede6a093a4,a49385662802de734b183af8b8537653d7a87476ff7d4235c359b36365058b29,e1aea2c9a622debe704a3a00ac82827610fa86f2333975604a638f7ce9961ecf,2a5d71d384aa6f70ef2d297b8a22ed17167a62a9112785c3f0010f14b7c408a9,587aae37ba1eda984618ee1b6e435bc454dcaea4148d01072771548e8fd3554c,e6da7cae81f0e9edf16d2e44cd9a4c1d9016a41e31a6b277b5ae5429bfe32b61,79179cdc9b481ccf963c346dfa7d158f33bcde611a6ed4b34e5ac3964b1823b2,60ed57779afe098699f1fd99c80cfde47bad26dffb82c24d322bed4f3ddf1162,c02c92fd28c55866d6a8f71ba4cc0b61882c4b6a6941965e28398bbcb31e0cd8,e5c085ddf4887877ac04997d6713286b5d8fac0fe5702458e050880d20d5886c,adf2b1aacf933e99d911100c6a99d3924b9660a2828806a3875d857b8fedd4e9,9feccfdd98343b47877e65bffd519fd62841e68291dba8fd09b21b6b1146d00f,5c52b3a2d1de609cf95bf18805087e857ac029051113c8ca36455db1d6555d7e,b07e2253d21f5a814ee5bbcb51429734ca5028c720de49a1fc8d5dae6e7b92a2,d98847c15b2755d2e4dd602babf20221a06d54f917844817f71f4c26742f6b3b,e6184b2b550d735aa88b86d5eed72a54f46514c1c4633d0ca22f1f28eefd164c,f58d76fc44d48c4038c35300319d34c408b1b87aaff30014024101bd400eaab4,c2ce5a4a665ee12c0467446f7ac14435b06d27ce47d0c4d7285f17e55ac50926,b66c44a79f29d07a9911d0254daa578f0e239099ed73aa8632dcab6e80148045
"100101","0.8","0.8","0","2200001","90","10","50","-376","-188","115556","0","188","0","115106","0.8","0.8","0.8","5","102011","bgm_M259","151","20004","日和的解放冒險","1","100","222001001","220011001","0","0","0","5","0","376","-1","91002"
"100201","0.8","0.8","0","2200002","90","10","50","-376","-188","115586","0","188","0","125256","0.8","0.8","0.8","5","102011","bgm_M259","151","20004","優衣的解放冒險","1","100","222001002","220021001","0","0","0","5","0","376","-1","91002"
"100301","0.8","0.8","0","2200003","90","10","50","-376","-188","115556","0","188","0","125016","0.8","0.8","0.8","5","102011","bgm_M259","151","20004","怜的解放冒險","1","100","222001003","220031001","0","0","0","5","0","376","-1","91002"
"100401","0.8","0.8","0","2200004","90","10","50","-376","-188","126103","0","188","0","116133","0.6","0.8","0.8","5","102011","bgm_M259","187","20004","禊的解放冒險","1","100","222001004","220041001","0","0","0","5","0","376","-1","91002"
"100501","0.6","0.8","0","2200005","90","10","50","-376","-188","129312","0","188","0","119432","0.8","0.8","0.8","5","102011","bgm_M259","274","20004","茉莉的解放冒險","1","100","222001005","220051001","0","0","0","5","0","376","-1","91002"
"100601","0.8","0.6","0","2200006","90","10","50","-376","-188","116612","0","188","0","116582","0.8","0.6","0.8","5","102011","bgm_M259","181","20004","茜里的解放冒險","1","100","222001006","220061001","0","0","0","5","0","376","-1","91002"
"100701","0.6","0.8","0","2200007","90","10","50","-376","-188","128162","0","188","0","118012","0.8","0.8","0.8","5","102011","bgm_M259","232","20004","宮子的解放冒險","1","100","222001007","220071001","0","0","0","5","0","376","-1","91002"
"100801","0.6","0.8","0","2200008","90","10","50","-376","-188","119252","0","188","0","119012","0.8","0.8","0.8","5","102011","bgm_M259","268","20004","雪的解放冒險","1","100","222001008","220081001","0","0","0","5","0","376","-1","91002"
"100901","0.8","0.6","0","2200009","90","10","50","-376","-188","119611","0","188","0","119551","0.8","0.8","0.8","5","102011","bgm_M259","262","20004","杏奈的解放冒險","1","100","222001009","220091001","0","0","0","5","0","376","-1","91002"
"101001","0.8","0.8","0","2200010","90","10","50","-376","-188","125256","0","188","0","125463","0.8","0.8","0.8","5","102011","bgm_M259","148","20004","真步的解放冒險","1","100","222001010","220101001","0","0","0","5","0","376","-1","91002"
"101101","0.8","0.8","0","2200011","90","10","50","-376","-188","115554","0","188","0","125134","0.8","0.8","0.8","5","102011","bgm_M259","136","20004","璃乃的解放冒險","1","100","222001011","220111001","0","0","0","5","0","376","-1","91002"
"101201","0.8","0.8","0","2200012","90","10","50","-376","-188","115616","0","188","0","125226","0.8","0.8","0.8","5","102011","bgm_M259","154","20004","初音的解放冒險","1","100","222001012","220121001","0","0","0","5","0","376","-1","91002"
"101301","0.8","0.6","0","2200013","90","10","50","-376","-188","117612","0","188","0","117552","0.8","0.8","0.8","5","102011","bgm_M259","208","20004","七七香的解放冒險","1","100","222001013","220131001","0","0","0","5","0","376","-1","91002"
