37ad023bd4bf9ca0f4ca607d1aa7ff59e2595bbadf5ae4bf65a2b9bb62d592bb,1c733542972bbd267dc4b6ddecf4402104d1b8fd2f146361887a24fe78f72e84,fabe87db2f4c7c08674ef9735b1b80b146a8fa89167180291c2bcbba62f1bc41,3ed09d22579f5382e5a982c3f95b63b5f4b72378730d1b880054fc71670ae60f,f5e36e4f77cebf390acc7a7392c7f526416c5c79fb9b3f87db943a41190faa8e,37e23c0999c9f03799795a462508d236fd6f5b11734aae6f61ff900378d90178,6a2ce67868b31b016e4f82b51905792d0e13fa4782899fdfd56af341fb0cd912,a4e845489da3c7806bab6452b70c956644a893e762525f4c79268a5b344bc5a3,a7b0622a7656cd1390f9682b89615e89d7cd1dad6751ac2e4df9473a69209ffe,5562bcb66f208c4f4782dfd86dd69ce7f8539b070bda52743d0d828518bf4ba2,df9d285f33dacd77cba680e4ffc1c13acb94ac1506ada9fc71caf9826c7f0e47,3baf6bf604e5d5685f4a3b8f6835e3a600022e09a83bbd4e888148d2b5578e5e,266421610051cd716b9fdbff4c8a17453149c25d1eea3cd9a5d859a6a4558cb3,877c39bd2921c842a061465dcbe2d33b37bab8dcd1d4876f5d7d9aa3883c31cd,9f8564a2769adec25bc039b1ee0faf74ac7ff0a0066072dbf19b0f3fdef4ccfe
"6011","601","2019/06/21 15:59:59","0","0","81010001","2019/06/03 16:00:00","10010","3","0","81010001","9001","0","103","打倒優衣、怜、日和的闇影"
"6011","601","2019/06/21 15:59:59","0","0","81010002","2019/06/03 16:00:00","10010","36","0","81010002","9014","0","104","消滅 36 個煩惱"
"6011","601","2019/06/21 15:59:59","0","0","81010003","2019/06/03 16:00:00","10010","72","0","81010003","9014","0","105","消滅 72 個煩惱"
"6011","601","2019/06/21 15:59:59","0","0","81010004","2019/06/03 16:00:00","10010","108","0","81010004","9014","0","106","消滅 108 個煩惱"
"6011","601","2019/06/21 15:59:59","0","0","81010005","2019/06/03 16:00:00","10010","500000","0","81010005","9013","0","111","將特別戰鬥的 Boss 的 HP 降低至 1080000"
"6011","601","2019/06/21 15:59:59","0","0","81010006","2019/06/03 16:00:00","10010","1040000","0","81010006","9013","0","113","將特別戰鬥的 Boss 的 HP 降低至 540000"
"6011","601","2019/06/21 15:59:59","0","0","81010007","2019/06/03 16:00:00","10010","1580000","0","81010007","9013","0","115","將特別戰鬥的 Boss 消滅"
"6011","601","2019/07/18 15:59:59","0","0","81011001","2019/07/01 16:00:00","10011","500000","0","81011001","9013","0","103","將特別戰鬥的 Boss 的 HP 降低至 5000000"
"6011","601","2019/07/18 15:59:59","0","0","81011002","2019/07/01 16:00:00","10011","1500000","0","81011002","9013","0","104","將特別戰鬥的 Boss 的 HP 降低至 4000000"
"6011","601","2019/07/18 15:59:59","0","0","81011003","2019/07/01 16:00:00","10011","1650000","0","81011003","9013","0","105","完成特別戰鬥的模式1"
"6011","601","2019/02/18 14:59:59","0","0","81011004","2019/01/31 12:00:00","10011","3500000","0","81011004","9013","0","106","將特別戰鬥的 Boss 的 HP 降低至 2000000"
