b5a4977665c8af31dd362fce33a2c0e1005ec902cc2e003854b6a656305009c4,c067960c038aa79df358644a303ab1a26bdd2ca035bb83e418544ba159175f11,611e5ff67b17f0766ec1852854900c66c180737b749685a5280fcba75df18726,826c9d49b765c16b51ee8c2ac60a81ec704bed08f3c3b59e088aa641dd79c16c,b0f786b375eeb9615662311fd36c1e6547dfe3a2173a54c8331994371b9f0c67,65e7d76ccde99b9995f5326262a7e457f3e7de2929ec2ad1824d9c461d0291a2,373c8d705776591bc06f706e60371359d1d44e0656575ad489f870e07efcb3e4,ab305d2e5071ddc0535767a0f5f5e199e2a6482697bd9c7fc56023c90ac16e78,f4d7d4c61fe3769c33252b4b61ff3f5b5f5484854097292193ea0f1a2c0b518b,8a5e69fdd8369cf77c3d3d7c1fa36372ad16d44f28df8d8b3e5e84594ef25dac,6debaa01e3d4bc3ac728aeadc94011fc514cda1b04a5ccce819538b6a7a0e66e
"0","10000101","進行1場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10000101","0","7000","10","1000"
"0","10000102","進行5場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","5","10000102","0","7000","10","1000"
"0","10000103","進行10場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","10","10000103","0","7000","10","1000"
"0","10000104","進行15場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","15","10000104","0","7000","10","1000"
"0","10000105","進行20場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","20","10000105","0","7000","10","1000"
"0","10000106","進行25場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","25","10000106","0","7000","10","1000"
"0","10000107","進行30場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","30","10000107","0","7000","10","1000"
"0","10000108","進行35場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","35","10000108","0","7000","10","1000"
"0","10000109","進行40場戰鬥","2021/12/24 15:59:59","2021/12/17 16:00:00","40","10000109","0","7000","10","1000"
"0","10050501","對美空造成300萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","3000000","10050501","1005","7001","50","1005"
"0","10050502","對美空造成900萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","9000000","10050502","1005","7001","50","1005"
"0","10050503","對美空造成1500萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","15000000","10050503","1005","7001","50","1005"
"1000000","10050511","在1場戰鬥中對美空造成100萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10050511","1005","7002","51","1005"
"3000000","10050512","在1場戰鬥中對美空造成300萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10050512","1005","7002","51","1005"
"0","10060601","對蘭法造成500萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","5000000","10060601","1006","7001","60","1006"
"0","10060602","對蘭法造成1500萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","15000000","10060602","1006","7001","60","1006"
"0","10060603","對蘭法造成2400萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","24000000","10060603","1006","7001","60","1006"
"2000000","10060611","在1場戰鬥中對蘭法造成200萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10060611","1006","7002","61","1006"
"5000000","10060612","在1場戰鬥中對蘭法造成500萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10060612","1006","7002","61","1006"
"0","10070701","對阿澤爾德造成300萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","3000000","10070701","1007","7001","70","1007"
"0","10070702","對阿澤爾德造成900萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","9000000","10070702","1007","7001","70","1007"
"0","10070703","對阿澤爾德造成1500萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","15000000","10070703","1007","7001","70","1007"
"1000000","10070711","在1場戰鬥中對阿澤爾德造成100萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10070711","1007","7002","71","1007"
"3000000","10070712","在1場戰鬥中對阿澤爾德造成300萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10070712","1007","7002","71","1007"
"0","10080801","對卡里莎造成500萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","5000000","10080801","1008","7001","80","1008"
"0","10080802","對卡里莎造成1500萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","15000000","10080802","1008","7001","80","1008"
"0","10080803","對卡里莎造成2400萬累積傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","24000000","10080803","1008","7001","80","1008"
"2000000","10080811","在1場戰鬥中對卡里莎造成200萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10080811","1008","7002","81","1008"
"5000000","10080812","在1場戰鬥中對卡里莎造成500萬傷害","2021/12/24 15:59:59","2021/12/17 16:00:00","1","10080812","1008","7002","81","1008"
