3b70a627789e355bf606e4bf1c9308097efc35e005bb53075414565e8f2549dc,e809e2dd1cedd689fd67405607f2496936910a7289eeb428efb7c8f0e115af15,a06834ad0bacca057e74dac35ec8a1f8765fa48c68926e0b3f78be449f43b600,d04eb6af6d382709baa688a747ed33acdbb2b599282ffd5bb6bc9c9acda200a9,5f614957257994f251e3e477c11e024d0f8b511a0de471399a499f4801ce060c,c0f291b01486f30e5d1a3e8b364540ae48bc0ff163cfe937d5b31c60f169d09d,6482ffefdf18695991c7cf4f493c1efd4481554a80d2d70a3a424658f855eeae,d042c5bcc68a3fcb7b6f753e884f7266890e8f80ed1f0155233324b2324526f4,4ab7cfa8da5adb216c4ec8e7d1cc1198682a32300f0942fb9dcf3db82f254300,d94063fad7ac664cf248955978ac5ce72b3bbe5d128009ec4dd9e5279dd3fe3f,5303ce0c222308299a655d6346c8c833c0601472aea6825a40b18990623e7b0a,fbae60691dec1aa0419aed389107a8faff40a4b8bdcd21988cb1eb2c3a075366,53d8b9aeb90335b5fb2ef93f8e88ba97c2dd7e0e0da18f938144e87926bc14dc,5a833e139300d98179cb6228d67b218000bce0577e09919e2e947e255fb26046,6212e6d6911b7fb4b64f4be9547539225e08a364699f6b5259b614573f8c6032,8c9e4a4b09b3fb0a6ad950d6b5386fd6bcd5b63f9a6e55fb74266c0afc0c9adf,59c687082ab372aa0312b30fc0211afe6e0ce48959f2bd3898e01b2c944a8976,7c7ca43cb65c5dd076c73fc6cb66dab0f0592e7d39b2c20f7d71b05baac4ed70,028feb3f79c3af66827e88c3071069f712306db01cf0da69e2640c554bb1f036,33826aa61dfcee0b09eb3aa3158da192d9f7c00dcf61824c0ea785b344861ccd,c46a614f352b0ff822c20ff9597c96cf2e4fe4460f84954552bbb9612eed2b27,ef9585f44deacb160ac6f3bab5354f87cdf7a08436a90beac6b0fdb05f7c1e51,c7d17bc4dfbdaab8e13fcb36d695d2a762db105182d6ca8ac1e9864ce4cd0deb,eabf8e569d71d1c9928b61515b22e9957effcda580279fe82d7a1d561278f98c,bf00e78d6d4e4bce4e789b828cf28ecd8f3ca454a71fdbb192f8a63df2cf86c2,4ac3a7de907dcc787e41fad8d2b252a63441d078d76700c6e6de3f05468a26f7,fe0c11298df1372403672bf4091a939fb61eeb285fd0bb55f8a5b1330b1c1cf4,e541aecbe13686e8ad7d37e8ed0c5d67240bf158a0694c900dfe6882246c5e71
"有困難的時候就互相幫助幫助","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","20","0","0","2099/12/17 14:59:59","1","0","1","91002","0","0","0","2030/12/17 14:59:59","日和 第1話","100101","0","1001","1001001","0","0","0","0"
"打勾勾的誓言","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","20","1001001","0","2099/12/17 14:59:59","1","0","1","91002","2","0","0","2030/12/17 14:59:59","日和 第2話","100101","0","1001","1001002","0","0","0","0"
"為笑容許下心願","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","20","1001002","0","2099/12/17 14:59:59","1","0","1","91002","3","0","0","2030/12/17 14:59:59","日和 第3話","100101","0","1001","1001003","0","0","0","0"
"走散的貓耳女孩","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","50","1001003","0","2099/12/17 14:59:59","1","0","1","91002","4","0","0","2030/12/17 14:59:59","日和 第4話","100101","0","1001","1001004","0","0","0","0"
"尾巴是犯規的？","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","20","1001004","0","2099/12/17 14:59:59","1","0","1","91002","5","0","0","2030/12/17 14:59:59","日和 第5話","100101","0","1001","1001005","0","0","0","0"
"想休息卻無法休息！","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","20","1001005","0","2099/12/17 14:59:59","1","0","1","91002","6","0","0","2030/12/17 14:59:59","日和 第6話","100101","0","1001","1001006","0","0","0","0"
"贈勝利予你","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","20","1001006","0","2099/12/17 14:59:59","1","0","1","91002","7","0","0","2030/12/17 14:59:59","日和 第7話","100101","0","1001","1001007","0","0","0","0"
"明明想為你聲援的","0","0","2030/12/17 14:59:59","0","8","2015/04/01 15:00:00","50","1001007","0","2099/12/17 14:59:59","1","0","1","91002","8","0","0","2030/12/17 14:59:59","日和 第8話","100101","0","1001","1001008","0","0","0","0"
"雀躍的祕密","0","0","2030/12/17 14:59:59","0","8","2020/07/02 16:00:00","50","1001008","0","2030/12/17 14:59:59","1","0","1","91002","9","0","0","2030/12/17 14:59:59","日和 第9話","100101","0","1001","1001009","0","0","0","0"
"該被幫助的壞人","0","0","2030/12/17 14:59:59","0","8","2020/07/02 16:00:00","50","1001009","0","2030/12/17 14:59:59","1","0","1","91002","10","0","0","2030/12/17 14:59:59","日和 第10話","100101","0","1001","1001010","0","0","0","0"
