747528a30a8e45b838dc0d0138f1e65b77fd55bcec17bc8632dcf615ad05f4c4,d9e56b92aefc473a5d381a651b0091d036e39d32874e9164abb05fc4c20d7511,f177b52ac894b3e7fda6ef28b2eea437d540f854e84f836e0ff63d1d031a67fa,104ffa997cfdb30060958a30a1d74f8ce8624d8d987d7aed5db3a6a697e5487c,fd59539938db52fbb93ec06c80de16662bd229e59a7d29c673547a9865aed538,738d1a1160b982fa22ac41e37ebc2f3146f8ca4c3ffc61693d95d8b61f369d65,40d28e92e336268570f83858ffc49aee1c35cf8c3db6dd397ab5916e8dfa207d,6c1a5adfbda8f376858c4906d44188ad51c3d36b5d18f4a9136dea5134184ca6,19c5d56395be0c6f878254aae9a1ddc1ebe11053ba535dc7de87357f587176b5,53691f4c1ead8c4a1954f82bd13d2754ecb48506f9b347c3645dde8b20f6e0be,92e23d40dc8254dec8a5018baed0d3a0c617febe3171f3ddcb936b1afd6034e9,02d6833180854e69006aefffff84929d20d0cf71d52d095cf96475ced7851b01,673a67919fbd89a73668c22ebc95eaa6233e2f83c95eeceb1007c92c2640081c,5617da159ea1cebbb34871a889c998e113236668251563b1432dac9984d29a4d,564717181693464c756d62d3daffcb0da29132cfcd8a3ae888c7086a4848e59a,e6a625257343e9fdf94873d6e5933ca78d6fed282e6ac3aea314efd0f7019767,38f685b77067a5ef24573a82ae351aeb99a49c3e3d0926453da0e069ad5a5598,9be3cbf14a556f9a0e484e8367f62cdf9a04373b40ec8a27a23fed8b2788ef9f,7569c7c58d6213c10ef6a7872ec2c12e8e025f3e2694c0b4332db38cde6ab2e0,af41d666fd5d919ddb6ba3407a078a77bb22758d11c96bee05178c4a2cb95585,2c1a9d218eebf087217bb0ffc21c8ba37cb29b7f503b76a923e8dac8ce225ee3,90488609fe1bfbaf118f2596c9a6bc0153d0a30e08271d4feacb6e558d0263a5,1a37d404e4ca804e41368dceb6c288838d0f0f59b46bf606aa7d8af274ad19a1,7eb7e4a5b4e0f2770662892c653d4e91475ff7ebeebb1ad6def953e570e73916,bd0b5997e573489bd9d6f1d100e7424b7e9bff0ff991228f8829c7a2877a5cf5,e0fb2f71fc6b73db16d33a9770a808fb22e016479c88af591c408c252d42253b,bb02a81fe2670608e2f0bbc1e7c44d49eccf79e03f6b9b71e9572e457bc59729,54ed95460b8820982f802dc45641e0f7604bf2d44ddd282e86611b8f4a27b8d0,394c885d1fdba8f2ac227e646032ef7f411d6342ded536f7e072794e485ccc28,d5b2f386eed1b102bd3c43120300a7123c628a16bebcbe0fa7a05babf0a8a517,f32fffc8d6297cb56d2dc03a99bc94e629f608e416ebc89153da37c4ca59a6dc,df3811cd57137513aa115683a6943206275d831a4a4244e24ff7ced90975b452,40dab5d313c749187946f5095ee2cd499f018ec3b9be1a0873f9bb400be78bbb,a646d387ed46abe21aa2e67be41444535d7b4f8d74716088fe46d693755fd36e,7b3949d6891ee5512f2bc79326351253775726c1876b434319c7af190fa29576,95f4eea72718f942b4d9a1f567dee369c956f6ad0eff7a0b66db07155fe45754,dd3a36e5ae7975701fe21ec19e5f710eeec7d95926410fb1cc900d091eda7961,d2d0b68570a877ec162131ca79ac6cfdef958d21059baedc7dd46f46b4844888,e0aa1946079388edf2c2b16bc69b6e56eff40362c7542af01a4400cbf68f87de,c8f7fcb25510f373db6d2231fa9ff6ee716df018cc445f87432590909116488d,a8ac75a3f8383fc9b71a22ec1449d982f366f83849819e612e647ecec7f332a3,1c1b66b0b67b8bd77ddbb422f9dcb675c4770e14812c02a622c9c301ef0d7bbd,d77ef244a386f30095ca445e2331d8aa16ce3f5105b6e2540c88f1adaa76ce9d,3992845547823d4b24de9b25ec2185dd759b4dc5cab40090559b36b53a9c31b9,1a7a45e4c019b44616a9e3d952763aaac3a1fe8db22b7f22a7bbaee2ee358d92,ec549fb49fcd832889fbc1c1f660c4e3f95b4283986c273c01a1464d89f9c194,6bf195a0b218c59bb894ad03e89a48e4aabc97f3372985d8c6ec094b665ef3ef,1f26b99820e92a4268936f7d786fc1710bc6619e24f057504fa1502571550e6e,32f67906ee106ed0a5b67a005614a6cf95d38d537349ca9703cdcc217f864fd4,18016427e5473b88ffcb6c641355ac741b711d018810f81322c933823f0e93cf
"40001","bgm_M127","1","0","90","0.7","0","0","0","0.7","-100","0","0","0","0","-101","99","91002","100","0.7","0","100","101181","2100101","0","1","0","113011","0.7","71010001","0","0","0","94002","1","12000","1","299","0","500","1","-301","0","0","5","0","30","710100011","0","0.7"
"40001","bgm_M127","2","0","90","0.7","0","0","0","0.7","-100","0","0","0","0","-101","99","91002","100","0.7","0","100","101181","2100102","0","1","0","123042","0.7","71010002","0","0","0","94002","1","12100","3","299","0","500","1","-301","0","0","5","1","30","710100021","0","0.7"
"40004","bgm_M127","3","0","90","0.7","0","0","0","0.7","-100","0","0","0","0","-101","99","91002","100","0.7","0","100","101181","2100103","0","1","0","113071","0.7","71010003","0","0","0","94002","1","12200","4","299","0","500","1","-301","0","0","5","1","30","710100031","0","0.7"
"40001","bgm_M127","4","0","90","0.7","0","0","0","0.7","-100","0","0","0","0","-101","99","91002","100","0.7","0","100","101181","2100104","0","1","0","123072","0.7","71010004","0","0","0","94002","1","12300","2","299","0","500","1","-301","0","0","5","1","30","710100041","0","0.7"
"40001","bgm_M127","5","0","90","0.7","0","0","0","0.7","-100","0","0","0","0","-101","99","91002","100","0.7","0","100","101181","2100105","0","1","0","113012","0.7","71010005","0","0","0","94002","1","12400","1","299","0","500","1","-301","0","0","5","1","30","710100051","0","0.7"
"40004","bgm_M127","6","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100106","0","1","0","113013","0.7","71010006","0","0","0","94002","1","12500","3","166","0","500","1","-335","0","0","5","1","30","710100061","0","0.9"
"40004","bgm_M127","7","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100107","0","1","0","123041","0.7","71010007","0","0","0","94002","1","12600","4","166","0","500","1","-335","0","0","5","1","30","710100071","0","0.7"
"40004","bgm_M127","8","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100108","0","1","0","123161","0.7","71010008","0","0","0","94002","1","12700","2","166","0","500","1","-335","0","0","5","1","30","710100081","0","0.7"
"40004","bgm_M127","9","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100109","0","1","0","113162","0.7","71010009","0","0","0","94002","1","12800","1","166","0","500","1","-335","0","0","5","1","30","710100091","0","0.7"
"40004","bgm_M126","10","0","90","0.7","0","0","0","0.7","-100","0","0","1","0","0","0","140000","100","0.7","0","100","101183","2100110","12900","1","0","91002","0.7","71010010","94002","0","0","113191","1","5","3","0","0","500","1","-1","-20","0","100","-1","1","710100101","0","1"
"40004","bgm_M127","11","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.9","0","100","101181","2100111","0","1","0","123192","0.7","71010011","0","0","0","94002","1","13000","4","166","0","500","1","-335","0","0","5","1","30","710100111","0","0.7"
"40004","bgm_M127","12","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100112","0","1","0","123193","0.7","71010012","0","0","0","94002","1","13100","2","166","0","500","1","-335","0","0","5","1","30","710100121","0","0.7"
"40004","bgm_M127","13","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100113","0","1","0","113221","0.7","71010013","0","0","0","94002","1","13200","1","166","0","500","1","-335","0","0","5","1","30","710100131","0","0.7"
"40004","bgm_M127","14","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100114","0","1","0","113222","0.7","71010014","0","0","0","94002","1","13300","3","166","0","500","1","-335","0","0","5","1","30","710100141","0","0.7"
"40004","bgm_M127","15","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100115","0","1","0","123251","0.7","71010015","0","0","0","94002","1","13400","4","166","0","500","1","-335","0","0","5","1","30","710100151","0","0.7"
"40004","bgm_M127","16","0","90","0.7","333","0","0","0.7","-100","0","0","0","0","-168","-1","91002","100","0.7","0","100","101181","2100116","0","1","0","113252","0.7","71010016","0","0","0","94002","1","13500","2","166","0","500","1","-335","0","0","5","1","30","710100161","0","0.7"
