f177b52ac894b3e7fda6ef28b2eea437d540f854e84f836e0ff63d1d031a67fa,2c1a9d218eebf087217bb0ffc21c8ba37cb29b7f503b76a923e8dac8ce225ee3,738d1a1160b982fa22ac41e37ebc2f3146f8ca4c3ffc61693d95d8b61f369d65,104ffa997cfdb30060958a30a1d74f8ce8624d8d987d7aed5db3a6a697e5487c,1f26b99820e92a4268936f7d786fc1710bc6619e24f057504fa1502571550e6e,40d28e92e336268570f83858ffc49aee1c35cf8c3db6dd397ab5916e8dfa207d,d2d0b68570a877ec162131ca79ac6cfdef958d21059baedc7dd46f46b4844888,1c1b66b0b67b8bd77ddbb422f9dcb675c4770e14812c02a622c9c301ef0d7bbd,38f685b77067a5ef24573a82ae351aeb99a49c3e3d0926453da0e069ad5a5598,3992845547823d4b24de9b25ec2185dd759b4dc5cab40090559b36b53a9c31b9,7eb7e4a5b4e0f2770662892c653d4e91475ff7ebeebb1ad6def953e570e73916,7569c7c58d6213c10ef6a7872ec2c12e8e025f3e2694c0b4332db38cde6ab2e0,d77ef244a386f30095ca445e2331d8aa16ce3f5105b6e2540c88f1adaa76ce9d,c8f7fcb25510f373db6d2231fa9ff6ee716df018cc445f87432590909116488d,e0aa1946079388edf2c2b16bc69b6e56eff40362c7542af01a4400cbf68f87de,18016427e5473b88ffcb6c641355ac741b711d018810f81322c933823f0e93cf,af41d666fd5d919ddb6ba3407a078a77bb22758d11c96bee05178c4a2cb95585,ec549fb49fcd832889fbc1c1f660c4e3f95b4283986c273c01a1464d89f9c194,92e23d40dc8254dec8a5018baed0d3a0c617febe3171f3ddcb936b1afd6034e9,df3811cd57137513aa115683a6943206275d831a4a4244e24ff7ced90975b452,e6a625257343e9fdf94873d6e5933ca78d6fed282e6ac3aea314efd0f7019767,6bf195a0b218c59bb894ad03e89a48e4aabc97f3372985d8c6ec094b665ef3ef,95f4eea72718f942b4d9a1f567dee369c956f6ad0eff7a0b66db07155fe45754,bb02a81fe2670608e2f0bbc1e7c44d49eccf79e03f6b9b71e9572e457bc59729,673a67919fbd89a73668c22ebc95eaa6233e2f83c95eeceb1007c92c2640081c,564717181693464c756d62d3daffcb0da29132cfcd8a3ae888c7086a4848e59a,394c885d1fdba8f2ac227e646032ef7f411d6342ded536f7e072794e485ccc28,f32fffc8d6297cb56d2dc03a99bc94e629f608e416ebc89153da37c4ca59a6dc,9be3cbf14a556f9a0e484e8367f62cdf9a04373b40ec8a27a23fed8b2788ef9f,7b3949d6891ee5512f2bc79326351253775726c1876b434319c7af190fa29576,53691f4c1ead8c4a1954f82bd13d2754ecb48506f9b347c3645dde8b20f6e0be,bd0b5997e573489bd9d6f1d100e7424b7e9bff0ff991228f8829c7a2877a5cf5,d5b2f386eed1b102bd3c43120300a7123c628a16bebcbe0fa7a05babf0a8a517,6c1a5adfbda8f376858c4906d44188ad51c3d36b5d18f4a9136dea5134184ca6,02d6833180854e69006aefffff84929d20d0cf71d52d095cf96475ced7851b01,5617da159ea1cebbb34871a889c998e113236668251563b1432dac9984d29a4d,dd3a36e5ae7975701fe21ec19e5f710eeec7d95926410fb1cc900d091eda7961,54ed95460b8820982f802dc45641e0f7604bf2d44ddd282e86611b8f4a27b8d0,90488609fe1bfbaf118f2596c9a6bc0153d0a30e08271d4feacb6e558d0263a5,a646d387ed46abe21aa2e67be41444535d7b4f8d74716088fe46d693755fd36e,d9e56b92aefc473a5d381a651b0091d036e39d32874e9164abb05fc4c20d7511,747528a30a8e45b838dc0d0138f1e65b77fd55bcec17bc8632dcf615ad05f4c4,fd59539938db52fbb93ec06c80de16662bd229e59a7d29c673547a9865aed538,a8ac75a3f8383fc9b71a22ec1449d982f366f83849819e612e647ecec7f332a3,32f67906ee106ed0a5b67a005614a6cf95d38d537349ca9703cdcc217f864fd4,40dab5d313c749187946f5095ee2cd499f018ec3b9be1a0873f9bb400be78bbb,1a37d404e4ca804e41368dceb6c288838d0f0f59b46bf606aa7d8af274ad19a1,19c5d56395be0c6f878254aae9a1ddc1ebe11053ba535dc7de87357f587176b5,e0fb2f71fc6b73db16d33a9770a808fb22e016479c88af591c408c252d42253b,1a7a45e4c019b44616a9e3d952763aaac3a1fe8db22b7f22a7bbaee2ee358d92
"1","0","0.7","0","710100011","0","299","-301","99","0","2100101","100","0","500","0","0.7","0.7","0","-100","0","-101","30","12000","0","0","0","0.7","0","91002","1","0.7","0","71010001","0","0","0","1","113011","100","94002","bgm_M127","40001","90","1","0","0","101181","0","1","5"
"2","0","0.7","0","710100021","0","299","-301","99","0","2100102","100","0","500","0","0.7","0.7","1","-100","0","-101","30","12100","0","0","0","0.7","0","91002","1","0.7","0","71010002","0","0","0","3","123042","100","94002","bgm_M127","40001","90","1","0","0","101181","0","1","5"
"3","0","0.7","0","710100031","0","299","-301","99","0","2100103","100","0","500","0","0.7","0.7","1","-100","0","-101","30","12200","0","0","0","0.7","0","91002","1","0.7","0","71010003","0","0","0","4","113071","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"4","0","0.7","0","710100041","0","299","-301","99","0","2100104","100","0","500","0","0.7","0.7","1","-100","0","-101","30","12300","0","0","0","0.7","0","91002","1","0.7","0","71010004","0","0","0","2","123072","100","94002","bgm_M127","40001","90","1","0","0","101181","0","1","5"
"5","0","0.7","0","710100051","0","299","-301","99","0","2100105","100","0","500","0","0.7","0.7","1","-100","0","-101","30","12400","0","0","0","0.7","0","91002","1","0.7","0","71010005","0","0","0","1","113012","100","94002","bgm_M127","40001","90","1","0","0","101181","0","1","5"
"6","0","0.7","0","710100061","333","166","-335","-1","0","2100106","100","0","500","0","0.9","0.7","1","-100","0","-168","30","12500","0","0","0","0.7","0","91002","1","0.7","0","71010006","0","0","0","3","113013","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"7","0","0.7","0","710100071","333","166","-335","-1","0","2100107","100","0","500","0","0.7","0.7","1","-100","0","-168","30","12600","0","0","0","0.7","0","91002","1","0.7","0","71010007","0","0","0","4","123041","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"8","0","0.7","0","710100081","333","166","-335","-1","0","2100108","100","0","500","0","0.7","0.7","1","-100","0","-168","30","12700","0","0","0","0.7","0","91002","1","0.7","0","71010008","0","0","0","2","123161","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"9","0","0.7","0","710100091","333","166","-335","-1","0","2100109","100","0","500","0","0.7","0.7","1","-100","0","-168","30","12800","0","0","0","0.7","0","91002","1","0.7","0","71010009","0","0","0","1","113162","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"10","0","0.7","0","710100101","0","0","-1","0","0","2100110","100","-20","500","0","1","0.7","-1","-100","0","0","1","5","0","0","0","0.7","94002","140000","1","0.7","12900","71010010","0","0","1","3","91002","100","113191","bgm_M126","40004","90","1","0","0","101183","0","1","100"
"11","0","0.7","0","710100111","333","166","-335","-1","0","2100111","100","0","500","0","0.7","0.9","1","-100","0","-168","30","13000","0","0","0","0.7","0","91002","1","0.7","0","71010011","0","0","0","4","123192","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"12","0","0.7","0","710100121","333","166","-335","-1","0","2100112","100","0","500","0","0.7","0.7","1","-100","0","-168","30","13100","0","0","0","0.7","0","91002","1","0.7","0","71010012","0","0","0","2","123193","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"13","0","0.7","0","710100131","333","166","-335","-1","0","2100113","100","0","500","0","0.7","0.7","1","-100","0","-168","30","13200","0","0","0","0.7","0","91002","1","0.7","0","71010013","0","0","0","1","113221","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"14","0","0.7","0","710100141","333","166","-335","-1","0","2100114","100","0","500","0","0.7","0.7","1","-100","0","-168","30","13300","0","0","0","0.7","0","91002","1","0.7","0","71010014","0","0","0","3","113222","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"15","0","0.7","0","710100151","333","166","-335","-1","0","2100115","100","0","500","0","0.7","0.7","1","-100","0","-168","30","13400","0","0","0","0.7","0","91002","1","0.7","0","71010015","0","0","0","4","123251","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
"16","0","0.7","0","710100161","333","166","-335","-1","0","2100116","100","0","500","0","0.7","0.7","1","-100","0","-168","30","13500","0","0","0","0.7","0","91002","1","0.7","0","71010016","0","0","0","2","113252","100","94002","bgm_M127","40004","90","1","0","0","101181","0","1","5"
