23018a3aa5d42c459ad261a47471c901c7ebfc33eab2d8923d86689a57cb20d3,fad9537f3c5b2d624517e342d8463f2f1fea13d457a70dee2fea80376934e7c4,30a16c79dd91a2e1321cc5fa63d61f0114dd12a95f24b4de075cd386773ef680,8426f7d1cd3b965ef3844fc7e2356205995ee03b931d40898bb303da544d74dd,54d2dd6d72244548f94ef0e59c291896ab7fde8c643c324741d4e740369c35a9,a72a67db1b33b797be240d357a50585fea56e3a81c5bd5c12ee1cb1dea5485f3,8aa1cce8a0d563b5739e10e76ef24673862370857891de980b1e1c3566a6fe62,f45b463e75347531871ac7e93b8636f5f2d794ef75f4491cfc10decb5965d75d,b79ac115afb7cdcc97d5cf07356d69d248a851bf5899b377f8d1f8bed7237af9,1c5ffa4a716c1894555e87c4b63248edf58a4c62c97e3f512539643ffec1ec68,d36bce8f77047766ac9fad9fb13fe964d6698577943bc7acf53854297c2efd73,bfd77b9b31a3d4b893e820703d017088718cd669873e9177224db436ed969dc1,ede5f4b570705d05f1598588b202b393523e7940f93bb4d5ce9c5f489e5eb985,26fd2eead125c0444d6ec02bcb5f4db4e9c5f66f2788dcf432f627db90dbf9e1,3ffae9a26b623b147dd4ab2dab7ef68c44f81e00332ddd2dbba0614589f275ec,6b8bfb57ce98d34a0d487b7a63dda4cd8562b7c5a155e1bd038a8f50c111ed23,5e1160f26e606a4e677c5b841b5146a15ab8077262b584d95ad04fe3a041964d,eb1c6268e68c182b2513b46e38091de619a79490a6214a2f9ade09ff9ac79940,49b5d3b1be7775e9e62047d337ef28cb3d16f8bfab2f2abe1661f17d8efc496d,424edb1d613ecca2b287515a91313f667e2b091c8cc6a6b8be0e1e37dc0152fe,b70111a7f7bcbe1dc4ae8bc6774fe61e2bd5b4cc661b7fc1b7aeae51f475726e,d268f5b97541b917112c285a74db68bf0ca884e29ee1423ddeee4da1934c9687,a8a69d3dceb2a598f6547f02871c0c17ecfafc4a053133f3b539ac32c38d98f5,617c56700c7feb53167e2c2f0f1bd06f8259fd7bb81074e46cf6f407d2d0e7af,1307eff40c14cf8671f4f1d70c9a355855b9f1612d0b1d112b51f282fa5ed641,946d0681d0afa7ffa447dee576577605d0cc649e6ec574d058e1cb74490a3085
"0","215","25011","182100","181001001","10","0","紅焰的深域1-1","10","2024/06/14 16:00:00","0","10","810010011","0","0","90","10","25","281001001","381001001","81001","81001001","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001002","10","0","紅焰的深域1-2","10","2024/06/14 16:00:00","0","10","810010021","0","200","90","10","100","281001002","381001002","81001","81001002","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001003","10","0","紅焰的深域1-3","10","2024/06/14 16:00:00","0","10","810010031","0","400","90","10","175","281001003","381001003","81001","81001003","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001004","10","0","紅焰的深域1-4","10","2024/06/14 16:00:00","0","10","810010041","0","550","90","10","50","281001004","381001004","81001","81001004","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001005","10","0","紅焰的深域1-5","10","2024/06/14 16:00:00","0","10","810010051","0","750","90","10","125","281001005","381001005","81001","81001005","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001006","10","0","紅焰的深域1-6","10","2024/06/14 16:00:00","0","10","810010061","0","950","90","10","200","281001006","381001006","81001","81001006","0","2030/12/17 14:59:59","100170","25021"
"0","215","25011","182100","181001007","10","0","紅焰的深域1-7","10","2024/06/14 16:00:00","0","10","810010071","0","1100","90","10","25","281001007","381001007","81001","81001007","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001008","10","0","紅焰的深域1-8","10","2024/06/14 16:00:00","0","10","810010081","0","1300","90","10","100","281001008","381001008","81001","81001008","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001009","10","0","紅焰的深域1-9","10","2024/06/14 16:00:00","0","10","810010091","0","1500","90","10","175","281001009","381001009","81001","81001009","0","2030/12/17 14:59:59","100160","25021"
"0","215","25011","182100","181001010","10","0","紅焰的深域1-10","10","2024/06/14 16:00:00","0","10","810010101","0","1750","90","10","50","281001010","381001010","81001","81001010","0","2030/12/17 14:59:59","81001","25021"
"0","215","25011","182100","181001011","10","0","紅焰的深域2-1","20","2024/06/14 16:00:00","0","10","810010111","0","2000","90","10","25","281001011","381001011","81001","81001011","0","2030/12/17 14:59:59","100160","25021"
